frame,blue_peak,blue_x,blue_y,blue_xa,blue_ya,blue_xc,blue_yc,red_x,red_y,red_xa,red_ya,red_xc,red_yc,red_peak
203,0,320.5,240.5,-0,-0,319.5,239.5,226.704969137204,71.4361152607731,0.101862492628133,0.0536061736969902,3.31262387804709,4.95591210473507,7
204,1,320.5,240.5,4.94514105036949e-06,3.84484457421602e-06,319.5,239.5,226.486589629817,71.4488936816294,0.102915752176021,0.0525768616848783,3.35879124971047,5.09282818094572,7
205,0,320.5,240.5,-0,-0,319.5,239.5,320.5,240.5,-0,-0,319.5,239.5,0
213,7,215.060436292105,77.28439712762,0.0529416974677091,0.0524546882523836,3.82232426141334,1.75565173983435,320.5,240.5,-0,-0,319.5,239.5,0
214,7,215.75650519325,480,0.0554992499510527,0.00050794990569689,3.22282367082658,203.700993464942,54.8139147640654,478.77239460174,0.0138685329892523,0.0137448676291846,2.13439815141116,2.00546822521521,2
215,5,215.974816474641,73.2804964739522,0.0494710637165803,0.0159387087552148,3.48686139602063,7.7975439365504,320.5,240.5,-0,-0,319.5,239.5,0
226,0,320.5,240.5,-0,-0,319.5,239.5,320.5,240.5,-0,-0,319.5,239.5,0
227,5,50.1159402142041,496.5628365801,0.0199937061320926,40.7389474243194,1.32719277327883,6.0454566535321,45.0000000025009,480,0.008582202540045,0.017187606640671,1.68810582857634,0.322890225705365,3
228,0,320.5,240.5,-0,-0,319.5,239.5,320.5,240.5,-0,-0,319.5,239.5,0
242,59,219.824894407626,111.441841996178,0.396430471896841,0.334751264735981,3.80577694521812,2.81738213146204,212.993684683497,108.815996382829,0.343615129485191,0.178009446724514,2.74475945222855,3.77608925713812,31
243,50,222.845807726481,115.231013375467,0.472080556665192,0.244055184253998,2.33150558778273,3.62109688611129,214.263424640317,115.619861645324,0.373240647870782,0.198941892808941,3.1652409327582,4.27154724825769,35
244,51,223.782257075782,118.347496618078,0.543218901966562,0.271993301671036,1.2981079420614,2.89702909600865,214.246485509609,119.689464982686,0.612762625322676,0.334058341524911,2.4912145848856,3.42934575165711,62
253,52,225.159269240421,160.485644585851,0.482536676163217,0.284050516446364,2.73928535338608,3.3350160545425,217.296566374412,163.144693137888,0.763273906802923,0.343713105493086,1.86502583561921,3.44757526112589,78
254,31,228.194530550447,166.817869304801,0.408280598367237,0.165154981621705,1.23202493607937,3.64127128798779,217.831157092641,168.638613543328,0.522386432168585,0.289987942804525,2.97664727055779,3.54451840580377,51
255,61,227.499091453909,172.759585166368,0.83648537781473,0.370161485651233,1.89748297142579,3.52418444959722,219.861672222686,175.400394322878,0.233977861620944,0.138922344330454,2.89703279662571,3.61361321368148,22
265,44,231.565217533769,232.225254469068,0.408275808184148,0.272134681668428,3.20091691251963,4.0924962650207,224.25915880567,236.192847336037,0.384085907903031,0.229549123838999,2.301899929562,2.9998373720912,35
266,26,231.352547770236,238.768334828743,0.159112946619375,0.165859809934159,3.71182647602213,2.69315765216621,222.510333585416,243.388765238831,0.528527202098691,0.34043345381802,2.4970042877203,2.86874813050276,61
267,29,231.228795280673,247.181272113243,0.287347597158954,0.150474012501718,2.85198211877849,4.04421313378896,222.896124814557,250.298506777501,0.478232363028484,0.314472834521144,2.70496940759504,3.25419001350162,54
285,55,240.782400956942,342.55337922682,0.504079015700339,0.281864539483954,2.53097428685331,3.50469327618089,233.694902566269,345.245165614133,0.422294544755186,0.215660319269363,2.42660465841249,3.62481570190886,35
286,46,243.641069247071,346.110299193044,0.506687558995364,0.294766055000392,2.69049877154435,3.55756923954303,234.951796240623,350.37237739421,0.327672050387019,0.226367629417037,3.32708333386575,3.20060425111956,32
287,72,245.315827935393,349.78723523181,0.676495571568479,0.33438244894813,2.26672884459045,3.66288300897,236.910520116663,353.714612101134,0.228276354052292,0.191894393636173,3.79566353205921,3.33583553603202,26
303,41,267.959043013215,401.831577648176,0.33747158385359,0.265103231235769,3.77383057270659,3.9925425321576,258.136579169082,403.908178591377,0.322203808622436,0.202955595701812,3.66377626431971,4.41384638653319,24
304,43,268.436761602144,405.198887811073,0.367640993671015,0.250398693748807,3.65514777223332,3.52100029917249,259.16739013872,405.733506866506,0.131799269447716,0.125645732833776,4.42707185817713,3.43180521843683,16
305,39,268.56817486084,406.28154022093,0.306890838260075,0.261335850110213,4.42040682631684,3.48732053322185,259.75028067296,407.731105424055,0.24731466244565,0.134433967054587,4.35762807183914,5.50154106821703,15
321,28,280.72141862243,422.139874000735,0.411004437114409,0.1563663293547,2.74280873166565,5.38893848182306,275.872773808275,428.637730265847,0.112917022269408,0.0322110824666758,1.9174610115762,5.58172635036239,14
322,67,282.829150246307,421.960974203533,0.527308862316226,0.49095402478751,4.11934776823848,2.87976933602865,279.756226172146,433.030584303521,0.152978411098371,0.0644739384790929,2.54398023283236,3.58407618640455,14
323,61,287.064956182587,419.755048564896,0.58155767966378,0.301263955530316,3.18861165132342,4.78376892145249,284.55928888233,427.115001968886,0.120932669535131,0.120873775997151,4.5903293011623,3.09670277876019,17
336,47,332.216459931043,405.964407645302,0.346728196605088,0.388267103841049,4.31942467358889,2.47923992315523,334.290241795896,415.528027947079,0.21563049177924,0.132425648561817,3.85140860846308,5.27754068970034,20
337,65,336.400103307043,406.198642526056,0.591520818283461,0.377082853343123,3.04868055141327,3.11714074750605,336.008364190837,415.808671329223,0.29344795519317,0.242407057677974,3.49447557086811,3.14740601360982,37
338,40,339.747044091142,408.215552102291,0.374453836032186,0.288944805910941,4.63041087173773,4.40035493120281,339.559023722388,415.22035200943,0.113597132784671,0.151714512544337,5.83000620849046,2.57277065378706,18
357,34,378.956512430773,390.089375585258,0.328085049542035,0.210507694176802,3.88048643827623,4.22536634985845,387.493283365428,394.338457779553,0.403287421136154,0.147269551837958,2.34034079214628,5.32191008180041,31
358,37,380.441880786502,386.593168120141,0.317237115523106,0.206157634101045,2.96066572821439,3.32491337389593,387.996180431507,393.268321647518,0.224580769607084,0.148423452621341,2.71819988754054,2.99757242795007,23
359,40,379.910373287286,385.178747594398,0.496042754319304,0.230173183105799,2.77911288188713,4.56642603390435,387.815245223613,389.446631688395,0.157990815887996,0.0875085293405711,2.83177988353928,4.83170115810546,18
375,25,382.717691771022,383.703125368117,0.191011180558891,0.164997753119751,3.79000634026137,3.44436321864751,392.034312326575,387.109326625648,0.275190327319466,0.157968262198335,3.27885964870829,4.54199327228216,29
376,27,382.665982098111,383.833476964911,0.19904423304819,0.170554013630005,3.68333892722139,3.47358547968972,392.007034646669,387.113984422934,0.269428723163637,0.160861172077955,3.25489570419177,4.35917096335636,28
377,29,382.392268870368,383.608158667329,0.248521247087169,0.198270388062478,3.35668542043597,2.94971190978124,392.075216312722,386.802379343502,0.30126898034314,0.158221833506463,3.37400259962041,4.97400642319773,29
387,42,382.970093781432,384.041642277095,0.347701478710977,0.213537420852898,3.14405659507535,4.32438042285871,392.165816406394,386.113070864551,0.271777834582794,0.192338337783479,3.84753600464874,3.9645497558171,24
388,42,382.906797058829,384.041856482108,0.334837973162716,0.210260613490256,3.22266937791723,4.33495200798066,392.133579477096,386.136794590658,0.276885146150924,0.190844759122967,3.85427464517214,4.09234679173711,24
389,32,382.583983843931,384.652458707088,0.220941303067624,0.173676017876096,3.59672570196745,3.4189581235928,392.132289551381,386.26310948192,0.257474592825139,0.183777513039532,3.67061524622888,4.10488326905061,24
397,31,382.311901561529,383.176547229124,0.237703960962015,0.231575292466902,4.09149629764174,3.24885054097316,392.763688513598,386.862087360083,0.0926511155507632,0.0503410015948606,2.90568440728022,3.98022765046658,8
398,30,382.312051684502,383.236021696686,0.236216630033704,0.232047805771415,4.10924142876545,3.22745059115718,393.015887971032,385.960234502576,0.0871123200177706,0.0357821117951825,2.65982991192968,5.49848763656307,8
399,29,382.352904303275,383.140498460332,0.244763982035173,0.237795545930145,3.99994562687307,3.19179675738537,392.618865903009,386.408659383933,0.0878764171941011,0.0420940433336248,2.9740425491356,4.91034656577561,8
417,42,402.864292514602,393.865153222162,0.304544395065426,0.198482150646339,2.33019494161466,2.96627707152353,403.821835574559,402.01248963943,0.290519491552287,0.23853913719168,4.12609420381307,3.59912109472804,44
