Unnamed: 0,index,Global_Idx,Block,Local_Idx,Speaker,Pulse_Samp,Pulse_Time,EstimatedTimeOut,MCS_Time,est_frame_time,closest_frame,frame,blue_x,red_x,blue_y,red_y,head_x,head_y,blue_zero_x,blue_zero_y,head_angle,speak_xpix,speak_ypix,h2s_x,h2s_y,h2s_distance,h2s_theta
88,322,323,3,74,10,2176165,49.346145,231.277145,266.15725,268.55025,6714,6714,396.451552137863,380.139827666249,117.228176040259,119.590847526025,388.295689902056,118.409511783142,8.155862235807035,-1.1813357428829931,-1.7146409222005847,344.2,223.5,-97.6840584662872,-58.70490016302588,113.96683983332984,-2.600462392649216
89,332,333,4,1,10,48849,1.107687,243.298687,278.19785,280.59085,7015,7015,336.330936809992,333.357026441398,378.326107374039,370.846919530624,334.843981625695,374.5865134523315,1.4869551842970168,3.739593921707524,-0.3784570920569614,344.2,223.5,64.51847792536876,-136.93807225602228,151.37592155624313,-1.130493299948031
90,349,350,4,18,10,497264,11.275828,253.466828,288.366,290.759,7269,7269,212.699898001509,233.895492186212,371.50203556941,284.858818166131,223.2976950938605,328.1804268677705,-10.5977970923515,43.32160870163949,0.2399188905589699,344.2,223.5,92.56476549761813,-130.41136181026076,159.9229786517115,-0.9535296338452708
91,358,359,4,27,10,755128,17.123084,259.314084,294.2133,296.6063,7415,7415,230.656093674589,238.030549176413,374.652200229365,289.002776273328,234.343321425501,331.8274882513465,-3.687227750912001,42.82471197801851,0.0858886469607798,344.2,223.5,100.15906251517146,-117.35202058059495,154.28329312750105,-0.8642782115806855
92,397,398,4,66,10,1883845,42.717574,284.908574,319.80785,322.20085,8055,8055,293.030751259394,204.813088084245,399.549164418096,269.771741989388,248.9219196718195,334.660453203742,44.108831587574485,64.88871121435398,-0.5970133824341766,344.2,223.5,141.28834370667514,-38.36877480594039,146.40546078437285,-0.2651686421731033
93,63,64,0,64,39,1895088,42.972517,44.033517,78.9461,81.3391,2033,2033,275.937836374681,276.452262816167,413.943383396679,285.226367880678,276.195049595424,349.5848756386785,-0.2572132207429831,64.35850775800048,0.003996547780003,272.7,338.6,-3.538923146784861,-10.970819815895982,11.527483006784507,-1.8828342388414163
94,74,75,0,75,39,2199136,49.867029,50.928029,85.84065,88.23365,2206,2206,229.994577204766,225.043281295183,417.507348131447,411.40857426237,227.5189292499745,414.4579611969085,2.475647954791498,3.049386934538461,-0.6819255278597062,272.7,338.6,82.88924529832322,-30.415989955036583,88.29359790534353,-0.3516922019084191
95,105,106,1,23,39,717764,16.275828,77.656828,112.5285,114.9215,2873,2873,261.907414039666,253.191217285443,394.799549914834,399.381027847618,257.5493156625545,397.090288881226,4.358098377111503,-2.2907389663919844,-2.0547355865852337,272.7,338.6,44.724635028566645,40.62467416316952,60.4206680640175,0.7373976396468116
96,106,107,1,24,39,740735,16.796712,78.177712,113.0494,115.4424,2886,2886,260.795508423315,256.848047533573,396.064991841903,260.951399854043,258.821777978444,328.508195847973,1.9737304448710236,67.55679599393,-0.0292075598451373,272.7,338.6,13.577587747899292,10.49279126212688,17.159532555476886,0.6579355906911406
97,129,130,1,47,39,1368651,31.03517,92.41617,127.2879,129.6809,3242,3242,241.367065991559,247.85133775198,385.349123805049,313.098302081675,244.6092018717695,349.223712943362,-3.2421358802104976,36.12541086168699,0.0895068891825359,272.7,338.6,27.028722428292426,-13.092149559116566,30.03258590571172,-0.4510730162561768
98,144,145,1,62,39,1802139,40.86483,102.24583,137.1176,139.5106,3488,3488,197.870321707917,236.022259986962,359.64485313986,360.400338769636,216.9462908474395,360.022595954748,-19.075969139522527,-0.3777428148879949,1.5905957639931128,272.7,338.6,-22.52221701352041,-55.31865365773631,59.72774649782704,-1.9574392760876975
99,225,226,2,60,39,1717913,38.954943,160.618943,195.48685,197.87985,4947,4947,257.31334173333,261.794584342848,134.936023903695,140.043832294477,259.553963038089,137.489928099086,-2.2406213047590318,-2.5539041953909987,2.421443526900433,272.7,338.6,122.74947151135429,-159.84569606804547,201.53927485181327,-0.9159217078587404
100,255,256,3,7,39,239497,5.430771,187.361771,222.24175,224.63475,5616,5616,254.702770924401,261.65529763337,133.287103486683,139.843387400398,258.1790342788855,136.5652454435405,-3.47626335448453,-3.278141956857496,2.3268707232362025,272.7,338.6,137.02491562585007,-149.17463923834805,202.55591942513703,-0.8278246196237593
101,262,263,3,14,39,437850,9.928571,191.859571,226.7396,229.1326,5728,5728,249.532382122465,252.426285379721,129.624671990528,136.717008199187,250.979333751093,133.1708400948575,-1.4469516286279998,-3.5461681043295243,2.754180994535376,272.7,338.6,57.498784294115815,-198.4107277501087,206.5742652936929,-1.288726396654292
102,311,312,3,63,39,1883022,42.698912,224.629912,259.51,261.903,6548,6548,379.304383519274,379.856726007098,66.9099885729859,76.3700523601482,379.580554763186,71.64002046656705,-0.2761712439120174,-4.730031893581156,3.0832721038374094,272.7,338.6,122.25926893603685,-260.2763047574695,287.5605738952705,-1.1316576171000383
103,335,336,4,4,39,118731,2.692313,244.883313,279.78245,282.17545,7054,7054,330.53434620061,327.26153913019,382.636574025905,375.459511170512,328.8979426654,379.0480425982085,1.636403535209979,3.5885314276965232,-0.4278399718527459,272.7,338.6,-34.35033611253526,-60.11910943124434,69.24054382982615,-2.089899296250338
104,345,346,4,14,39,395446,8.967029,251.158029,286.0572,288.4502,7211,7211,234.865314254276,242.535150338126,374.848416912855,235.358194575643,238.700232296201,305.103305744249,-3.834918041924993,69.745111168606,0.0549294458136468,272.7,338.6,35.787517527734224,31.579523732597256,47.72853161344436,0.7230155249548587
105,346,347,4,15,39,426413,9.669229,251.860229,286.7594,289.1524,7229,7229,213.103075997307,236.351789982304,370.265495032372,235.054026909811,224.7274329898055,302.6597609710915,-11.624356992498493,67.60573406128049,0.1702783219378532,272.7,338.6,53.3690831429797,27.29118779900212,59.94220522305366,0.472699800016654
106,430,431,5,16,39,471434,10.690113,313.196113,348.05945,350.45245,8761,8761,233.678733857711,229.317415210107,27.086406217537,35.4010639657269,231.498074533909,31.243735091631947,2.18065932380199,-4.157328874094947,-2.658511225585241,272.7,338.6,-179.25721441689984,-253.04608931977165,310.10558240788936,-2.187135984269405
107,69,70,0,70,40,2072894,47.004399,48.065399,82.978,85.371,2134,2134,220.15671132577,218.287702663159,407.430708777133,399.949227663587,219.2222069944645,403.68996822036,0.9345043313055044,3.740740556773005,-0.2448073634097458,270.8,282.1,79.50964325236431,-105.46376502397293,132.07720887098583,-0.9248007987753384
108,110,111,1,28,40,852729,19.336259,80.717259,115.58895,117.98195,2950,2950,267.203921226157,266.092228969219,389.439861311144,397.140147132778,266.648075097688,393.290004221961,0.5558461284689997,-3.850142910816999,-2.9982130604989754,270.8,282.1,11.778489622160018,110.6423187640914,111.26749534016724,1.4647402037213295
109,112,113,1,30,40,919752,20.856054,82.237054,117.10875,119.50175,2988,2988,265.590284819729,256.579417802899,386.001166485107,310.063729603476,261.084851311314,348.0324480442915,4.505433508415024,37.96871844081545,-0.1181094374267488,270.8,282.1,17.416616880127506,-64.32832405408472,66.6443682478608,-1.306389594251928
110,125,126,1,43,40,1269014,28.775828,90.156828,125.02855,127.42155,3186,3186,234.641176473176,241.681147291071,384.506462405923,378.791739973497,238.1611618821235,381.64910118971,-3.5199854089475195,2.8573612162130075,0.888929465882152,270.8,282.1,-56.7192557020064,-88.08089085593127,104.76314858462428,-2.142903224739265
111,161,162,1,79,40,2303135,52.225283,113.606283,148.47805,150.87105,3772,3772,219.222914616493,246.394052712734,191.663936349734,245.698045516242,232.8084836646135,218.680990932988,-13.585569048120504,-27.01705458325398,2.6756663699432384,270.8,282.1,-5.450817484948512,-73.7266207909292,73.92784336434883,-1.6445948865007185
112,175,176,2,10,40,357598,8.108798,129.772798,164.64065,167.03365,4176,4176,254.387347458624,255.105395799154,133.138080376218,140.977045875485,254.746371628889,137.05756312585152,-0.3590241702650019,-3.919482749633517,3.050247677034346,270.8,282.1,-2.75621886414502,-145.90212724920096,145.92815862015493,-1.5896849552208432
113,230,231,2,65,40,1869113,42.383515,164.047515,198.91545,201.30845,5033,5033,256.267037367224,255.52278917192,135.217864757033,140.96142600993,255.894913269572,138.0896453834815,0.372124097652005,-2.8717806264484977,-3.0127311149193963,270.8,282.1,-33.28758618609164,-140.9009597310129,144.77963892487438,-1.802790753432574
114,240,241,2,75,40,2164244,49.075828,170.739828,205.60775,208.00075,5200,5200,252.614429325074,250.717743903053,135.40362921128,142.596214945471,251.6660866140635,138.9999220783755,0.9483427110105254,-3.5962928670955137,-2.8837619381727437,270.8,282.1,-54.98961851636309,-133.4911262895792,144.37360888554227,-1.9615486570713605
115,267,268,3,19,40,587354,13.318685,195.249685,230.1297,232.5227,5813,5813,240.53479530431,244.312173860677,123.993369695042,128.455807804238,242.4234845824935,126.22458874964,-1.8886892781835056,-2.231219054597986,2.439143863073628,270.8,282.1,79.05061498640801,-137.30757710330315,158.43727610543186,-1.04842168128672
116,308,309,3,60,40,1809263,41.026372,222.957372,257.83745,260.23045,6506,6506,387.432330592364,391.297749158431,83.370664997228,96.1278925553376,389.3650398753975,89.74927877628281,-1.932709283033489,-6.3786137790548025,2.847387378405381,270.8,282.1,169.2483835534486,-149.70455337257957,225.9567848858245,-0.7241997137767404
117,333,334,4,2,40,73274,1.661542,243.852542,278.7517,281.1447,7029,7029,331.082950710247,327.361587190521,380.228380048379,372.897569866014,329.222268950384,376.5629749571965,1.8606817598630412,3.665405091182493,-0.4697356018481333,270.8,282.1,-9.335719440748328,-110.67637277033684,111.06941589418273,-1.6549486303801426
118,336,337,4,5,40,156240,3.542857,245.733857,280.63305,283.02605,7076,7076,331.114865291183,334.033058981772,374.354784016557,366.830156851546,332.57396213647746,370.5924704340515,-1.459096845294482,3.7623135825054983,0.3699616481935832,270.8,282.1,-89.59148954519775,-60.16896810344306,107.92098832738895,-2.5501876395955465
119,340,341,4,9,40,288588,6.543946,248.734946,283.63415,286.02715,7151,7151,290.241244411046,293.63933330264,408.589231267065,399.18165491676,291.94028885684304,403.8854430919125,-1.6990444457970284,4.703788175152454,0.3466242966460129,270.8,282.1,-61.25650489622401,-107.36035846597711,123.6066582431716,-2.089294304517005
120,73,74,0,74,30,2162596,49.038458,50.099458,85.01205,87.40505,2185,2185,220.232119678139,215.470781098087,406.147556535416,273.662004542045,217.851450388113,339.9047805387305,2.380669290025992,66.24277599668551,-0.0359230890715296,336.1,102.1,126.7131049004504,-233.40441765072947,265.5820647792104,-1.0734276348547371
121,81,82,0,82,30,2397732,54.37034,55.43134,90.34395,92.73695,2318,2318,231.139618551183,229.704041507675,418.142326551139,408.426886555178,230.42183002942895,413.2846065531585,0.7177885217540165,4.857719997980496,-0.1467009021660286,336.1,102.1,150.0305444985531,-292.39454625803234,328.63921702069115,-1.0967158657070395
122,85,86,1,3,30,119748,2.715374,64.096374,98.968,101.361,2534,2534,210.016330889638,232.846658268909,365.614842496604,358.514967179103,221.4314945792735,362.06490483785353,-11.415163689635506,3.54993765875048,1.2692928274744033,336.1,102.1,-214.1866467576196,-186.69413015278255,284.1313391422661,-2.424667557423053
123,108,109,1,26,30,803638,18.223084,79.604084,114.47575,116.86875,2922,2922,260.527648422211,256.581898597301,395.342110968391,403.035554758076,258.554773509756,399.18883286323353,1.972874912454984,-3.846721894842517,-2.6677007655698284,336.1,102.1,66.57763842145957,299.73730969914794,307.0424022239624,1.35222483551864
124,249,250,3,1,30,58784,1.332971,183.263971,218.14395,220.53695,5513,5513,249.592259826499,250.029101411182,131.878024381578,139.757562549764,249.8106806188405,135.817793465671,-0.2184207923415044,-3.939769084093001,3.0862093505182973,336.1,102.1,-88.02346341742634,28.88955041980412,92.64305821515931,2.8244666307818584
125,323,324,3,75,30,2201802,49.927483,231.858483,266.7386,269.1316,6728,6728,401.728472480118,375.292645302107,128.602773863683,129.005696727782,388.5105588911125,128.8042352957325,13.21791358900549,-0.2014614320494843,-1.5860366922822688,336.1,102.1,27.49985922846062,-51.99750579040754,58.82161903593453,-1.0843212785669376
126,355,356,4,24,30,673131,15.263741,257.454741,292.35395,294.74695,7369,7369,230.759716180647,188.690800244909,376.023901461375,165.537658556323,209.725258212778,270.780780008849,21.034457967869,105.243121452526,-0.1972661279552392,336.1,102.1,156.9834501835537,-140.6413071421354,210.76949709618975,-0.7305446987176666
127,360,361,4,29,30,822392,18.648345,260.839345,295.73855,298.13155,7453,7453,203.215437928122,236.013324023878,348.293657908419,342.482631871584,219.614380976,345.3881448900015,-16.39894304787802,2.90551301841748,1.395439282160864,336.1,102.1,-219.23510552378704,-157.14321299183368,269.736947568224,-2.519693873153012
128,389,390,4,58,30,1671245,37.896712,280.087712,314.98695,317.37995,7934,7934,251.184310950475,259.426791504326,349.250879176294,342.567838033713,255.30555122740049,345.9093586050035,-4.121240276925477,3.3415205712905163,0.8895018492392754,336.1,102.1,-138.49662948935818,-216.30864503283,256.8477103184909,-2.140303311462466
129,100,101,1,18,8,560748,12.715374,74.096374,108.96805,111.36105,2784,2784,263.684704187423,253.427122451111,395.145746352265,228.084945176136,258.555913319267,311.61534576420047,5.128790868155988,83.53040058806454,-0.0613233050335044,344.6,277.3,87.98536268475094,-28.977642431208324,92.6343770294707,-0.3181578276006891
130,146,147,1,64,8,1870373,42.412086,103.793086,138.66485,141.05785,3526,3526,194.521331598062,229.224064152606,304.248565685501,304.292488771003,211.872697875334,304.270527228252,-17.35136627727198,-0.0219615427510007,1.5720620214193266,344.6,277.3,-27.13849781305422,-132.69305936903072,135.43982452832054,-1.7725350583155135
131,157,158,1,75,8,2173694,49.290113,110.671113,145.5429,147.9359,3698,3698,224.069395231341,230.601361889316,251.921167336805,249.432912654461,227.33537856032848,250.677039995633,-3.265983328987488,1.2441273411720033,1.2068325534721898,344.6,277.3,66.62296699988214,-100.10571266873944,120.24879808456964,-0.98358374501968
132,211,212,2,46,8,1334776,30.267029,151.931029,186.79895,189.19195,4730,4730,255.652195057086,256.689049859769,134.539661855324,139.746156469922,256.1706224584275,137.142909162623,-0.5184274013414836,-2.603247307299,2.945017971018217,344.6,277.3,-59.35210539353934,-154.72909393433713,165.72195064138825,-1.937074196534888
133,217,218,2,52,8,1507493,34.183515,155.847515,190.7154,193.1084,4828,4828,246.926673505584,249.653724628661,125.299244572657,234.025822548965,248.2901990671225,179.662533560811,-1.363525561538495,-54.363288988154,3.116516177046816,344.6,277.3,-93.83137424907154,-100.02162673604606,137.14464119459518,-2.324272623217322
134,238,239,2,73,8,2100129,47.621973,169.285973,204.1539,206.5469,5164,5164,244.246030107036,245.672959288812,125.10438068335,132.083779475708,244.959494697924,128.59408007952902,-0.7134645908880088,-3.48969939617902,2.9399231564057926,344.6,277.3,-67.83456474454685,-165.65069496432682,179.0019019905838,-1.959468565771021
135,293,294,3,45,8,1368021,31.020884,212.951884,247.83195,250.22495,6256,6256,278.679414431929,279.066764497608,87.3415448748038,95.8465107834451,278.8730894647685,91.59402782912446,-0.1936750328395078,-4.252482954320655,3.0960801163563536,344.6,277.3,-57.209816825112725,-188.5040363686502,196.9942508512275,-1.8654554032274664
136,301,302,3,53,8,1580137,35.830771,217.761771,252.64185,255.03485,6376,6376,312.459674520671,307.85055736708,105.242069091498,109.735356838199,310.1551159438755,107.4887129648485,2.3045585767955004,-2.246643873350507,-2.3434700336658683,344.6,277.3,-145.63716434472747,-93.87299720261052,173.26951042285103,-2.569045829309463
137,334,335,4,3,8,93095,2.110998,244.301998,279.20115,281.59415,7040,7040,329.508455670174,327.617493723787,382.14199126444,266.060894849597,328.5629746969805,324.1014430570185,0.9454809731934688,58.040548207421466,-0.0162885669310699,344.6,277.3,16.797192627343737,-46.53402596626411,49.4728334825188,-1.2243860029512503
138,343,344,4,12,8,351928,7.980227,250.171227,285.0704,287.4634,7187,7187,237.197568966312,242.588433297583,383.022110797653,374.759649510408,239.8930011319475,378.89088015403047,-2.695432165635509,4.13123064362253,0.5780974349063297,344.6,277.3,32.180048847664125,-142.29795149118237,145.8912695894615,-1.3483917990277745
139,347,348,4,16,8,452534,10.261542,252.452542,287.35175,289.74475,7244,7244,210.816319015037,235.030819204264,374.479422663534,370.522804199994,222.9235691096505,372.501113431764,-12.107250094613477,1.9783092317700264,1.408828943210712,344.6,277.3,-74.33355516428588,-135.43606760940628,154.4940317062818,-2.072753181082571
