scorer,DLC_resnet50_RV2_LowEOct20shuffle1_500000,DLC_resnet50_RV2_LowEOct20shuffle1_500000,DLC_resnet50_RV2_LowEOct20shuffle1_500000,DLC_resnet50_RV2_LowEOct20shuffle1_500000,DLC_resnet50_RV2_LowEOct20shuffle1_500000,DLC_resnet50_RV2_LowEOct20shuffle1_500000
bodyparts,red_LED,red_LED,red_LED,blue_LED,blue_LED,blue_LED
coords,x,y,likelihood,x,y,likelihood
0,497.8913879394531,245.41880798339844,1.2917932508571539e-05,5.279796600341797,-0.2003788948059082,4.946566605212865e-06
1,163.1372528076172,482.33966064453125,9.377198693982791e-06,5.281594753265381,-0.1839160919189453,5.559204055316513e-06
2,497.8775634765625,245.43431091308594,7.770628144498914e-06,540.5045776367188,294.2956237792969,8.578813321946654e-06
3,189.34906005859375,472.4964599609375,1.986865208891686e-05,190.25965881347656,483.8085021972656,9.428482371731661e-06
4,179.2495880126953,483.1435852050781,2.48662217927631e-05,190.56863403320312,484.0817565917969,8.052834346017335e-06
5,180.46775817871094,482.4047546386719,0.0004755556583404541,189.50799560546875,484.0414123535156,0.00016427040100097656
6,178.54617309570312,482.8572998046875,2.3022337700240314e-05,175.25758361816406,484.26739501953125,1.0450600711919833e-05
7,515.1885375976562,326.2908935546875,1.4205987099558115e-05,514.1681518554688,319.84942626953125,6.162004410725785e-06
8,514.1571655273438,325.78680419921875,1.888258157123346e-05,504.8270568847656,324.0937805175781,7.890634151408449e-06
9,497.288330078125,245.36325073242188,1.5100114978849888e-05,190.1175994873047,484.2560729980469,5.2769687499676365e-06
10,189.4596405029297,472.92620849609375,4.4245545723242685e-05,190.56011962890625,484.07293701171875,2.542007678130176e-05
11,498.0551452636719,245.30050659179688,1.0401819963590242e-05,5.372776508331299,-0.13647985458374023,5.117638465890195e-06
12,514.0451049804688,325.8000793457031,1.2398885701259132e-05,512.9683837890625,319.5067138671875,5.413320195657434e-06
13,179.7564239501953,483.29803466796875,4.474985325941816e-05,190.30458068847656,484.0323181152344,2.162779310310725e-05
14,179.165771484375,473.7676696777344,1.2063549547747243e-05,189.74703979492188,484.0733337402344,5.66469361729105e-06
15,501.23663330078125,246.0528106689453,2.984373531944584e-05,5.317720413208008,-0.18447017669677734,4.930510840495117e-06
16,179.605224609375,483.124755859375,3.2604835723759606e-05,190.10545349121094,483.9938659667969,1.7696993381832726e-05
17,178.67950439453125,482.9207763671875,1.4841914889984764e-05,189.6067657470703,484.21343994140625,6.448247859225376e-06
18,497.7005920410156,245.376708984375,1.9001736291102134e-05,5.290685176849365,-0.16514968872070312,5.407954176916974e-06
19,180.0820770263672,482.5768127441406,0.0029252469539642334,188.53065490722656,484.27996826171875,0.001039743423461914
20,497.9689636230469,245.130126953125,6.972943538130494e-06,5.314898490905762,-0.17312383651733398,5.415721716417465e-06
21,111.32196044921875,213.37936401367188,3.0418219466810115e-05,119.75995635986328,210.35525512695312,9.944767043634783e-06
22,179.18748474121094,473.6698913574219,1.1768318472604733e-05,175.19215393066406,483.87506103515625,6.155760729598114e-06
23,179.8697509765625,483.1163635253906,6.264831608859822e-05,190.54119873046875,484.0267639160156,3.5908240533899516e-05
24,497.7471618652344,245.517822265625,1.6187010260182433e-05,5.33448600769043,-0.11601066589355469,4.907374659524066e-06
25,516.8468627929688,325.87786865234375,0.00010870518599404022,523.535888671875,333.1813049316406,1.544722545077093e-05
26,188.24856567382812,483.7601318359375,0.00010761951853055507,190.679443359375,484.16473388671875,7.562063547084108e-05
27,497.75140380859375,245.49606323242188,1.2219307791383471e-05,5.372328758239746,-0.13576316833496094,5.115311068948358e-06
28,189.05020141601562,472.6860046386719,2.2372036255546845e-05,190.01329040527344,484.21307373046875,8.925975635065697e-06
29,513.478271484375,325.14971923828125,3.30708826368209e-05,504.3255310058594,323.4119873046875,2.228632365586236e-05
30,497.3264465332031,245.31089782714844,1.267252355319215e-05,5.351473808288574,-0.15761566162109375,4.81437155031017e-06
31,189.12924194335938,472.6610107421875,3.7163768865866587e-05,190.05638122558594,484.4911193847656,1.7028334696078673e-05
32,498.4140625,245.6025390625,3.2908919820329174e-05,541.1822509765625,294.0766906738281,7.3033593253057916e-06
33,628.02587890625,309.4044494628906,2.0107036107219756e-05,646.1497802734375,306.4914245605469,7.220944098662585e-06
34,513.6198120117188,325.1607666015625,3.0101104130153544e-05,512.905517578125,319.87835693359375,2.2660329705104232e-05
35,515.6624145507812,326.6683044433594,2.1878749976167455e-05,535.1854248046875,293.4515075683594,5.87414251640439e-06
36,191.05320739746094,472.830322265625,1.8490536604076624e-05,192.19580078125,484.0098876953125,6.828202003816841e-06
37,497.8536376953125,245.73220825195312,1.6324440366588533e-05,5.353130340576172,-0.13892030715942383,5.07438062413712e-06
38,513.3092041015625,324.809814453125,7.760500739095733e-05,513.224853515625,318.76702880859375,1.684173366811592e-05
39,498.0998840332031,245.69705200195312,2.4653401851537637e-05,190.2727508544922,484.108642578125,1.0808416845975444e-05
40,512.5806884765625,321.9638366699219,8.990129572339356e-05,512.6259155273438,319.4773254394531,3.0715000320924446e-05
41,498.2396240234375,245.67640686035156,1.3100691830914002e-05,5.363580226898193,-0.17607736587524414,5.0489461500546895e-06
42,179.2965087890625,483.13934326171875,2.6449466531630605e-05,189.8234405517578,484.3406982421875,1.1287676898064092e-05
43,498.3399353027344,245.9048309326172,2.2823011022410356e-05,190.36465454101562,484.11419677734375,1.2818358300137334e-05
44,190.55978393554688,472.7547912597656,1.9383072867640294e-05,191.57720947265625,484.104736328125,8.20198874862399e-06
45,189.693359375,472.5220642089844,2.2524676751345396e-05,190.7781524658203,483.9427795410156,1.0009955076384358e-05
46,189.49017333984375,472.44110107421875,2.2333750166581012e-05,190.6466064453125,483.9534912109375,9.007451808429323e-06
47,189.58523559570312,472.84478759765625,4.5411234168568626e-05,190.30894470214844,484.0455322265625,2.934322037617676e-05
48,179.51536560058594,473.9732360839844,6.565503099409398e-06,5.311686038970947,-0.19737911224365234,4.763567631016485e-06
49,497.9296569824219,245.43934631347656,2.1797319277538918e-05,190.00389099121094,483.85589599609375,5.573021098825848e-06
50,497.73492431640625,245.8088836669922,1.4824952813796699e-05,5.358792304992676,-0.13303518295288086,5.166672963241581e-06
51,515.9089965820312,327.1504211425781,1.2097039871150628e-05,106.78785705566406,-1.3810672760009766,4.988040473108413e-06
52,180.14053344726562,483.3092346191406,0.00012196820171084255,190.42034912109375,484.03118896484375,5.68291507079266e-05
53,111.49490356445312,213.50604248046875,1.0114156793861184e-05,119.81890106201172,210.53829956054688,6.7409450821287464e-06
54,179.74136352539062,482.9922180175781,9.619348929845728e-06,5.326150894165039,-0.1828927993774414,5.080011760583147e-06
55,110.9473648071289,213.62745666503906,5.039203097112477e-05,513.4573364257812,319.0885314941406,1.6053263607318513e-05
56,179.38963317871094,482.72119140625,1.4500868019240443e-05,190.6299285888672,484.02178955078125,6.55367966828635e-06
57,517.2617797851562,326.0335388183594,5.152961239218712e-05,190.1993865966797,484.117919921875,1.3223011592344847e-05
58,498.0304260253906,245.75942993164062,1.3035114534432068e-05,5.304455280303955,-0.19757652282714844,4.8395240810350515e-06
59,163.2418670654297,481.31640625,6.028447842254536e-06,5.349337577819824,-0.15584087371826172,4.861682100454345e-06
60,178.83984375,482.7466735839844,4.81746974401176e-05,188.8176727294922,484.1772766113281,2.0737825252581388e-05
61,189.67266845703125,472.17742919921875,1.3242408385849558e-05,5.362023830413818,-0.15097856521606445,4.990105026081437e-06
62,189.73741149902344,472.6214294433594,1.7035286873579025e-05,190.58609008789062,484.0489807128906,7.782738975947723e-06
63,500.634033203125,239.6457977294922,9.8403306765249e-06,5.3458757400512695,-0.15011262893676758,4.994599748897599e-06
64,497.2868347167969,245.38966369628906,6.639196271862602e-06,5.365216255187988,-0.14428186416625977,5.073519332654541e-06
65,178.83404541015625,483.1554870605469,2.192240208387375e-05,189.80479431152344,484.15289306640625,8.768754923949018e-06
66,163.58370971679688,481.9409484863281,2.8662147087743506e-05,173.70005798339844,483.9408874511719,2.0569064872688614e-05
67,189.50692749023438,472.8495788574219,3.7623438402079046e-05,190.63453674316406,484.1844177246094,2.059534926956985e-05
68,515.9613037109375,326.7884216308594,1.2974714991287328e-05,5.366139888763428,-0.1354365348815918,5.031243745179381e-06
69,189.45729064941406,472.7220153808594,4.052968870382756e-05,190.5721893310547,483.8157958984375,2.2804582840763032e-05
70,180.11463928222656,482.42572021484375,0.0002644658088684082,189.52996826171875,483.6864318847656,6.936144200153649e-05
71,497.4462585449219,245.51271057128906,9.009298992168624e-06,5.318064212799072,-0.19012737274169922,4.7503294808848295e-06
72,189.80667114257812,472.5810546875,2.6618399715516716e-05,190.82801818847656,484.0740051269531,1.0263472177030053e-05
73,189.43878173828125,472.8536376953125,4.365365020930767e-05,190.5651397705078,483.76806640625,3.0968272767495364e-05
74,189.6715087890625,472.8727722167969,2.3551174308522604e-05,190.62635803222656,484.2940673828125,1.1071708286181092e-05
75,179.29400634765625,474.0135498046875,1.4510509572573937e-05,189.52120971679688,484.2357482910156,5.489597697305726e-06
76,179.2329559326172,473.7813415527344,1.230521229445003e-05,175.1009521484375,484.3187255859375,5.769983090431197e-06
77,498.05035400390625,245.41200256347656,1.0723240848165005e-05,5.325737953186035,-0.17897605895996094,4.887165687250672e-06
78,179.5398712158203,483.27435302734375,0.00010746403859229758,189.4864501953125,484.0224914550781,5.531178612727672e-05
79,498.48101806640625,245.6212615966797,2.2290894776233472e-05,174.63755798339844,483.8825378417969,4.819902642339002e-06
80,178.78622436523438,482.8296813964844,3.643741729320027e-05,189.4788818359375,484.0271911621094,1.3224071153672412e-05
