frame,blue_peak,blue_x,blue_y,blue_xa,blue_ya,blue_xc,blue_yc,red_x,red_y,red_xa,red_ya,red_xc,red_yc,red_peak,head_x,head_y,blue_zero_x,blue_zero_y,head_angle,frame_T,spike_1_Chan1,spike_1_Chan2,spike_1_Chan3,spike_1_Chan4,spike_1_Chan5,spike_1_Chan6,spike_1_Chan7,spike_1_Chan8,spike_1_Chan9,spike_1_Chan10,spike_1_Chan11,spike_1_Chan12,spike_1_Chan13,spike_1_Chan14,spike_1_Chan15,spike_1_Chan16,spike_1_Chan17,spike_1_Chan18,spike_1_Chan19,spike_1_Chan20,spike_1_Chan21,spike_1_Chan22,spike_1_Chan23,spike_1_Chan24,spike_1_Chan25,spike_1_Chan26,spike_1_Chan27,spike_1_Chan28,spike_1_Chan29,spike_1_Chan30,spike_1_Chan31,spike_1_Chan32,spike_2_Chan1,spike_2_Chan2,spike_2_Chan3,spike_2_Chan4,spike_2_Chan5,spike_2_Chan6,spike_2_Chan7,spike_2_Chan8,spike_2_Chan9,spike_2_Chan10,spike_2_Chan11,spike_2_Chan12,spike_2_Chan13,spike_2_Chan14,spike_2_Chan15,spike_2_Chan16,spike_2_Chan17,spike_2_Chan18,spike_2_Chan19,spike_2_Chan20,spike_2_Chan21,spike_2_Chan22,spike_2_Chan23,spike_2_Chan24,spike_2_Chan25,spike_2_Chan26,spike_2_Chan27,spike_2_Chan28,spike_2_Chan29,spike_2_Chan30,spike_2_Chan31,spike_2_Chan32
1525,29,304.83066603437,190.486624951564,0.256852778046935,0.147738926110641,2.27226844607118,3.22275394082648,NaN,197.989732491858,0.157162742785228,0.150217901833846,4.81389507689252,2.29283016463683,16,NaN,194.238178721711,NaN,-3.75155377014698,NaN,58.4133258293839,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,12,303.338930757925,190.458114798852,0.106275107393279,0.0466049187316477,1.92133575413852,3.37133964592188,NaN,293.853366936238,0.273850593845193,0.0790613208292719,6.66341196900518,23.4660944178088,15,NaN,242.155740867545,NaN,-51.697626068693,NaN,58.4533258293839,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,10,303.39445865749,190.553728875892,0.095459735202845,0.0497934283696641,2.08811710438881,3.12798020436505,NaN,198.416694644381,0.169901256678982,0.10389530285016,4.63362422205912,3.09937853044103,13,NaN,194.485211760137,NaN,-3.9314828842445,NaN,58.4933258293839,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,22,304.700683397477,190.421629651749,0.196355593102597,0.153692847470591,2.88224873609941,2.83868434806527,NaN,197.927428982279,1.2847697255104e+40,0.138134483471525,1998.34495295878,2.19268136735275,20,NaN,194.174529317014,NaN,-3.75289966526501,NaN,58.8933258293839,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,24,304.592150297654,190.460721264507,0.196322538175545,0.150125236741356,2.7957872893459,2.83657478455469,NaN,198.381148344607,0.0606614244412015,0.170877094407332,246.363391226706,1.83118826029157,19,NaN,194.420934804557,NaN,-3.96021354005001,NaN,58.9333258293839,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,20,305.043540286638,190.436789644252,0.177419314648469,0.142898781940137,3.13713375920902,2.94365404149375,NaN,197.566385018164,18301068425221.8,0.119932733199857,1488.05053588854,3.4426654943155,19,NaN,194.001587331208,NaN,-3.56479768695598,NaN,58.9733258293839,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,3,302.811988662948,191.042287238009,0.0209919506851142,0.00873382626707622,1.24703847465384,2.75055053052743,NaN,273.049701999851,24873.8048156476,0.0282160115330156,895.910493303498,77.5702070449557,17,NaN,232.04599461893,NaN,-41.003707380921,NaN,59.6933258293839,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,3,303.125562938122,191.32524522071,0.0185449670440071,0.00871468685010005,1.76340968104025,2.81527645467878,NaN,298.923281024808,0.21179291761015,0.0592803290844659,6.9619864194158,30.9554761910356,15,NaN,245.124263122759,NaN,-53.799017902049,NaN,59.7333258293839,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1559,3,302.624711182783,325.387458385635,0.0167225174137539,0.00132031587402096,1.24717495129266,15.788607045658,NaN,205.114156119184,2.75109131326783e+24,0.0314002222691406,1755.94878562167,20.1580076993428,17,NaN,265.25080725241,NaN,60.1366511332255,NaN,59.7733258293839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,6,302.497111773257,190.203812227664,0.0513779474337161,0.0290241293061411,1.47948711655253,2.21013750007716,NaN,198.552699357069,0.198968125320897,0.139113518864837,6.87584056191045,3.3096635056219,17,NaN,194.378255792367,NaN,-4.1744435647025,NaN,60.3733258293839,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,3,303.202680973558,196.86727174178,0.016222009340494,0.00194414448326066,1.79928361259337,17.5503051040786,NaN,279.704056967101,0.0493116243729447,0.0382182904383571,189.940230351748,64.6503436021764,15,NaN,238.28566435444,NaN,-41.4183926126605,NaN,60.4133258293839,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,3,302.981349379456,191.47123419291,0.0199888167192043,0.00775105382108151,1.08607451121821,2.6777792605016,NaN,298.524511471979,0.0557755202396562,0.0504965841689411,165.461521301352,36.0481379672895,13,NaN,244.997872832445,NaN,-53.5266386395345,NaN,60.4533258293839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,19,303.403914269429,190.675565147469,0.15081384916545,0.0976697692794464,2.52379449470738,2.92574194837846,311.228818166775,197.893199209397,0.130154363977783,0.178850874382763,3.40293768847964,2.4651333353405,22,307.316366218102,194.284382178433,-3.91245194867298,-3.60881703096402,2.31584622849667,60.8933258293839,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,26,304.062464975154,190.532527005668,0.212148607359999,0.105772888182084,1.96018143532035,2.98614046718089,NaN,198.118734849007,45.398953107744,0.197022988104586,573.156060416244,2.52521542962009,22,NaN,194.325630927337,NaN,-3.79310392166951,NaN,60.9333258293839,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,13,303.608952770756,190.784829497804,0.111279024277321,0.0544171053038763,2.33849857901496,3.5906868579592,311.338984674022,198.098394538816,0.115117477199947,0.138257317766962,3.6206611977228,2.24129956401678,22,307.473968722389,194.44161201831,-3.86501595163304,-3.656782520506,2.32851756433504,60.9733258293839,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1600,7,302.652549007677,190.52643885929,0.0420363055612183,0.0305983502462257,1.97462728412461,2.19501495657336,NaN,197.96587919496,0.235301592813449,0.180712613883418,7.08141951680581,2.36420790808927,22,NaN,194.246159027125,NaN,-3.71972016783499,NaN,61.4133258293839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,7,302.831612533584,190.619821511988,0.0485742198452579,0.0280854188535938,1.60221705634452,2.32933717398979,NaN,197.338771050499,0.24603133726182,0.210634317615692,6.36044847714456,1.8580381757433,25,NaN,193.979296281243,NaN,-3.35947476925548,NaN,61.4533258293839,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
