Chan,MeanRate
A06,"[19.90521327 18.2464455  19.66824645 18.00947867 18.95734597 17.06161137
 16.11374408 17.53554502 20.85308057 13.98104265 22.27488152 19.90521327
 10.90047393 16.11374408 13.507109   17.2985782  20.85308057 15.63981043
 19.1943128  17.06161137 18.2464455  19.1943128  18.95734597 16.82464455
 20.14218009 16.11374408 18.95734597 13.03317536 15.87677725 16.82464455
 13.98104265 17.77251185 23.45971564 13.98104265 14.21800948 16.82464455
 14.4549763  17.53554502 20.37914692 17.06161137 19.1943128  18.48341232
 18.2464455  18.2464455  14.4549763  15.87677725 19.66824645 14.92890995
 18.00947867 13.74407583]"
A26,"[4.73933649 6.63507109 4.02843602 3.79146919 4.02843602 3.08056872
 4.50236967 5.45023697 3.55450237 5.68720379 4.73933649 4.50236967
 3.55450237 3.08056872 2.36966825 3.55450237 5.21327014 6.16113744
 7.81990521 6.63507109 4.50236967 7.58293839 6.87203791 4.97630332
 4.50236967 4.73933649 6.63507109 2.8436019  5.92417062 5.21327014
 4.50236967 4.97630332 8.53080569 5.21327014 6.87203791 7.10900474
 5.21327014 4.26540284 4.50236967 4.50236967 7.34597156 3.79146919
 6.16113744 6.16113744 4.26540284 4.73933649 2.8436019  4.26540284
 3.79146919 3.55450237]"
A09,"[2.60663507 4.73933649 4.97630332 3.31753555 3.08056872 3.31753555
 4.26540284 2.13270142 3.31753555 4.97630332 2.36966825 1.8957346
 2.13270142 1.8957346  3.79146919 2.8436019  5.45023697 4.73933649
 6.63507109 4.73933649 4.50236967 4.26540284 3.31753555 5.21327014
 3.55450237 5.92417062 3.55450237 4.26540284 4.97630332 4.02843602
 4.73933649 2.8436019  4.97630332 4.73933649 5.92417062 2.60663507
 5.68720379 3.55450237 4.02843602 3.08056872 5.21327014 4.50236967
 4.50236967 3.55450237 2.60663507 3.08056872 3.55450237 2.60663507
 3.79146919 2.8436019 ]"
A01,"[1.18483412 2.13270142 2.8436019  1.42180095 0.47393365 0.47393365
 0.         2.36966825 2.13270142 1.65876777 1.42180095 0.9478673
 2.13270142 2.36966825 0.9478673  0.9478673  1.42180095 1.42180095
 1.65876777 0.71090047 1.8957346  2.13270142 1.42180095 2.8436019
 2.13270142 2.36966825 1.8957346  2.36966825 4.26540284 2.13270142
 2.13270142 2.60663507 2.60663507 2.36966825 1.42180095 1.65876777
 2.13270142 1.65876777 0.71090047 1.65876777 1.8957346  1.42180095
 2.13270142 1.65876777 1.18483412 1.42180095 0.71090047 0.
 1.18483412 0.        ]"
A18,"[0.         0.71090047 0.71090047 0.         0.23696682 0.23696682
 0.23696682 0.9478673  0.47393365 1.18483412 0.47393365 0.23696682
 0.71090047 0.9478673  0.23696682 0.47393365 0.71090047 0.23696682
 1.18483412 0.23696682 0.47393365 0.9478673  1.18483412 0.71090047
 0.47393365 1.18483412 1.65876777 0.23696682 2.13270142 0.47393365
 0.47393365 1.42180095 2.60663507 0.9478673  0.47393365 0.9478673
 1.18483412 0.23696682 0.         0.47393365 1.42180095 0.23696682
 0.71090047 0.71090047 1.18483412 0.9478673  0.47393365 0.
 0.71090047 0.        ]"
A05,"[13.03317536 15.16587678 17.53554502 12.79620853 10.66350711 11.61137441
 13.98104265 13.74407583 11.61137441 12.32227488 12.08530806  9.00473934
 13.27014218 13.03317536 15.63981043 14.21800948 14.21800948 11.13744076
 12.79620853 11.61137441 12.55924171 11.13744076 13.03317536 12.08530806
 10.42654028 12.08530806 13.74407583  9.95260664 13.74407583 15.16587678
 12.32227488 15.4028436  12.32227488 13.27014218 13.03317536 14.21800948
 12.55924171 11.61137441 13.27014218 12.55924171 12.79620853 11.84834123
 11.37440758 12.55924171 11.84834123 10.18957346 13.507109   12.55924171
 11.61137441  9.47867299]"
A28,"[1.65876777 2.8436019  2.36966825 1.8957346  2.13270142 0.47393365
 3.08056872 1.18483412 4.02843602 1.8957346  2.13270142 2.8436019
 4.26540284 2.13270142 2.60663507 1.8957346  4.50236967 3.31753555
 4.73933649 1.18483412 0.9478673  2.8436019  2.60663507 1.8957346
 2.13270142 2.8436019  1.42180095 1.42180095 4.50236967 2.36966825
 4.26540284 4.97630332 2.60663507 0.9478673  2.8436019  2.8436019
 3.55450237 3.08056872 1.8957346  1.18483412 3.08056872 0.9478673
 2.13270142 1.65876777 1.42180095 1.65876777 2.60663507 1.65876777
 2.13270142 0.9478673 ]"
A29,"[ 4.50236967  7.34597156  5.21327014  3.08056872  4.97630332  3.79146919
  5.45023697  4.73933649  8.76777251  5.45023697  6.87203791  7.58293839
  6.63507109 10.66350711  9.00473934  6.39810427  9.71563981  8.53080569
  6.39810427  6.16113744  5.21327014  8.05687204  5.68720379  3.31753555
  6.39810427  9.24170616  7.34597156  4.50236967  8.53080569  7.10900474
  9.71563981  7.81990521  7.34597156  5.45023697  8.29383886  7.10900474
  5.21327014  5.68720379  5.68720379  5.21327014  4.73933649  5.45023697
  5.21327014  4.26540284  3.31753555  4.26540284  4.02843602  3.55450237
  5.45023697  4.26540284]"
A27,"[1.42180095 1.42180095 1.65876777 1.65876777 0.71090047 0.
 2.13270142 2.36966825 1.18483412 1.18483412 0.47393365 1.18483412
 1.8957346  2.36966825 0.23696682 0.47393365 0.47393365 0.71090047
 2.13270142 0.9478673  1.18483412 2.13270142 1.8957346  0.
 1.18483412 2.36966825 2.36966825 0.47393365 1.8957346  3.55450237
 2.60663507 3.31753555 4.26540284 0.71090047 1.18483412 0.9478673
 1.65876777 1.18483412 0.23696682 1.65876777 1.18483412 0.47393365
 0.         0.9478673  0.23696682 0.71090047 0.47393365 0.47393365
 0.47393365 0.23696682]"
A22,"[2.36966825 2.60663507 3.08056872 3.79146919 0.71090047 0.9478673
 1.65876777 2.60663507 1.65876777 1.8957346  0.71090047 0.9478673
 1.42180095 2.13270142 2.13270142 1.42180095 2.8436019  1.8957346
 1.18483412 0.23696682 1.18483412 4.02843602 4.26540284 0.
 1.18483412 0.47393365 1.65876777 0.47393365 4.26540284 3.79146919
 2.13270142 4.73933649 6.39810427 3.79146919 0.47393365 1.18483412
 1.8957346  0.9478673  0.         2.13270142 0.47393365 1.18483412
 0.71090047 0.         0.         0.23696682 0.         0.71090047
 0.47393365 0.47393365]"
A14,"[1.18483412 0.9478673  1.42180095 0.23696682 0.47393365 0.47393365
 0.23696682 0.9478673  0.47393365 1.18483412 0.71090047 1.18483412
 2.13270142 1.18483412 1.42180095 0.47393365 3.08056872 2.60663507
 1.18483412 0.9478673  0.47393365 2.13270142 0.23696682 0.23696682
 2.13270142 1.8957346  2.8436019  0.23696682 2.8436019  2.60663507
 0.71090047 3.31753555 3.55450237 1.18483412 1.42180095 1.42180095
 2.36966825 1.42180095 0.23696682 1.18483412 1.42180095 1.18483412
 0.9478673  1.65876777 0.9478673  0.9478673  0.71090047 0.9478673
 0.71090047 0.        ]"
A03,"[3.31753555 4.02843602 4.50236967 1.8957346  1.18483412 0.47393365
 1.65876777 2.8436019  4.73933649 3.08056872 1.65876777 2.36966825
 4.02843602 4.50236967 2.36966825 2.13270142 4.26540284 2.36966825
 3.79146919 1.65876777 4.02843602 4.50236967 3.31753555 3.55450237
 3.55450237 3.55450237 3.79146919 4.26540284 4.97630332 5.21327014
 5.21327014 6.16113744 7.34597156 9.00473934 4.97630332 2.13270142
 3.79146919 2.8436019  1.8957346  3.31753555 2.36966825 3.08056872
 2.8436019  3.31753555 3.31753555 4.02843602 3.08056872 0.9478673
 1.42180095 1.18483412]"
A08,"[1.42180095 2.60663507 2.60663507 1.8957346  0.47393365 0.23696682
 2.13270142 1.18483412 0.9478673  2.13270142 1.65876777 1.42180095
 2.60663507 1.65876777 0.47393365 2.36966825 2.60663507 2.8436019
 1.65876777 1.65876777 1.8957346  3.31753555 3.55450237 1.65876777
 1.42180095 1.18483412 3.55450237 0.47393365 3.31753555 1.42180095
 3.31753555 3.31753555 4.26540284 1.42180095 1.8957346  3.31753555
 1.65876777 1.8957346  1.8957346  0.71090047 2.36966825 0.71090047
 3.08056872 1.65876777 0.71090047 0.9478673  1.8957346  0.9478673
 0.9478673  0.23696682]"
A15,"[3.31753555 6.63507109 3.79146919 4.97630332 2.13270142 3.55450237
 3.31753555 4.26540284 4.50236967 3.55450237 3.55450237 3.31753555
 7.81990521 7.10900474 5.21327014 3.55450237 4.73933649 4.97630332
 4.97630332 3.55450237 4.73933649 4.73933649 4.97630332 4.02843602
 5.21327014 5.68720379 8.53080569 4.02843602 6.63507109 6.39810427
 5.92417062 9.24170616 5.92417062 5.92417062 7.34597156 5.68720379
 7.58293839 4.73933649 2.13270142 3.55450237 5.92417062 4.50236967
 4.26540284 5.21327014 1.65876777 3.55450237 3.08056872 1.65876777
 2.60663507 2.60663507]"
A21,"[4.26540284 4.97630332 4.02843602 4.97630332 2.36966825 3.79146919
 2.8436019  4.73933649 4.97630332 6.87203791 4.97630332 6.87203791
 4.97630332 6.87203791 5.68720379 6.87203791 6.63507109 5.92417062
 6.63507109 4.26540284 6.63507109 4.97630332 4.97630332 4.73933649
 5.21327014 5.68720379 7.10900474 3.79146919 4.97630332 5.45023697
 6.63507109 6.16113744 7.10900474 4.26540284 8.29383886 6.39810427
 4.73933649 5.92417062 3.31753555 4.02843602 6.39810427 3.08056872
 6.39810427 4.97630332 4.50236967 6.87203791 2.8436019  2.60663507
 3.79146919 4.97630332]"
A25,"[2.13270142 2.60663507 1.8957346  2.60663507 1.42180095 0.47393365
 2.13270142 2.8436019  2.13270142 2.36966825 2.13270142 1.8957346
 3.79146919 4.50236967 1.18483412 2.8436019  3.55450237 3.08056872
 4.26540284 2.13270142 1.8957346  3.31753555 4.26540284 1.18483412
 3.55450237 2.36966825 2.60663507 1.42180095 3.79146919 3.79146919
 3.08056872 3.08056872 4.26540284 3.31753555 1.42180095 1.42180095
 2.36966825 2.60663507 0.47393365 1.8957346  2.60663507 0.47393365
 0.9478673  1.18483412 0.71090047 1.18483412 1.42180095 0.23696682
 1.18483412 0.47393365]"
A17,"[ 0.          1.18483412  0.71090047  0.71090047  0.47393365  0.47393365
  0.23696682  0.9478673   0.9478673   0.71090047  0.47393365  0.23696682
  0.9478673   5.21327014 10.42654028  9.24170616  5.68720379  4.50236967
  2.36966825  0.71090047  1.18483412  1.8957346   1.42180095  0.47393365
  0.47393365  1.18483412  1.18483412  0.9478673   1.18483412  0.71090047
  0.71090047  1.18483412  2.13270142  0.71090047  0.23696682  1.18483412
  0.9478673   0.71090047  0.23696682  0.47393365  2.13270142  0.
  0.71090047  0.71090047  0.9478673   0.71090047  2.13270142  0.23696682
  1.8957346   0.47393365]"
A12,"[3.31753555 5.68720379 3.55450237 2.8436019  3.08056872 4.97630332
 2.8436019  6.87203791 5.45023697 3.79146919 4.73933649 4.26540284
 4.26540284 4.26540284 4.97630332 4.97630332 5.21327014 3.31753555
 4.97630332 6.87203791 5.45023697 4.73933649 3.55450237 4.02843602
 5.68720379 4.26540284 5.92417062 4.97630332 5.68720379 4.97630332
 5.45023697 3.08056872 6.63507109 4.26540284 6.16113744 3.79146919
 5.45023697 5.68720379 5.45023697 5.21327014 5.92417062 3.08056872
 4.73933649 6.16113744 4.50236967 2.36966825 5.21327014 4.97630332
 5.68720379 3.08056872]"
A11,"[13.27014218 12.55924171 13.98104265 14.69194313 12.79620853 11.37440758
 10.90047393 12.32227488 13.507109   11.61137441 13.27014218 13.74407583
 30.09478673 26.77725118 19.43127962 19.1943128  18.72037915 18.72037915
 20.14218009 19.66824645 17.2985782  18.48341232 16.3507109  15.87677725
 15.87677725 16.82464455 14.69194313 18.2464455  18.2464455  13.98104265
 15.87677725 18.95734597 14.92890995 16.3507109  11.84834123 17.2985782
 14.69194313 12.55924171 12.32227488 14.21800948 14.69194313 14.4549763
 12.79620853 12.55924171 14.92890995 13.03317536 12.79620853 16.11374408
 13.507109   10.42654028]"
A31,"[31.04265403 29.62085308 28.19905213 25.35545024 24.40758294 29.62085308
 26.77725118 25.82938389 25.11848341 23.45971564 25.82938389 25.59241706
 44.31279621 58.29383886 41.46919431 32.22748815 30.33175355 30.09478673
 26.54028436 17.53554502 26.77725118 27.25118483 29.38388626 28.19905213
 24.64454976 23.69668246 23.45971564 24.88151659 27.48815166 25.35545024
 24.88151659 28.43601896 21.32701422 25.82938389 26.54028436 26.54028436
 26.06635071 28.67298578 24.17061611 25.35545024 23.45971564 24.64454976
 23.93364929 28.43601896 21.80094787 23.22274882 25.59241706 27.25118483
 27.72511848 21.32701422]"
A19,"[4.02843602 2.36966825 1.65876777 1.65876777 1.18483412 0.
 1.65876777 2.13270142 1.42180095 2.36966825 1.42180095 1.8957346
 1.65876777 1.18483412 0.9478673  0.71090047 1.65876777 0.9478673
 1.42180095 0.9478673  0.71090047 2.13270142 1.8957346  0.23696682
 1.65876777 1.42180095 2.36966825 0.23696682 4.26540284 3.31753555
 1.65876777 4.02843602 4.97630332 1.8957346  1.8957346  0.71090047
 2.13270142 2.8436019  0.23696682 0.71090047 1.42180095 0.47393365
 0.71090047 1.18483412 0.         0.47393365 0.47393365 0.
 0.71090047 0.        ]"
A23,"[1.42180095 3.08056872 1.65876777 1.18483412 1.18483412 1.18483412
 1.8957346  2.13270142 3.79146919 0.9478673  2.13270142 2.60663507
 2.8436019  2.8436019  2.36966825 0.47393365 3.08056872 2.13270142
 2.36966825 1.65876777 2.36966825 3.08056872 2.13270142 1.65876777
 4.02843602 2.60663507 4.26540284 0.9478673  5.21327014 2.13270142
 4.26540284 5.45023697 2.8436019  1.8957346  3.79146919 1.8957346
 1.8957346  2.13270142 1.42180095 1.18483412 3.31753555 1.65876777
 2.13270142 2.60663507 1.42180095 2.13270142 1.65876777 0.23696682
 3.55450237 0.71090047]"
B32,"[0.71090047 1.42180095 0.47393365 0.9478673  0.71090047 0.71090047
 2.60663507 2.13270142 0.71090047 2.36966825 0.23696682 0.
 0.23696682 0.23696682 0.71090047 0.23696682 1.18483412 0.71090047
 1.42180095 0.71090047 0.9478673  1.8957346  0.9478673  1.8957346
 0.71090047 1.8957346  1.42180095 0.47393365 1.65876777 1.42180095
 0.9478673  0.47393365 0.71090047 0.23696682 1.65876777 1.18483412
 2.36966825 1.8957346  1.65876777 2.60663507 2.36966825 1.65876777
 0.47393365 1.18483412 0.47393365 0.71090047 1.18483412 0.9478673
 0.47393365 2.13270142]"
B17,"[0.23696682 0.9478673  0.         0.         0.47393365 0.
 0.23696682 1.65876777 0.71090047 1.42180095 0.         0.
 0.23696682 0.         0.         0.         0.         0.
 0.47393365 0.23696682 1.18483412 0.47393365 0.71090047 1.8957346
 0.         2.36966825 0.47393365 1.65876777 0.23696682 1.65876777
 0.71090047 0.71090047 0.         0.         0.         0.47393365
 0.23696682 1.42180095 0.23696682 2.8436019  4.02843602 2.36966825
 0.47393365 0.9478673  0.47393365 0.23696682 0.         0.23696682
 0.         0.47393365]"
B19,"[0.71090047 0.71090047 0.23696682 0.23696682 0.         0.
 0.9478673  1.42180095 0.71090047 0.9478673  1.65876777 0.
 0.         0.23696682 0.23696682 0.         0.         0.23696682
 0.47393365 0.23696682 0.47393365 0.         1.18483412 2.13270142
 0.         1.65876777 0.47393365 0.71090047 0.71090047 0.71090047
 0.47393365 1.42180095 0.47393365 0.         0.9478673  1.42180095
 1.18483412 2.36966825 1.18483412 3.55450237 3.08056872 1.65876777
 0.23696682 1.18483412 0.47393365 0.47393365 0.         0.
 0.23696682 0.71090047]"
B26,"[ 9.47867299 13.74407583 10.42654028 10.66350711 10.66350711 12.08530806
 12.32227488 12.79620853 12.32227488 14.4549763   7.34597156  8.76777251
  9.47867299 11.37440758 10.18957346  8.53080569  5.45023697  7.81990521
  5.92417062  4.73933649  6.87203791  6.87203791  7.81990521 12.55924171
  6.16113744  5.92417062  4.26540284  8.05687204  4.97630332  4.26540284
  7.81990521  9.24170616  4.73933649  5.45023697  4.73933649  4.26540284
  6.87203791 10.42654028 11.84834123  9.00473934 12.79620853 15.87677725
 12.79620853 12.55924171  9.47867299  9.71563981 11.61137441 10.18957346
  7.58293839  8.05687204]"
B16,"[0.         0.47393365 0.         0.         0.71090047 0.
 0.71090047 0.         0.23696682 0.23696682 0.         0.
 0.         0.         0.         0.47393365 0.         0.
 0.         0.47393365 0.         0.         0.23696682 0.
 0.         0.         0.         0.23696682 0.         0.
 0.23696682 0.9478673  0.         0.         0.         0.
 0.         0.71090047 0.23696682 0.9478673  0.47393365 0.
 0.23696682 0.         0.         0.         0.         0.
 0.         0.23696682]"
B23,"[ 5.21327014  7.58293839 12.79620853  7.34597156  8.53080569  9.24170616
  7.58293839 10.66350711  8.05687204  5.45023697  4.50236967  4.73933649
 10.66350711  7.10900474  6.87203791  3.79146919  4.26540284  3.31753555
  2.36966825  4.02843602  6.63507109  4.26540284  4.73933649  7.10900474
  4.73933649  7.58293839  5.21327014  5.68720379  4.97630332  7.10900474
  6.16113744  5.68720379  3.08056872  5.68720379  3.55450237  2.8436019
  3.31753555  6.63507109  8.53080569  6.39810427  9.71563981 13.98104265
  8.29383886 12.55924171 10.18957346  8.76777251  6.87203791  6.87203791
  4.97630332 10.18957346]"
B20,"[0.47393365 0.23696682 0.47393365 0.         0.23696682 0.23696682
 0.23696682 0.9478673  0.71090047 0.71090047 0.23696682 0.
 0.         0.23696682 0.23696682 0.         0.         0.
 0.71090047 0.         0.         0.         0.71090047 0.71090047
 0.23696682 0.         0.71090047 0.23696682 0.         0.47393365
 0.71090047 1.18483412 0.71090047 1.65876777 1.18483412 1.42180095
 0.9478673  2.36966825 0.9478673  1.18483412 1.65876777 0.23696682
 0.9478673  0.71090047 0.         0.23696682 0.71090047 0.71090047
 0.         0.71090047]"
B25,"[3.08056872 3.31753555 3.31753555 0.9478673  0.47393365 0.23696682
 0.9478673  3.79146919 2.8436019  0.9478673  0.23696682 0.
 1.18483412 0.         0.9478673  0.47393365 0.47393365 0.
 1.18483412 0.9478673  1.42180095 0.47393365 3.08056872 4.73933649
 1.42180095 4.26540284 3.55450237 1.8957346  1.42180095 2.60663507
 1.18483412 2.36966825 2.13270142 1.42180095 1.18483412 1.65876777
 1.65876777 3.31753555 1.8957346  2.13270142 8.05687204 6.87203791
 0.71090047 3.55450237 3.08056872 1.18483412 0.9478673  1.65876777
 0.47393365 1.65876777]"
B03,"[0.         0.71090047 0.         0.         0.23696682 0.
 0.23696682 0.23696682 0.23696682 0.23696682 0.         0.
 0.         0.         0.         0.23696682 0.         0.
 0.47393365 0.         0.         0.23696682 0.47393365 0.23696682
 0.         0.47393365 0.47393365 0.47393365 0.         1.18483412
 0.47393365 1.18483412 0.47393365 0.47393365 0.23696682 0.47393365
 0.23696682 1.18483412 1.18483412 2.13270142 1.65876777 0.23696682
 0.23696682 0.         0.         0.47393365 0.         0.71090047
 0.         0.47393365]"
B22,"[0.71090047 0.47393365 0.23696682 0.9478673  0.47393365 0.47393365
 1.65876777 1.65876777 0.71090047 0.71090047 0.23696682 0.23696682
 0.23696682 0.47393365 1.18483412 0.47393365 0.71090047 0.9478673
 0.71090047 0.71090047 0.47393365 0.71090047 1.8957346  0.9478673
 0.23696682 1.65876777 1.42180095 1.18483412 0.47393365 0.9478673
 1.8957346  2.60663507 0.71090047 0.9478673  0.23696682 0.9478673
 1.65876777 1.42180095 1.42180095 3.31753555 1.65876777 0.71090047
 1.65876777 1.18483412 0.23696682 0.47393365 0.47393365 0.47393365
 0.47393365 1.65876777]"
B08,"[0.71090047 2.8436019  0.9478673  1.42180095 1.42180095 0.71090047
 1.65876777 1.18483412 1.8957346  0.9478673  0.71090047 0.23696682
 0.23696682 0.71090047 0.9478673  0.47393365 1.42180095 0.9478673
 2.13270142 2.13270142 1.18483412 0.9478673  1.42180095 0.71090047
 0.71090047 0.71090047 0.9478673  1.65876777 0.71090047 2.13270142
 1.42180095 2.36966825 1.18483412 1.65876777 1.42180095 2.13270142
 2.13270142 2.13270142 1.65876777 2.60663507 2.13270142 3.55450237
 1.8957346  1.65876777 0.71090047 0.9478673  0.71090047 0.71090047
 0.23696682 2.13270142]"
B14,"[0.         0.23696682 0.         0.         0.71090047 0.
 0.47393365 0.47393365 0.47393365 0.23696682 0.         0.
 0.         0.         0.         0.23696682 0.         0.
 0.         0.         0.23696682 0.23696682 1.42180095 0.23696682
 0.         0.         0.23696682 1.18483412 0.         0.47393365
 0.71090047 1.8957346  0.47393365 0.47393365 0.         0.47393365
 0.23696682 0.47393365 0.71090047 1.42180095 0.71090047 0.
 0.23696682 0.         0.         0.23696682 0.         0.71090047
 0.         0.23696682]"
B11,"[111.37440758 117.06161137 113.74407583 106.87203791 113.98104265
 114.21800948 112.08530806 115.87677725 114.69194313 108.29383886
 114.69194313 108.05687204 107.10900474 107.81990521 109.47867299
 122.51184834 112.55924171 110.18957346 113.27014218 123.93364929
 114.21800948 122.03791469 117.53554502 111.13744076 106.87203791
 113.98104265 110.90047393 105.68720379 112.55924171 107.34597156
 109.71563981 114.69194313 114.69194313 111.61137441 123.93364929
 121.56398104 104.02843602 115.4028436  107.34597156 107.34597156
 109.71563981 101.8957346  102.8436019  108.29383886 111.37440758
 109.71563981 111.61137441 122.27488152 115.87677725 115.87677725]"
