scorer,DLC_resnet50_RV2_LowEOct20shuffle1_500000,DLC_resnet50_RV2_LowEOct20shuffle1_500000,DLC_resnet50_RV2_LowEOct20shuffle1_500000,DLC_resnet50_RV2_LowEOct20shuffle1_500000,DLC_resnet50_RV2_LowEOct20shuffle1_500000,DLC_resnet50_RV2_LowEOct20shuffle1_500000
bodyparts,red_LED,red_LED,red_LED,blue_LED,blue_LED,blue_LED
coords,x,y,likelihood,x,y,likelihood
157,178.8980712890625,483.0975341796875,1.896471258078236e-05,189.3614044189453,484.378662109375,1.1602553058764897e-05
158,179.67579650878906,482.817138671875,2.1727915736846626e-05,189.80540466308594,484.0143127441406,1.2924969269079156e-05
159,179.5681915283203,482.1029357910156,0.0002206563949584961,188.3553924560547,483.8238525390625,6.157824827823788e-05
160,178.750244140625,473.68975830078125,1.5516752682742663e-05,174.1981201171875,483.76416015625,9.672953638073523e-06
161,179.5898895263672,473.73345947265625,8.893390258890577e-06,650.3186645507812,291.1927795410156,5.295147275319323e-06
162,187.90365600585938,483.86700439453125,0.00010817032307386398,190.6479949951172,484.1279296875,8.750356209930032e-05
163,180.09608459472656,474.1020202636719,1.2740905731334351e-05,190.13368225097656,483.81396484375,6.45286172584747e-06
164,180.1416778564453,483.3562927246094,8.085458830464631e-05,190.49620056152344,484.2073059082031,4.448697291081771e-05
165,179.01719665527344,482.5657043457031,0.0001093630853574723,188.4330596923828,483.9916687011719,3.751069016288966e-05
166,180.10923767089844,482.75689697265625,7.16941167411278e-06,5.271391868591309,-0.20859861373901367,5.5259297369048e-06
167,179.87130737304688,483.3024597167969,4.795755376107991e-05,190.42520141601562,483.8690185546875,1.8719598301686347e-05
168,178.9888458251953,473.70904541015625,9.487843271926977e-06,5.313455581665039,-0.17674779891967773,5.112901817483362e-06
169,189.10418701171875,472.76031494140625,9.587587555870414e-06,190.29434204101562,483.9873046875,5.931731720920652e-06
170,179.45953369140625,483.23681640625,4.4580876419786364e-05,189.95455932617188,483.9126892089844,2.2320080461213365e-05
171,179.54335021972656,473.9941711425781,7.2534730861661956e-06,5.26527214050293,-0.21771526336669922,5.489817340276204e-06
172,189.33702087402344,472.3820495605469,1.2494951079133898e-05,190.25186157226562,484.0005187988281,5.389655598264653e-06
173,189.09776306152344,472.81103515625,4.809367601410486e-05,190.17945861816406,483.994384765625,2.5153267415589653e-05
174,189.3678436279297,472.2101135253906,1.662014255998656e-05,190.33444213867188,483.9122009277344,6.27918416284956e-06
175,612.03173828125,322.47198486328125,2.2791082301409915e-05,607.9612426757812,309.8360900878906,7.752929377602413e-06
176,179.21534729003906,483.1508483886719,6.714674236718565e-05,189.3141326904297,484.051025390625,3.23925050906837e-05
177,612.5936889648438,322.1228332519531,3.9520768041256815e-05,190.24337768554688,484.0237731933594,1.4565413039235864e-05
178,179.85740661621094,482.78155517578125,1.963792419701349e-05,190.2421112060547,483.8312072753906,7.418342192977434e-06
179,187.564208984375,483.1760559082031,0.00051155686378479,189.72128295898438,484.1708679199219,0.0002855956554412842
180,613.0813598632812,322.5974426269531,1.5119208001124207e-05,608.3739624023438,309.2088623046875,8.984374289866537e-06
181,179.32484436035156,482.3865661621094,0.0003934800624847412,188.6741943359375,483.89691162109375,0.00010119149374077097
182,179.64559936523438,482.2205810546875,2.076668170047924e-05,189.692626953125,484.160400390625,1.452993819839321e-05
183,179.67938232421875,474.12945556640625,1.129837164626224e-05,189.84014892578125,483.9951171875,5.137879270478152e-06
184,541.5966186523438,254.13333129882812,1.7794287487049587e-05,555.5040283203125,258.4144287109375,5.091579623694997e-06
185,179.1718292236328,482.9255676269531,2.3402577426168136e-05,189.62100219726562,484.2209777832031,1.0562552233750466e-05
186,541.9488525390625,254.9560546875,7.94977240730077e-05,190.45359802246094,483.906494140625,1.564885133120697e-05
187,542.4154663085938,254.64788818359375,5.3429746913025156e-05,555.4927368164062,258.25189208984375,8.346658432856202e-06
188,189.17965698242188,472.90081787109375,2.3200247596832924e-05,190.41603088378906,484.103271484375,1.377239459543489e-05
189,541.6259765625,255.21725463867188,2.5919069230440073e-05,5.35838508605957,-0.17226886749267578,4.877671926806215e-06
190,173.52911376953125,482.2331237792969,2.0287787265260704e-05,175.40628051757812,483.79052734375,1.0880396985157859e-05
191,179.4969482421875,483.3387145996094,0.0002713799476623535,189.40557861328125,483.9071350097656,0.00011826660193037242
192,180.81797790527344,482.5178527832031,0.0018151402473449707,189.1819610595703,484.1232604980469,0.0012559890747070312
193,541.6761474609375,256.2152404785156,0.0002523958683013916,547.7711791992188,269.97100830078125,2.3302492991206236e-05
194,541.8670654296875,255.009521484375,4.119373988942243e-05,191.07598876953125,483.9427185058594,1.5230975805025082e-05
195,180.67848205566406,482.7991638183594,0.001825779676437378,188.67262268066406,484.3468017578125,0.0010064244270324707
196,189.18576049804688,472.70037841796875,3.0659688491141424e-05,190.38388061523438,483.90936279296875,1.6977841369225644e-05
197,189.58865356445312,472.5169677734375,1.1882469152624253e-05,106.09624481201172,-1.425710678100586,5.513207270269049e-06
198,180.3542938232422,482.853515625,6.264506282604998e-06,611.1536865234375,317.51708984375,6.347423550323583e-06
199,179.50440979003906,473.8887023925781,1.625992990739178e-05,5.28603458404541,-0.18564844131469727,5.610574135062052e-06
200,244.08116149902344,-3.791250228881836,5.782631433248753e-06,5.362308979034424,-0.13702058792114258,5.114920895721298e-06
201,189.0933074951172,472.5985412597656,1.570919994264841e-05,190.0079803466797,484.0651550292969,7.878347787482198e-06
202,163.45993041992188,481.59490966796875,3.37709097948391e-05,173.0918426513672,483.76300048828125,1.54166882566642e-05
203,541.954833984375,254.85997009277344,2.0231891539879143e-05,190.0086212158203,484.0277404785156,1.021588559524389e-05
204,179.49159240722656,482.9327392578125,3.286106220912188e-05,190.19921875,483.9590759277344,2.557233710831497e-05
205,179.07810974121094,483.0131530761719,2.1033325538155623e-05,189.74960327148438,484.067626953125,1.2376238373690285e-05
206,189.39215087890625,472.50830078125,3.543578350218013e-05,190.5308380126953,483.83428955078125,1.593321212567389e-05
207,179.59825134277344,474.1370544433594,1.3851466064807028e-05,189.96656799316406,484.1702880859375,5.394808340497548e-06
208,124.91543579101562,-2.1105494499206543,5.708066055376548e-06,5.362469673156738,-0.14740514755249023,4.762495336763095e-06
209,542.0048217773438,255.65013122558594,7.485647074645385e-05,548.30322265625,267.759033203125,1.50973510244512e-05
210,179.16458129882812,483.0073547363281,1.283815254282672e-05,546.1932983398438,270.0606689453125,9.737595064507332e-06
211,189.46363830566406,472.4815979003906,1.330998020421248e-05,190.29428100585938,483.96337890625,6.3037964537215885e-06
212,641.87353515625,241.62478637695312,1.1848193935293239e-05,650.9951171875,245.08892822265625,8.942163731262553e-06
213,179.60716247558594,482.8475341796875,5.709680408472195e-05,190.24386596679688,483.7675476074219,2.3808799596736208e-05
214,541.9837036132812,255.91835021972656,0.00017377734184265137,548.3944702148438,267.1603088378906,1.9643037376226857e-05
215,542.3350219726562,255.48150634765625,0.00028508901596069336,554.7415161132812,258.52001953125,1.2146100743848365e-05
216,179.62005615234375,483.7422180175781,8.802701631793752e-05,190.75506591796875,484.3277282714844,4.645737135433592e-05
217,540.6763305664062,255.95167541503906,0.00011285713117104024,645.6419067382812,262.3086853027344,0.0001519620418548584
218,180.4068603515625,482.4462585449219,0.0002213120460510254,189.21682739257812,483.88623046875,0.00011103085853392258
219,180.39483642578125,481.95941162109375,2.3750833861413412e-05,190.0830078125,483.59466552734375,9.789859177544713e-06
220,189.70901489257812,472.368896484375,6.273216513363877e-06,5.330440521240234,-0.1881394386291504,4.712521786132129e-06
221,181.10537719726562,482.1041564941406,0.00015220046043395996,190.61053466796875,483.5741271972656,7.241008279379457e-05
222,189.62530517578125,472.3041687011719,1.826452171371784e-05,589.9683227539062,254.93081665039062,9.839044651016593e-06
223,179.34957885742188,483.0246276855469,0.0014147162437438965,187.9627685546875,484.2004089355469,0.00036713480949401855
224,180.04444885253906,482.5933532714844,0.0001766979694366455,188.92739868164062,483.9741516113281,5.4162974265636876e-05
225,577.5486450195312,252.7654266357422,9.589726687408984e-06,590.224365234375,256.24615478515625,1.4951218872738536e-05
226,621.0054931640625,322.37872314453125,7.4051667979802005e-06,5.298069000244141,-0.19822168350219727,4.798548161488725e-06
227,190.13467407226562,472.9511413574219,5.234889613348059e-06,611.0708618164062,267.77252197265625,8.984759915620089e-06
228,188.8976593017578,472.70538330078125,1.271564542548731e-05,189.8237762451172,484.1212158203125,9.676745321485214e-06
229,619.8833618164062,317.21759033203125,9.56486564973602e-06,609.3375854492188,267.9223937988281,8.021859684959054e-06
230,179.88775634765625,483.0061340332031,2.440522803226486e-05,606.8291625976562,260.0689697265625,1.8974518752656877e-05
231,179.7579345703125,473.8312072753906,1.0609273886075243e-05,610.6328125,267.47686767578125,6.7409450821287464e-06
232,180.0714874267578,482.0697326660156,0.0014969110488891602,188.60646057128906,483.80145263671875,0.00044664740562438965
233,179.40892028808594,483.3246765136719,2.1470968931680545e-05,652.2163696289062,245.16632080078125,9.030098226503469e-06
234,188.86431884765625,472.7485656738281,1.681150206422899e-05,190.087890625,484.3110046386719,1.1776053725043312e-05
