Global_Idx,Block,Local_Idx,Speaker,Pulse_Samp,Pulse_Time,EstimatedTimeOut,MCS_Time,est_frame_time,closest_frame
1,0,1,29,56845,1.289002,3.100002,58.67445,25.70845,643
2,0,2,7,94355,2.139569,3.950569,59.52505,26.55905,664
3,0,3,29,124352,2.819773,4.630773,60.20525,27.23925,681
4,0,4,10,149746,3.395601,5.206601,60.78105,27.81505,695
5,0,5,40,172959,3.921973,5.732973,61.30745,28.34145,709
6,0,6,43,191811,4.349456,6.160456,61.7349,28.7689,719
7,0,7,7,223262,5.06263,6.87363,62.4481,29.4821,737
8,0,8,43,241629,5.479116,7.290116,62.86455,29.89855,747
9,0,9,39,275019,6.236259,8.047259,63.62175,30.65575,766
10,0,10,44,303321,6.878027,8.689027,64.2635,31.2975,782
11,0,11,30,330168,7.486803,9.297803,64.87225,31.90625,798
12,0,12,7,359924,8.161542,9.972542,65.547,32.581,815
13,0,13,10,396948,9.001088,10.812088,66.38655,33.42055,836
14,0,14,21,433731,9.83517,11.64617,67.22065,34.25465,856
15,0,15,40,471482,10.691202,12.502202,68.07665,35.11065,878
16,0,16,7,500511,11.349456,13.160456,68.73495,35.76895,894
17,0,17,9,536566,12.167029,13.978029,69.5525,36.5865,915
18,0,18,30,555175,12.589002,14.400002,69.97445,37.00845,925
19,0,19,22,582750,13.214286,15.025286,70.59975,37.63375,941
20,0,20,43,617109,13.993401,15.804401,71.37885,38.41285,960
21,0,21,29,643472,14.591202,16.402202,71.97665,39.01065,975
22,0,22,40,669351,15.178027,16.989027,72.5635,39.5975,990
23,0,23,44,693291,15.720884,17.531884,73.10635,40.14035,1004
24,0,24,30,721835,16.368141,18.179141,73.7536,40.7876,1020
25,0,25,8,752075,17.053855,18.864855,74.43935,41.47335,1037
26,0,26,40,779892,17.684626,19.495626,75.0701,42.1041,1053
27,0,27,43,816189,18.507687,20.318687,75.89315,42.92715,1073
28,0,28,10,841341,19.078027,20.889027,76.4635,43.4975,1087
29,0,29,39,875458,19.851655,21.662655,77.23715,44.27115,1107
30,0,30,21,913694,20.718685,22.529685,78.10415,45.13815,1128
31,0,31,39,944903,21.426372,23.237372,78.81185,45.84585,1146
32,0,32,10,965693,21.8978,23.7088,79.28325,46.31725,1158
33,0,33,30,998841,22.649456,24.460456,80.03495,47.06895,1177
34,0,34,7,1018419,23.093401,24.904401,80.47885,47.51285,1188
35,0,35,39,1040663,23.5978,25.4088,80.98325,48.01725,1200
36,0,36,22,1075265,24.382426,26.193426,81.7679,48.8019,1220
37,0,37,8,1113985,25.260431,27.071431,82.6459,49.6799,1242
38,0,38,21,1132110,25.671429,27.482429,83.0569,50.0909,1252
39,0,39,44,1171800,26.571429,28.382429,83.9569,50.9909,1275
40,0,40,9,1202767,27.273628,29.084628,84.6591,51.6931,1292
41,0,41,43,1238095,28.074717,29.885717,85.4602,52.4942,1312
42,0,42,40,1271001,28.820884,30.631884,86.20635,53.24035,1331
43,0,43,29,1293972,29.341769,31.152769,86.72725,53.76125,1344
44,0,44,8,1326392,30.076916,31.887916,87.4624,54.4964,1362
45,0,45,7,1360025,30.839569,32.650569,88.22505,55.25905,1381
46,0,46,9,1382753,31.354943,33.165943,88.74045,55.77445,1394
47,0,47,44,1400393,31.754943,33.565943,89.14045,56.17445,1404
48,0,48,21,1438872,32.627483,34.438483,90.01295,57.04695,1426
49,0,49,39,1460388,33.115374,34.926374,90.50085,57.53485,1438
50,0,50,29,1483844,33.647256,35.458256,91.03275,58.06675,1452
51,0,51,44,1510934,34.261542,36.072542,91.64705,58.68105,1467
52,0,52,9,1544808,35.02966,36.84066,92.41515,59.44915,1486
53,0,53,44,1570445,35.610998,37.421998,92.9965,60.0305,1501
54,0,54,30,1592446,36.109887,37.920887,93.49535,60.52935,1513
55,0,55,40,1628259,36.921973,38.732973,94.30745,61.34145,1534
56,0,56,9,1653168,37.486803,39.297803,94.8723,61.9063,1548
57,0,57,10,1685347,38.216485,40.027485,95.60195,62.63595,1566
58,0,58,8,1705168,38.665941,40.476941,96.05145,63.08545,1577
59,0,59,44,1731288,39.258231,41.069231,96.64375,63.67775,1592
60,0,60,22,1751352,39.713197,41.524197,97.0987,64.1327,1603
61,0,61,22,1786922,40.519773,42.330773,97.90525,64.93925,1623
62,0,62,9,1824916,41.381315,43.192315,98.7668,65.8008,1645
63,0,63,29,1849098,41.92966,43.74066,99.31515,66.34915,1659
64,0,64,22,1879823,42.626372,44.437372,100.01185,67.04585,1676
65,0,65,10,1919028,43.515374,45.326374,100.90085,67.93485,1698
66,0,66,22,1943695,44.074717,45.885717,101.4602,68.4942,1712
67,0,67,9,1978539,44.86483,46.67583,102.25035,69.28435,1732
68,0,68,21,1997875,45.303288,47.114288,102.6888,69.7228,1743
69,0,69,39,2019635,45.796712,47.607712,103.1822,70.2162,1755
70,0,70,8,2046967,46.416485,48.227485,103.802,70.836,1771
71,0,71,39,2071392,46.97034,48.78134,104.35585,71.38985,1785
72,0,72,8,2110839,47.86483,49.67583,105.25035,72.28435,1807
73,0,73,22,2139625,48.517574,50.328574,105.90305,72.93705,1823
74,0,74,30,2170108,49.208798,51.019798,106.5943,73.6283,1841
75,0,75,7,2192594,49.718685,51.529685,107.1042,74.1382,1853
76,0,76,21,2225257,50.459342,52.270342,107.84485,74.87885,1872
77,0,77,8,2245805,50.925283,52.736283,108.3108,75.3448,1884
78,0,78,21,2277498,51.643946,53.454946,109.02945,76.06345,1902
79,0,79,43,2298531,52.120884,53.931884,109.5064,76.5404,1914
80,0,80,40,2337494,53.004399,54.815399,110.3899,77.4239,1936
81,0,81,43,2365553,53.640658,55.451658,111.02615,78.06015,1952
82,0,82,10,2392158,54.243946,56.054946,111.62945,78.66345,1967
83,0,83,29,2429425,55.089002,56.900002,112.4745,79.5085,1988
84,1,1,30,44488,1.008798,63.806798,118.95195,85.98595,2150
85,1,2,8,73516,1.667029,64.465029,119.6102,86.6442,2166
86,1,3,40,97214,2.204399,65.002399,120.14755,87.18155,2180
87,1,4,40,121154,2.747256,65.545256,120.6904,87.7244,2193
88,1,5,22,148244,3.361542,66.159542,121.3047,88.3387,2208
89,1,6,22,179938,4.080227,66.878227,122.0234,89.0574,2226
90,1,7,7,198547,4.5022,67.3002,122.44535,89.47935,2237
91,1,8,21,223698,5.072517,67.870517,123.01565,90.04965,2251
92,1,9,39,252969,5.736259,68.534259,123.6794,90.7134,2268
93,1,10,40,272063,6.169229,68.967229,124.1124,91.1464,2279
94,1,11,7,295034,6.690113,69.488113,124.63325,91.66725,2292
95,1,12,39,334482,7.584626,70.382626,125.5278,92.5618,2314
96,1,13,39,359875,8.160431,70.958431,126.1036,93.1376,2328
97,1,14,21,382604,8.675828,71.473828,126.619,93.653,2341
98,1,15,30,404363,9.169229,71.967229,127.1124,94.1464,2354
99,1,16,30,437268,9.915374,72.713374,127.85855,94.89255,2372
100,1,17,43,455151,10.320884,73.118884,128.26405,95.29805,2382
101,1,18,7,493145,11.182426,73.980426,129.1256,96.1596,2404
102,1,19,22,527746,11.967029,74.765029,129.9102,96.9442,2424
103,1,20,10,546598,12.394512,75.192512,130.33765,97.37165,2434
104,1,21,40,570053,12.926372,75.724372,130.86955,97.90355,2448
105,1,22,39,600293,13.612086,76.410086,131.55525,98.58925,2465
106,1,23,9,639498,14.501088,77.299088,132.44425,99.47825,2487
107,1,24,30,678462,15.384626,78.182626,133.3278,100.3618,2509
108,1,25,21,698282,15.834059,78.632059,133.77725,100.81125,2520
109,1,26,21,727068,16.486803,79.284803,134.42995,101.46395,2537
110,1,27,39,747858,16.958231,79.756231,134.9014,101.9354,2548
111,1,28,44,776402,17.605488,80.403488,135.54865,102.58265,2565
112,1,29,22,809065,18.346145,81.144145,136.2893,103.3233,2583
113,1,30,9,840032,19.048345,81.846345,136.9915,104.0255,2601
114,1,31,22,859368,19.486803,82.284803,137.42995,104.46395,2612
115,1,32,10,888882,20.156054,82.954054,138.09925,105.13325,2628
116,1,33,43,919606,20.852744,83.650744,138.7959,105.8299,2646
117,1,34,8,941123,21.340658,84.138658,139.28385,106.31785,2658
118,1,35,9,961186,21.795601,84.593601,139.73875,106.77275,2669
119,1,36,8,981492,22.256054,85.054054,140.19925,107.23325,2681
120,1,37,10,999858,22.672517,85.470517,140.6157,107.6497,2691
121,1,38,9,1036398,23.501088,86.299088,141.44425,108.47825,2712
122,1,39,7,1063004,24.104399,86.902399,142.04755,109.08155,2727
123,1,40,43,1096152,24.856054,87.654054,142.79925,109.83325,2746
124,1,41,43,1134388,25.723084,88.521084,143.66625,110.70025,2768
125,1,42,9,1166324,26.447256,89.245256,144.39045,111.42445,2786
126,1,43,40,1190748,27.001088,89.799088,144.94425,111.97825,2799
127,1,44,43,1218081,27.620884,90.418884,145.56405,112.59805,2815
128,1,45,9,1239355,28.103288,90.901288,146.04645,113.08045,2827
129,1,46,30,1265234,28.690113,91.488113,146.6333,113.6673,2842
130,1,47,29,1304924,29.590113,92.388113,147.5333,114.5673,2864
131,1,48,40,1342191,30.43517,93.23317,148.37835,115.41235,2885
132,1,49,8,1378488,31.258231,94.056231,149.2014,116.2354,2906
133,1,50,21,1412363,32.026372,94.824372,149.96955,117.00355,2925
134,1,51,40,1438484,32.618685,95.416685,150.56185,117.59585,2940
135,1,52,43,1474297,33.430771,96.228771,151.37395,118.40795,2960
136,1,53,44,1507929,34.193401,96.991401,152.1366,119.1706,2979
137,1,54,43,1546650,35.071429,97.869429,153.0146,120.0486,3001
138,1,55,39,1569136,35.581315,98.379315,153.5245,120.5585,3014
139,1,56,44,1601557,36.316485,99.114485,154.25965,121.29365,3032
140,1,57,9,1622589,36.793401,99.591401,154.7366,121.7706,3044
141,1,58,8,1652587,37.473628,100.271628,155.4168,122.4508,3061
142,1,59,44,1690096,38.324172,101.122172,156.26735,123.30135,3083
143,1,60,30,1727121,39.163741,101.961741,157.10695,124.14095,3104
144,1,61,44,1762449,39.96483,102.76283,157.90805,124.94205,3124
145,1,62,29,1787116,40.524172,103.322172,158.46735,125.50135,3138
146,1,63,29,1812025,41.089002,103.887002,159.0322,126.0662,3152
147,1,64,39,1839600,41.714286,104.512286,159.6575,126.6915,3167
148,1,65,10,1870082,42.405488,105.203488,160.3487,127.3827,3185
149,1,66,22,1893295,42.931859,105.729859,160.87505,127.90905,3198
150,1,67,10,1913843,43.3978,106.1958,161.341,128.375,3209
151,1,68,10,1941660,44.028571,106.826571,161.97175,129.00575,3225
152,1,69,10,1961238,44.472517,107.270517,162.4157,129.4497,3236
153,1,70,29,1998021,45.306599,108.104599,163.2498,130.2838,3257
154,1,71,8,2016145,45.717574,108.515574,163.66075,130.69475,3267
155,1,72,7,2041782,46.298912,109.096912,164.2421,131.2761,3282
156,1,73,22,2080260,47.171429,109.969429,165.11465,132.14865,3304
157,1,74,29,2110015,47.846145,110.644145,165.78935,132.82335,3321
158,1,75,29,2132259,48.350544,111.148544,166.29375,133.32775,3333
159,1,76,44,2167830,49.157143,111.955143,167.10035,134.13435,3353
160,1,77,7,2202674,49.947256,112.745256,167.89045,134.92445,3373
161,1,78,8,2237760,50.742857,113.540857,168.68605,135.72005,3393
162,1,79,29,2269212,51.456054,114.254054,169.39925,136.43325,3411
163,1,80,44,2295575,52.053855,114.851855,169.99705,137.03105,3426
164,1,81,30,2327753,52.783515,115.581515,170.72675,137.76075,3444
165,1,82,21,2349755,53.282426,116.080426,171.22565,138.25965,3456
166,1,83,21,2373937,53.830771,116.628771,171.774,138.808,3470
167,2,1,8,68476,1.552744,124.704744,179.86785,146.90185,3673
168,2,2,43,102835,2.331859,125.483859,180.64695,147.68095,3692
169,2,3,22,130410,2.957143,126.109143,181.27225,148.30625,3708
170,2,4,39,150473,3.412086,126.564086,181.7272,148.7612,3719
171,2,5,40,181925,4.125283,127.277283,182.4404,149.4744,3737
172,2,6,7,209015,4.739569,127.891569,183.05465,150.08865,3752
173,2,7,29,232712,5.276916,128.428916,183.59205,150.62605,3766
174,2,8,8,262952,5.96263,129.11463,184.27775,151.31175,3783
175,2,9,7,294646,6.681315,129.833315,184.99645,152.03045,3801
176,2,10,21,315194,7.147256,130.299256,185.46235,152.49635,3812
177,2,11,44,353915,8.025283,131.177283,186.3404,153.3744,3834
178,2,12,7,388032,8.798912,131.950912,187.11405,154.14805,3854
179,2,13,7,414152,9.391202,132.543202,187.7063,154.7403,3869
180,2,14,8,440515,9.989002,133.141002,188.3041,155.3381,3883
181,2,15,30,462275,10.482426,133.634426,188.79755,155.83155,3896
182,2,16,8,499299,11.321973,134.473973,189.6371,156.6711,3917
183,2,17,10,534628,12.123084,135.275084,190.4382,157.4722,3937
184,2,18,44,572137,12.973628,136.125628,191.28875,158.32275,3958
185,2,19,30,589777,13.373628,136.525628,191.68875,158.72275,3968
186,2,20,30,620502,14.07034,137.22234,192.38545,159.41945,3985
