,index,Global_Idx,Block,Local_Idx,Speaker,Pulse_Samp,Pulse_Time,EstimatedTimeOut,MCS_Time,est_frame_time,closest_frame,frame,blue_x,red_x,blue_y,red_y,head_x,head_y,blue_zero_x,blue_zero_y,head_angle,speak_xpix,speak_ypix,h2s_x,h2s_y,h2s_distance,h2s_theta
0,0,1,0,1,8,61449,1.393401,2.642401,57.4107,47.2207,1181,1181,302.481718419364,312.388800195112,141.270773611726,291.379338770948,307.43525930723797,216.325056191337,-4.953540887873999,-75.054282579611,3.075688789915696,344.6,277.3,-33.06848464469475,-63.29010227937257,71.40841493290446,-2.05227411861891
1,87,88,1,5,8,158663,3.5978,67.9618,122.58775,112.39775,2810,2810,297.986914226341,308.291875459973,141.527364418737,140.210284146109,303.139394843157,140.868824282423,-5.1524806168159785,0.6585401363140022,1.4436752232385772,344.6,277.3,140.58664512722146,-23.829450256451842,142.59189138114417,-0.1679042573224636
2,88,89,1,6,8,195203,4.426372,68.790372,123.41635,113.22635,2831,2831,389.593522755739,308.134556214997,319.0,305.313669230572,348.86403948536804,312.156834615286,40.72948327037096,6.843165384713984,-1.4043360151008062,344.6,277.3,33.66850413675153,-9.980620287523376,35.11667626826574,-0.2881856072029587
3,115,116,1,33,8,978972,22.198912,86.562912,141.3747,131.1847,3280,3280,315.608671650632,311.126242674919,173.65275871679,181.110250736189,313.3674571627755,177.38150472648948,2.241214487856496,-3.728746009699478,-2.600391266848672,344.6,277.3,-78.24372975974292,-69.54923567578533,104.68608995373555,-2.4149556413728703
4,134,135,1,52,8,1546747,35.073628,99.437628,154.5281,144.3381,3608,3608,297.703017449689,308.084672706637,140.457144864004,138.560966854722,302.893845078163,139.509055859363,-5.190827628473983,0.9480890046409911,1.3901406648224883,344.6,277.3,143.04208474114924,-16.269899767309592,143.96439714572634,-0.1132553180701863
5,153,154,1,71,8,2063395,46.789002,111.153002,166.3364,156.1464,3904,3904,298.652907779565,308.74161035309,143.167440045527,252.754429355235,303.6972590663275,197.96093470038102,-5.044351286762492,-54.793494654854015,3.049790284846601,344.6,277.3,-33.457216522119694,-82.75467455737069,89.26209441024973,-1.9549989187540913
6,165,166,1,83,8,2406406,54.567029,118.931029,174.2073,164.0173,4100,4100,313.949122283308,307.922370760278,265.907981951022,269.500537071135,310.935746521793,267.7042595110785,3.013375761514965,-1.7962775600564669,-2.10834429053409,344.6,277.3,-25.479574314916377,24.003155844729122,35.00514530430777,2.386022686261433
7,170,171,2,5,8,171263,3.883515,130.195515,184.8245,174.6345,4366,4366,314.300762416285,308.506609066301,264.066183058117,276.326131780458,311.403685741293,270.1961574192875,2.897076674992036,-6.1299743611704685,-2.700097549300021,344.6,277.3,-33.04865964829872,7.7618267969140655,33.94789919530193,2.9109128372961304
8,177,178,2,12,8,348051,7.892313,134.204313,188.9262,178.7362,4468,4468,314.83714790613,308.324153387144,263.51249049412,273.845105219297,311.58065064663697,268.6787978567085,3.256497259493017,-5.166307362588498,-2.5791671115798414,344.6,277.3,-32.530354768604305,10.31399906649569,34.12627372150278,2.8345609901717954
9,181,182,2,16,8,473615,10.739569,137.051569,191.77345,181.58345,4540,4540,316.566966236103,308.039132476028,265.870572135888,286.47688608893,312.30304935606546,276.173729112409,4.263916880037527,-10.303156976520995,-2.749207630337583,344.6,277.3,-30.273050196571393,11.30946235701985,32.31658253913895,2.7840658646986687
10,210,211,2,45,8,1338459,30.350544,156.662544,211.57025,201.38025,5035,5035,316.251349904924,314.298550565655,257.2823589594,255.432997984993,315.27495023528945,256.35767847219654,0.9763996696345316,0.9246804872034886,-0.8125966107812449,344.6,277.3,4.95865839169063,35.69245132561181,36.0352518331238,1.432752550476768
11,228,229,2,63,8,1792156,40.638458,166.950458,221.8582,211.6682,5292,5292,313.695960937737,307.452554952226,261.684772986962,277.493490583494,310.5742579449815,269.589131785228,3.121702992755502,-7.904358798266003,-2.765460808999795,344.6,277.3,-34.47948461394581,5.326701772852527,34.88851689338823,2.98831538418185
12,263,264,3,15,8,409936,9.295601,197.344601,252.09475,241.90475,6048,6048,307.382399366345,315.714475507957,144.234168310158,147.174067793516,311.548437437151,145.70411805183699,-4.166038070805996,-1.4699497416789882,1.9100000084555084,344.6,277.3,113.10008607797441,-74.9550029198556,135.68302006353184,-0.5852733883626224
13,264,265,3,16,8,431695,9.789002,197.838002,252.58815,242.39815,6060,6060,309.17387695969,318.204682922537,143.386397698985,149.579556259226,313.6892799411135,146.4829769791055,-4.515402981423506,-3.096579280120494,2.171915714734819,344.6,277.3,90.40314509271259,-99.47782408132001,134.41936663519917,-0.8331532363170648
14,297,298,3,49,8,1409019,31.950544,219.999544,275.12125,264.93125,6623,6623,218.011377569771,213.637629255389,85.1776336656563,76.1299133914116,215.82450341258,80.65377352853395,2.1868741571910277,4.523860137122355,-0.4502868338183499,344.6,277.3,30.354334654874897,233.09114370662738,235.0592838132622,1.4412998977106888
15,307,308,3,59,8,1722323,39.054943,227.103943,282.2257,272.0357,6801,6801,258.913339743672,263.91877556488,81.3660978260368,88.1354467100911,261.41605765427596,84.75077226806395,-2.5027179106039625,-3.3846744420271477,2.5048930122873716,344.6,277.3,47.594102922343204,-204.27817977297315,209.74931076011129,-1.3418931359634116
16,333,334,4,2,8,91689,2.079116,252.068116,306.73635,296.54635,7414,7414,317.227957887751,321.387090891423,366.898067455748,376.833863633812,319.307524389587,371.86596554478,-2.079566501835984,-4.967898089032019,2.745154580958096,344.6,277.3,-59.84608862707642,77.46532668207094,97.88989305295954,2.2285759513983505
17,340,341,4,9,8,301188,6.82966,256.81866,311.6727,301.4827,7537,7537,316.207000574717,321.275002020989,367.353370382189,374.101216259623,318.741001297853,370.727293320906,-2.534000723136046,-3.373922938717044,2.4974168703849626,344.6,277.3,-76.78351604542218,59.17464503358383,96.93991412802185,2.484994331856204
18,343,344,4,12,8,405478,9.194512,259.183512,314.03755,303.84755,7596,7596,312.697832223584,305.147899217505,413.75775799433,418.999531742908,308.9228657205445,416.378644868619,3.7749665030394794,-2.620886874288999,-2.1776735996445096,344.6,277.3,93.89692553932625,108.62363804968035,143.58177937637402,0.8579875197040192
19,353,354,4,22,8,704001,15.963741,265.952741,320.89965,310.70965,7768,7768,411.437536860955,391.095303173968,412.952149198596,420.073083438683,401.2664200174615,416.5126163186395,10.171116843493508,-3.5604671200435405,-1.9075216157158201,344.6,277.3,150.11714527937139,-7.488550797597532,150.3038113285092,-0.049843396151066255
20,389,390,4,58,8,1663491,37.720884,287.709884,342.84265,332.65265,8316,8316,412.496825762689,410.883151858716,130.750006253347,143.061840733994,411.6899888107025,136.9059234936705,0.8068369519864973,-6.155917240323504,-3.0112686299283498,344.6,277.3,48.27608285348425,-147.92221990292333,155.60065332987932,-1.2553337028932763
21,395,396,4,64,8,1866012,42.313197,292.302197,347.52785,337.33785,8433,8433,386.44112860142,378.992085553911,87.7977668756204,96.8208006859368,382.7166070776655,92.3092837807786,3.724521523754504,-4.511516905158203,-2.451460331063502,344.6,277.3,-88.37827654393047,-166.92429738518655,188.87678741024172,-2.0577263929457468
22,411,412,4,80,8,2324409,52.707687,302.696687,358.01525,347.82525,8696,8696,213.053211357465,210.831239759603,230.855567322661,220.512923383709,211.942225558534,225.684245353185,1.110985798930983,5.171321969475997,-0.2116193401202484,344.6,277.3,118.85690532968502,78.32820247505606,142.34560494628235,0.5826849237181281
23,415,416,5,1,8,66247,1.5022,313.6442,368.20335,358.01335,8950,8950,234.72608960509,224.737602544747,446.963714618886,443.202042972077,229.7318460749185,445.0828787954815,4.994243530171502,1.8808358234044817,-1.2106230046343867,344.6,277.3,197.50093986366113,48.36492485289274,203.33663517196172,0.24015833857566748
24,421,422,5,7,8,220548,5.001088,317.143088,371.79515,361.60515,9040,9040,304.001760524157,309.427606703561,411.42429567762,420.81399409057,306.71468361385905,416.119144884095,-2.7129230897020307,-4.6948492064749985,2.6176184462984433,344.6,277.3,-102.2572347221611,101.2398643371583,143.89597695567923,2.36119388287983
25,433,434,5,19,8,621713,14.0978,326.2398,380.98475,370.79475,9270,9270,308.149169548213,314.829165364962,375.261288402924,367.161688290734,311.48916745658755,371.211488346829,-3.339997908374528,4.049800056094966,0.6896402959846517,344.6,277.3,-34.207920130432015,-93.51744797407854,99.57758219215057,-1.9214697601946842
26,445,446,5,31,8,983624,22.304399,334.446399,389.37715,379.18715,9480,9480,309.629910717436,314.864532731211,376.665900801883,367.280183473214,312.2472217243235,371.97304213754853,-2.617311006887462,4.692858664334494,0.5087525514034321,344.6,277.3,-17.858728581172578,-98.44162220929283,100.04842412418661,-1.750258945434495
27,454,455,5,40,8,1257965,28.525283,340.667283,395.6909,385.5009,9638,9638,391.269525714196,392.081019397946,372.506157298402,255.017581310919,391.67527255607104,313.76186930466054,-0.4057468418750432,58.744287993741466,0.006906890927462994,344.6,277.3,-47.32598584622151,-36.135858411026554,59.54451443599585,-2.489474435799192
28,462,463,5,48,8,1494069,33.879116,346.021116,401.13765,390.94765,9774,9774,415.970300175734,412.255428469804,428.922584450243,439.744836669001,414.112864322769,434.333710559622,1.8574358529650112,-5.4111261093789835,-2.810932760828549,344.6,277.3,116.73093663067883,125.95837801354564,171.73125678943487,0.8234014793584967
29,488,489,5,74,8,2195259,49.779116,361.921116,417.31635,407.12635,10178,10178,405.307799221509,381.747597336686,261.385669882901,253.390304246169,393.52769827909754,257.387987064535,11.78010094241148,3.997682818366002,-1.243632545737414,344.6,277.3,-34.57916581698432,-39.93355993940472,52.82431180841381,-2.2844590063359504
30,539,540,6,43,8,1261745,28.610998,402.916998,458.09915,447.90915,11198,11198,315.45492134678,312.083201965385,147.495620630701,138.033043202147,313.7690616560825,142.764331916424,1.685859690697498,4.731288714277014,-0.34229526987130043,344.6,277.3,-16.114573753231532,137.07922256349516,138.0231601792271,1.687815892716231
31,552,553,6,56,8,1649776,37.409887,411.715887,467.08385,456.89385,11422,11422,335.388076471893,340.365666532345,127.209118208945,119.365506144025,337.876871502119,123.287312176485,-2.488795030226015,3.9218060324599975,0.5654759965702638,344.6,277.3,88.1992995755528,126.43572288639156,154.1593606221254,0.9616949448322256
32,584,585,7,5,8,151152,3.427483,439.909483,494.58795,484.39795,12110,12110,213.681632147155,206.394018013608,417.706676088092,409.510044799683,210.03782508038148,413.6083604438875,3.643807066773519,4.098315644204547,-0.7267595272107868,344.6,277.3,191.13283024966285,-12.4574976119738,191.5383722547489,-0.06508511562030717
33,600,601,7,21,8,642988,14.580227,451.062227,505.8336,495.6436,12391,12391,302.293544118082,298.746588145469,414.816992301496,407.514526284299,300.5200661317755,411.1657592928975,1.7734779863065455,3.6512330085984672,-0.45215872719306915,344.6,277.3,98.13723296061927,-101.15416742638021,140.93644695709844,-0.8005353144718215
34,655,656,7,76,8,2182368,49.486803,485.968803,541.29755,531.10755,13278,13278,308.52774569704,311.375412327713,139.071099116607,148.106381511132,309.9515790123765,143.5887403138695,-1.4238333153364806,-4.517641197262492,2.8362755029674673,344.6,277.3,7.147036871168769,-137.94250218025473,138.12752818966763,-1.5190309046526878
35,656,657,7,77,8,2215032,50.227483,486.709483,542.03825,531.84825,13296,13296,308.546538844428,310.718192557592,139.695037164864,147.930896595673,309.63236570101003,143.8129668802685,-1.0858268565820026,-4.1179297154045,2.883778179763169,344.6,277.3,0.22296696490980866,-137.9908465997247,137.99102673571278,-1.5691805183817988
36,667,668,8,5,8,150667,3.416485,502.001485,556.62085,546.43085,13661,13661,309.926102422103,309.454493277503,139.293036738696,148.001246702011,309.69029784980296,143.6471417203535,0.23580457230002594,-4.3541049816574855,-3.0874886660337015,344.6,277.3,-42.086245258140934,-131.56945614619818,138.13679390565989,-1.8803890877113911
37,697,698,8,35,8,1006498,22.823084,521.408084,576.58475,566.39475,14160,14160,303.078352880164,310.356578937882,120.615089389596,261.348548988545,306.71746590902296,190.9818191890705,-3.639113028858958,-70.36672979947451,3.089922299379573,344.6,277.3,-33.37386883177798,-88.1595122880205,94.26512996682473,-1.932686456713452
38,718,719,8,56,8,1653168,37.486803,536.071803,591.34145,581.15145,14529,14529,214.869353533989,228.153724328225,186.049115575057,276.105049827885,221.511538931107,231.077082701471,-6.6421853971179985,-45.02796712641401,2.9951364086770735,344.6,277.3,-115.02527017650277,-63.690772900928,131.48128129849908,-2.6359046684336933
39,722,723,8,60,8,1775825,40.268141,538.853141,594.12275,583.93275,14598,14598,248.528163260788,248.812114567555,228.344775875735,237.894069321087,248.6701389141715,233.119422598411,-0.14197565338349705,-4.77464672267601,3.111866091739195,344.6,277.3,-94.57433586012735,-47.01230332689502,105.61468490453473,-2.6802728136597365
40,771,772,9,26,8,818661,18.563741,579.456741,634.36935,624.17935,15604,15604,385.263314042068,391.455032713442,357.661342475954,321.089397707005,388.359173377755,339.37537009147945,-3.0958593356870097,18.28597238447452,0.1677120907177423,344.6,277.3,-53.50725387633448,-53.899820123188235,75.94877765111535,-2.3525395679958088
41,775,776,9,30,8,942044,21.361542,582.254542,637.26,627.07,15677,15677,384.01559041724,393.833976233207,357.005053384406,297.47000688318,388.92478332522353,327.23753013379303,-4.909192907983538,29.767523250612953,0.16344654605006648,344.6,277.3,-51.85986076375836,-42.05945998530049,66.77157578409766,-2.460167346395062
42,780,781,9,35,8,1080402,24.498912,585.391912,640.3974,630.2074,15755,15755,383.182803129878,390.997017756663,351.194720844192,321.570053835915,387.08991044327047,336.38238734005347,-3.907107313392487,14.812333504138508,0.25789975739279813,344.6,277.3,-56.15365725197859,-46.291335695835826,72.77445282018445,-2.4521681656687564
43,795,796,9,50,8,1472940,33.4,594.293,649.3914,639.2014,15980,15980,365.273382413124,374.578351376211,141.905783099043,138.9543840967,369.9258668946675,140.4300835978715,-4.652484481543468,1.4756995011715048,1.263648748059746,344.6,277.3,122.80733734437082,65.52199206585504,139.19329563557315,0.490114189046448
44,810,811,9,65,8,1939382,43.976916,604.869916,660.1541,649.9641,16249,16249,310.503553316795,320.516509852843,127.778902803446,123.877402775579,315.510031584819,125.8281527895125,-5.006478268024011,1.9507500139335008,1.1992482860887597,344.6,277.3,151.69773668207503,27.88805201675672,154.23990002510214,0.18180953919997478
45,1,2,0,2,40,86358,1.958231,3.207231,57.9755,47.7855,1195,1195,303.181645044396,312.626963881906,138.302976631209,142.563962249263,307.904304463151,140.433469440236,-4.722659418754972,-2.130492809027004,1.9945824327768609,270.8,282.1,144.39233818381337,-24.433337151237183,146.44499066384878,-0.16762702442225774
46,7,8,0,8,40,247445,5.610998,6.859998,61.72115,51.53115,1288,1288,302.576388520695,310.693793747518,141.174290220796,144.122247664931,306.63509113410646,142.6482689428635,-4.058702613411469,-1.4739787220674998,1.9191509507723374,270.8,282.1,143.308021732581,-13.919409416916594,143.98242618952375,-0.09682558577362688
47,119,120,1,37,40,1092178,24.765941,89.129941,143.94175,133.75175,3344,3344,303.214606635484,315.129034132841,143.766746573944,271.199404479556,309.1718203841625,207.48307552674999,-5.957213748678498,-63.71632895280598,3.048367792092331,270.8,282.1,45.15127975236031,-70.72088767942063,83.90519660569976,-1.0025882436241096
48,121,122,1,39,40,1139088,25.82966,90.19366,145.09835,134.90835,3373,3373,307.121235204542,314.811441272809,139.246073883009,144.225495345367,310.9663382386755,141.735784614188,-3.8451030341335013,-2.4897107311790023,2.145413264134337,270.8,282.1,139.65274005588563,-42.57416920224696,145.99810850959102,-0.2959071323358833
49,123,124,1,41,40,1198357,27.173628,91.537628,146.4423,136.2523,3406,3406,302.207250543827,312.488387408629,140.940872288571,247.533330339149,307.34781897622804,194.23710131386,-5.1405684324010394,-53.296229025288994,3.0454373385434828,270.8,282.1,44.81446321340867,-83.94817403817716,95.16108467987343,-1.080448606212696
50,135,136,1,53,40,1567295,35.539569,99.903569,154.99405,144.80405,3620,3620,298.907443451754,306.512493616792,143.952536333828,140.726031277207,302.709968534273,142.33928380551748,-3.8025250825190255,1.613252528310511,1.1695541402422633,270.8,282.1,116.19761180718838,83.9608176077326,143.35725961057216,0.625713049215191
51,171,172,2,6,40,191326,4.338458,130.650458,185.27945,175.08945,4377,4377,314.690170259713,308.512367897045,264.065417773785,269.526288343324,311.601269078379,266.7958530585545,3.088901181333995,-2.7304352847694986,-2.2946731235325872,270.8,282.1,15.55591126219931,-40.70594670087189,43.577063600151426,-1.2057690789585216
52,214,215,2,49,40,1441004,32.675828,158.987828,213.89555,203.70555,5093,5093,314.168065157118,304.97759954391,265.736837803222,277.824439793597,309.572832350514,271.7806387984095,4.595232806604031,-6.043800995187496,-2.4915183436533,270.8,282.1,24.61893234611533,-31.68169683314565,40.12258396576615,-0.910193597041494
53,216,217,2,51,40,1496153,33.926372,160.238372,215.1461,204.9561,5124,5124,314.179352891211,307.4555760493,265.526303088709,276.854796900661,310.8174644702555,271.190549994685,3.361888420955495,-5.664246905975972,-2.6059456609280955,270.8,282.1,28.84440557602196,-29.80627163891155,41.477868340195954,-0.8017966073520473
54,217,218,2,52,40,1526635,34.617574,160.929574,215.8373,205.6473,5141,5141,314.843772865516,307.131252222564,265.822739209576,279.553381915669,310.98751254404,272.68806056262247,3.856260321475986,-6.865321353046454,-2.6298100844729424,270.8,282.1,30.429073794067573,-27.887133887967458,41.274941168343695,-0.7418368285563179
55,227,228,2,62,40,1773305,40.210998,166.522998,221.43075,211.24075,5281,5281,313.760856355661,306.57320602857,265.018401859807,277.798680869843,310.1670311921155,271.408541364825,3.593825163545546,-6.3901395050179985,-2.6292778881152503,270.8,282.1,29.071871168614255,-28.61637187667483,40.79301941053948,-0.7775024501249916
56,248,249,2,83,40,2387264,54.132971,180.444971,235.6314,225.4414,5636,5636,309.279440407283,300.043291627175,264.111776918437,271.783202059908,304.661366017229,267.9474894891725,4.618074390054005,-3.8357125707354953,-2.26391162766536,270.8,282.1,10.74832133512354,-35.09072884379523,36.69994090338341,-1.2735689743631475
57,313,314,3,65,40,1899159,43.06483,231.11383,286.2356,276.0456,6901,6901,302.654680134981,300.158917711316,80.520858631082,90.9567343625529,301.4067989231485,85.73879649681746,1.2478812118325209,-5.2179378657354505,-2.9068494728939185,270.8,282.1,-15.904903935094017,-198.09475614552684,198.7322278382153,-1.650913839526078
58,315,316,3,67,40,1943162,44.06263,232.11163,287.2334,277.0434,6926,6926,302.232493075109,296.459570655848,104.552516458765,110.281009069171,299.3460318654785,107.416762763968,2.886461209630511,-2.8642463052029967,-2.3523315230931914,270.8,282.1,-103.88896340780352,-143.30454489853705,177.00030877522434,-2.1980732707069004
59,324,325,3,76,40,2201268,49.915374,237.964374,293.17905,282.98905,7075,7075,224.880986667896,217.062471365309,219.17576819764,217.194220429316,220.9717290166025,218.184994313478,3.909257651293501,0.990773884161996,-1.3225798521305103,270.8,282.1,-49.714562276288305,64.00349083276699,81.04310298293764,2.2311973378067895
60,326,327,3,78,40,2266352,51.391202,239.440202,294.65485,284.46485,7112,7112,264.343568089496,260.894580000359,245.162299715693,253.769474931323,262.6190740449275,249.465887323508,1.7244940445684733,-4.303587607815018,-2.7604736658092017,270.8,282.1,-19.732501341811115,-27.249610097389986,33.64391266877792,-2.1975398314050203
61,336,337,4,5,40,163752,3.713197,253.702197,308.37045,298.18045,7455,7455,316.194276407102,321.41884191384,366.669970242853,377.012965727655,318.806559160471,371.841467985254,-2.6122827533690156,-5.171497742400959,2.6738488402037874,270.8,282.1,2.388011863755638,101.74703041324955,101.77504998071072,1.5473305457882311
62,347,348,4,16,40,504872,11.448345,261.437345,316.2914,306.1014,7653,7653,301.132707450699,293.252765960215,431.848208596299,438.38593446236,297.19273670545704,435.1170715293295,3.939970745241965,-3.268862933030505,-2.2633668436217733,270.8,282.1,134.61527229165202,77.39204866173205,155.27652987562388,0.5217687751940268
63,369,370,4,38,40,1156341,26.220884,276.209884,331.3426,321.1526,8029,8029,372.604854982556,381.37382664808,287.22449809953,290.581769415581,376.989340815318,288.9031337575555,-4.384485832761982,-1.6786356580254846,1.9364383783455406,270.8,282.1,31.614481678392146,101.60208304912625,106.40704267911472,1.2691329083835852
64,370,371,4,39,40,1179312,26.741769,276.730769,331.8635,321.6735,8042,8042,398.712293658522,397.755890416824,290.52524469753,300.791463674236,398.234092037673,295.658354185883,0.4782016208490063,-5.133109488353,-3.048700543713333,270.8,282.1,128.1423300548617,1.6792944372116763,128.15333308851535,0.01310416560281924
65,381,382,4,50,40,1473909,33.421973,283.410973,338.5437,328.3537,8209,8209,343.524879908049,347.626400240517,251.689004797959,242.988894972208,345.575640074283,247.33894988508348,-2.0507601662339994,4.350054912875521,0.4405341009354813,270.8,282.1,-52.81346550164935,63.328230792566366,82.46045690881452,2.2659066920844135
66,386,387,4,55,40,1605240,36.4,286.389,341.52175,331.33175,8283,8283,386.810442342181,390.89652020144,139.791248028912,147.32187006489,388.8534812718105,143.556559046901,-2.0430389296295175,-3.765311017988978,2.644452434723467,270.8,282.1,169.8364011586857,-65.47141599953774,182.01898107482788,-0.36794157543993045
