Unnamed: 0,index,Global_Idx,Block,Local_Idx,Speaker,Pulse_Samp,Pulse_Time,EstimatedTimeOut,MCS_Time,est_frame_time,closest_frame,frame,blue_x,red_x,blue_y,red_y,head_x,head_y,blue_zero_x,blue_zero_y,head_angle,speak_xpix,speak_ypix,h2s_x,h2s_y,h2s_distance,h2s_theta
43,646,647,7,67,40,1982368,44.951655,469.798655,508.68325,504.91325,12623,12623,223.867166496452,229.841501233996,407.64367692913,397.908417633125,226.854333865224,402.7760472811275,-2.9871673687720204,4.867629648002492,0.5504177075199586,270.8,282.1,-25.663636624848998,-125.83841907229213,128.4286960123247,-1.771978601913801
44,788,789,9,44,40,1333419,30.236259,575.682259,614.52615,610.75615,15269,15269,249.831162540439,250.017060649151,184.333756626133,213.857927411786,249.92411159479505,199.0958420189595,-0.092949054356012,-14.762085392826492,3.13529626499883,270.8,282.1,-20.352851619286408,-83.13395449400574,85.58909369100776,-1.810893749790001
45,512,513,6,16,7,470465,10.668141,375.165141,414.0276,410.2576,10256,10256,309.924841368914,316.960004066361,378.11202333103,271.156643761881,313.4424227176375,324.63433354645554,-3.517581348723525,53.47768978457447,0.0656819970942255,345.8,339.0,33.23069242449605,12.210907469434703,35.403180368980344,0.3521427950983068
46,542,543,6,46,7,1356342,30.756054,395.253054,434.11555,430.34555,10759,10759,321.734669751796,326.042397866662,299.972693553091,294.858171024055,323.888533809229,297.415432288573,-2.153864057432997,2.55726126451799,0.6999800085189052,345.8,339.0,43.547974108237206,17.69074824431854,47.00413409877431,0.3858705231659043
47,561,562,6,65,7,1906186,43.224172,407.721172,446.5837,442.8137,11070,11070,335.173303343926,337.04882096161,331.872399264031,324.320579324537,336.111062152768,328.096489294284,-0.937758808841977,3.775909969747033,0.2434280056732487,345.8,339.0,12.03136681408862,8.246712975606464,14.58636563086189,0.6008833735885794
48,573,574,6,77,7,2243624,50.875828,415.372828,454.2354,450.4654,11262,11262,333.123739628763,341.67698757317,303.678853732859,220.557018008981,337.4003636009665,262.11793587092,-4.276623972203481,41.56091786193901,0.1025392390695361,345.8,339.0,16.225137778743132,75.61845396756496,77.33954794530375,1.359435172793129
49,647,648,7,68,7,2012365,45.631859,470.478859,509.36345,505.59345,12640,12640,214.465051078874,231.363732714436,393.424330435222,382.795778489051,222.914391896655,388.1100544621365,-8.449340817780978,5.3142759730855005,1.0093562549795223,345.8,339.0,23.85386998976897,-130.1678263424342,132.33544547173636,-1.3895525998703735
50,663,664,8,2,7,77878,1.765941,486.934941,525.77655,522.00655,13050,13050,346.634877840001,350.014270910803,348.581120636109,330.136907280965,348.324574375402,339.359013958537,-1.6896965354009694,9.222106677572016,0.181212448073385,345.8,339.0,-2.5479390780352054,0.1018491727105322,2.5499738820938367,3.1016407650798548
51,816,817,9,72,7,2067951,46.892313,592.338313,631.18225,627.41225,15685,15685,240.370115794339,245.37274286292,86.9512883461501,94.903018009825,242.87142932862952,90.92715317798756,-2.5013135342905173,-3.975864831837456,2.5800329814160063,345.8,339.0,44.97914768959726,-264.7853928447458,268.57853225980097,-1.4025323263140177
52,529,530,6,33,10,964433,21.869229,386.366229,425.2287,421.4587,10536,10536,319.997004720039,325.760488189227,329.486053390677,323.168691496608,322.87874645463296,326.3273724436425,-2.881741734593959,3.1586809470344974,0.739582592430458,344.2,223.5,-53.55247749910748,-90.33380613102152,105.01459125478418,-2.10592616398142
53,562,563,6,66,10,1930368,43.772517,408.269517,447.13205,443.36205,11084,11084,317.950441350721,317.27247344785,346.888595917944,338.366188442027,317.61145739928554,342.62739217998546,0.3389839514354662,4.26120373795851,-0.0793840426902445,344.2,223.5,35.9516929826323,-116.64373938157424,122.0585358147232,-1.2718172946154802
54,620,621,7,41,10,1270032,28.798912,453.645912,492.53045,488.76045,12219,12219,241.692247610136,236.445100668866,261.182451481942,263.579884525897,239.068674139501,262.38116800391947,2.6235734706349945,-1.1987165219774738,-1.9993752879550857,344.2,223.5,-8.325693264190205,111.78114212247988,112.09077081783065,1.6451411431746394
55,778,779,9,34,10,1052100,23.857143,569.303143,608.147,604.377,15109,15109,238.843141518569,238.432041392904,245.064326975221,276.282608318662,238.63759145573653,260.6734676469415,0.2055500628324864,-15.609140671720496,-3.128424844622748,344.2,223.5,-105.0637779054156,38.56023037801642,111.91643665951928,2.789838762580056
56,544,545,6,48,43,1417791,32.149456,396.646456,435.50895,431.73895,10793,10793,335.715396605433,337.404939992629,336.741078723887,228.302018123123,336.56016829903103,282.521548423505,-0.8447716935980338,54.21953030038196,0.015579318771477,274.7,399.1,-60.036521860651455,117.52800447907364,131.9742997479344,2.043068268426558
57,547,548,6,51,43,1510449,34.250544,398.747544,437.61005,433.84005,10846,10846,375.727511849466,376.79890371597,334.90344417475,333.05486426173,376.2632077827181,333.97915421824,-0.5356959332520432,0.9242899565099948,0.5252661874431537,274.7,399.1,-55.217108496328976,107.270129391886,120.64746052216486,2.04617278139218
58,549,550,6,53,43,1579652,35.819773,400.316773,439.1793,435.4093,10885,10885,387.188044010367,389.11307806828,313.730951741492,239.99947759765,388.1505610393235,276.865214669571,-0.9625170289565405,36.86573707192099,0.0261027851351396,274.7,399.1,-110.22160713805827,125.15418436799018,166.7704186746359,2.292837966765648
59,570,571,6,74,43,2162838,49.043946,413.540946,452.4035,448.6335,11216,11216,329.581788426799,327.243060213338,342.051532508336,333.965495471037,328.4124243200685,338.0085139896865,1.169364106730484,4.04301851864949,-0.2815474338621697,274.7,399.1,-68.57139640636726,43.76251574313647,81.34613813382552,2.5735548678227937
60,613,614,7,34,43,1051325,23.839569,448.686569,487.5711,483.8011,12095,12095,225.242479071093,218.272790631324,152.911723877911,264.567752537459,221.75763485120848,208.73973820768495,3.484844219884508,-55.82801432977399,-3.0792524699025563,274.7,399.1,-64.69893221311865,-186.69218373480172,197.58523046317683,-1.9043979644094997
61,662,663,8,1,43,52968,1.201088,486.370088,525.21175,521.44175,13036,13036,345.574349001214,349.841559340175,349.116590905148,342.405275436551,347.7079541706945,345.7609331708495,-2.133605169480518,3.355657734298461,0.5663444875775094,274.7,399.1,-32.98995187206826,84.18361181294989,90.416908940722,1.944283968137912
62,786,787,9,42,43,1276332,28.941769,574.387769,613.23165,609.46165,15237,15237,237.214458381291,237.93083462048,200.721824945706,207.274136076573,237.5726465008855,203.9979805111395,-0.3581881195945016,-3.2761555654334984,3.0326933455286094,274.7,399.1,-15.702917282520596,-197.9814556348605,198.60321846959056,-1.6499457226649192
63,649,650,7,70,44,2074057,47.030771,471.877771,510.76235,506.99235,12675,12675,257.268894961016,261.047855236653,371.096302126792,315.287803856636,259.1583750988345,343.19205299171404,-1.889480137818509,27.904249135077976,0.0676097844744703,349.0,395.7,93.1837133489202,46.31843726220653,104.06056920806598,0.4612974971011607
