Chan,MeanRate
A11,"[19.00958466 16.93290735 15.97444089 14.2172524  17.57188498 16.1341853
 14.2172524  16.61341853 18.69009585 15.65495208 16.93290735 22.36421725
 30.51118211 34.18530351 27.15654952 24.76038339 25.55910543 23.00319489
 23.00319489 22.20447284 19.48881789 20.92651757 19.16932907 19.96805112
 16.77316294 18.84984026 20.60702875 21.4057508  19.6485623  17.73162939
 17.25239617 18.21086262 23.32268371 17.57188498 18.37060703 17.41214058
 18.69009585 21.4057508  19.16932907 17.73162939 16.45367412 16.77316294
 14.85623003 17.41214058 18.84984026 13.89776358 15.49520767 16.45367412
 18.37060703 17.8913738 ]"
A13,"[37.22044728 34.50479233 40.09584665 33.8658147  34.18530351 33.70607029
 37.5399361  39.61661342 38.49840256 32.26837061 37.22044728 31.30990415
 48.40255591 44.5686901  35.46325879 40.89456869 33.70607029 34.50479233
 35.7827476  33.54632588 31.78913738 37.06070288 34.34504792 36.10223642
 38.49840256 35.30351438 37.85942492 40.41533546 44.24920128 40.09584665
 39.61661342 37.06070288 38.17891374 37.38019169 37.5399361  37.06070288
 39.13738019 40.89456869 38.97763578 35.14376997 38.33865815 37.85942492
 43.13099042 34.66453674 35.94249201 40.09584665 32.1086262  34.66453674
 39.45686901 38.01916933]"
A31,"[37.69968051 32.58785942 32.42811502 29.87220447 31.62939297 37.38019169
 32.26837061 31.46964856 37.69968051 29.55271565 35.14376997 39.93610224
 53.03514377 66.1341853  52.07667732 42.49201278 36.74121406 33.8658147
 32.58785942 35.94249201 29.23322684 36.74121406 34.98402556 35.94249201
 32.90734824 33.06709265 33.8658147  36.42172524 33.8658147  28.91373802
 32.90734824 34.50479233 33.22683706 35.62300319 38.49840256 38.33865815
 30.83067093 32.1086262  36.42172524 34.34504792 32.26837061 32.74760383
 32.58785942 30.83067093 33.06709265 31.94888179 34.66453674 35.7827476
 37.06070288 34.66453674]"
A03,"[ 9.10543131 12.77955272 12.30031949 10.06389776 10.38338658 10.7028754
  7.34824281 10.86261981 11.82108626  8.78594249  8.30670927 12.61980831
 12.4600639  13.25878594  8.78594249  8.78594249 10.7028754   9.74440895
 10.38338658 10.54313099  8.9456869   8.62619808 11.34185304 11.66134185
 10.06389776  9.58466454  9.90415335 12.14057508 14.69648562 11.02236422
  8.78594249 11.18210863 12.30031949 11.02236422 10.86261981 12.30031949
  8.9456869  11.34185304 12.14057508 11.34185304  9.42492013 11.66134185
  8.62619808  9.26517572  9.26517572  8.14696486  9.90415335  9.74440895
 13.41853035 12.77955272]"
A01,"[6.86900958 9.26517572 9.90415335 5.91054313 7.1884984  7.50798722
 6.07028754 7.66773163 5.91054313 7.02875399 6.23003195 7.50798722
 8.30670927 8.46645367 3.99361022 5.91054313 7.34824281 9.26517572
 7.66773163 6.86900958 3.99361022 7.50798722 5.75079872 6.86900958
 3.35463259 4.47284345 8.30670927 7.1884984  9.26517572 5.4313099
 5.91054313 6.54952077 4.95207668 8.46645367 8.30670927 6.07028754
 6.70926518 5.91054313 7.98722045 7.50798722 6.86900958 7.50798722
 5.11182109 8.30670927 6.86900958 4.63258786 4.15335463 5.91054313
 7.98722045 5.4313099 ]"
A17,"[ 5.11182109  4.47284345  4.63258786  5.2715655   3.19488818  5.4313099
  3.83386581  5.4313099   5.59105431  3.35463259  4.79233227  5.4313099
  7.98722045 22.52396166 37.69968051 23.64217252 16.77316294 10.86261981
  8.9456869   7.1884984   6.23003195  5.2715655   7.34824281  5.11182109
  3.35463259  6.23003195  6.23003195  6.23003195  5.91054313  4.63258786
  3.19488818  3.83386581  6.38977636  5.91054313  4.47284345  4.95207668
  5.4313099   6.07028754  4.79233227  6.38977636  5.11182109  4.63258786
  4.47284345  3.83386581  3.83386581  5.59105431  3.03514377  4.15335463
  5.4313099   5.11182109]"
A19,"[ 6.86900958  9.58466454  9.10543131  6.38977636  6.70926518  7.50798722
  8.62619808  7.98722045  7.98722045  5.4313099   4.47284345  8.9456869
  8.30670927  5.75079872  7.82747604  5.91054313  7.02875399  5.2715655
  8.62619808  8.30670927  4.47284345  8.62619808  6.54952077  9.42492013
  8.62619808  4.79233227  7.1884984  10.38338658 10.86261981  8.14696486
  4.15335463  8.46645367  9.58466454  6.07028754  7.34824281  9.42492013
  7.34824281  6.54952077  9.58466454  5.2715655   8.62619808  7.98722045
  7.02875399  6.86900958  8.14696486  7.34824281  3.514377    8.14696486
  9.74440895  7.66773163]"
A32,"[10.22364217 13.09904153 11.66134185  8.46645367  9.74440895  9.10543131
 12.61980831 11.82108626 10.54313099  8.30670927 11.66134185 10.54313099
 12.93929712  9.58466454  8.78594249  7.1884984   8.62619808  9.10543131
 12.4600639  10.86261981  7.98722045 10.38338658 10.38338658 10.22364217
 10.86261981  9.26517572 10.06389776 10.54313099 12.14057508 11.66134185
  7.50798722 10.06389776 11.50159744  8.30670927 10.7028754  12.14057508
  9.26517572 11.66134185  8.78594249 10.38338658  8.30670927 11.50159744
  8.9456869  10.06389776 11.50159744  8.78594249  9.26517572  9.42492013
 12.77955272 11.34185304]"
A16,"[4.47284345 6.38977636 4.31309904 5.11182109 7.02875399 5.59105431
 4.79233227 4.79233227 4.63258786 4.63258786 4.63258786 4.47284345
 5.2715655  4.63258786 3.03514377 3.514377   3.35463259 5.11182109
 7.02875399 6.07028754 4.79233227 4.95207668 4.15335463 4.47284345
 4.15335463 4.15335463 4.79233227 7.1884984  6.07028754 4.31309904
 2.23642173 7.34824281 6.38977636 5.11182109 5.75079872 4.79233227
 5.4313099  5.4313099  6.38977636 5.11182109 5.75079872 5.11182109
 2.23642173 4.79233227 5.75079872 5.2715655  3.67412141 4.79233227
 7.34824281 4.15335463]"
A25,"[ 8.62619808  9.10543131  9.10543131  7.98722045  8.14696486  8.30670927
  7.82747604  8.78594249  9.58466454  5.2715655   7.02875399  9.58466454
 13.57827476 13.73801917 19.16932907 17.8913738  14.69648562 14.2172524
 12.61980831 11.02236422  8.9456869  10.06389776 10.7028754   9.74440895
 10.06389776  7.50798722  8.9456869  13.41853035 10.7028754   8.14696486
  5.75079872  7.66773163  9.42492013  9.10543131  5.91054313  9.42492013
  9.74440895  9.10543131 10.86261981  6.54952077  8.9456869   8.46645367
  5.2715655   7.50798722  7.1884984   9.10543131  6.07028754 10.38338658
 11.18210863  8.62619808]"
A27,"[ 8.78594249  9.90415335  7.82747604  8.30670927  7.50798722  7.50798722
  6.54952077  9.90415335  7.1884984   4.79233227  8.62619808  8.46645367
 10.22364217  9.74440895  6.23003195  6.86900958  9.10543131  7.98722045
  8.46645367  9.26517572  8.14696486  7.66773163  8.78594249  9.58466454
  6.23003195  6.38977636  7.98722045 11.02236422 10.06389776  8.62619808
  6.23003195  6.86900958  7.98722045  9.10543131  6.23003195 10.86261981
  8.46645367  7.50798722 11.18210863  6.54952077  7.98722045  9.26517572
  7.50798722  7.98722045 10.38338658  6.70926518  7.02875399  7.66773163
  8.78594249  8.62619808]"
A23,"[ 7.1884984   8.9456869   8.78594249  6.38977636  9.42492013  7.66773163
  6.70926518  7.34824281  6.86900958  2.39616613  5.91054313  3.99361022
  7.66773163  5.91054313  5.11182109  4.15335463  6.86900958  6.07028754
  8.46645367  4.47284345  4.95207668  6.07028754  5.91054313  7.34824281
  5.4313099   3.99361022  6.70926518  7.50798722  6.70926518  5.75079872
  5.11182109  5.4313099   7.50798722  5.75079872  4.95207668  6.86900958
  6.07028754  8.30670927  8.62619808  4.79233227  7.02875399  4.15335463
  5.75079872  6.38977636  7.98722045  5.2715655   4.79233227  8.62619808
 10.06389776  7.02875399]"
A22,"[1.91693291 4.47284345 3.35463259 3.03514377 3.514377   2.07667732
 3.19488818 3.19488818 2.39616613 2.55591054 3.514377   2.71565495
 2.07667732 3.67412141 1.43769968 1.27795527 2.07667732 2.39616613
 2.55591054 2.55591054 1.43769968 1.43769968 2.23642173 4.47284345
 2.07667732 1.91693291 3.03514377 4.47284345 4.47284345 1.59744409
 0.79872204 1.7571885  1.7571885  2.23642173 2.55591054 1.59744409
 0.79872204 2.71565495 2.87539936 0.79872204 1.91693291 2.07667732
 1.91693291 2.23642173 3.03514377 1.91693291 1.59744409 4.15335463
 4.79233227 3.514377  ]"
A29,"[11.66134185 13.41853035 11.50159744 10.7028754  12.14057508 10.22364217
 11.34185304 10.86261981 11.50159744  9.74440895  9.90415335 13.41853035
 15.17571885 25.23961661 22.52396166 17.09265176 17.57188498 11.66134185
 12.77955272 12.77955272 10.38338658 11.66134185 12.4600639  11.50159744
  8.9456869  14.05750799 10.06389776 13.57827476 14.05750799 11.82108626
  9.42492013 13.41853035 12.4600639  12.14057508 14.2172524  10.54313099
 11.02236422 13.89776358 12.93929712  8.62619808 13.09904153 14.2172524
 10.54313099 12.77955272 11.98083067 10.22364217 10.54313099 11.82108626
 12.61980831 10.86261981]"
A12,"[ 6.70926518  7.1884984   5.4313099   7.34824281  7.50798722  6.38977636
  8.46645367  7.82747604  7.82747604  5.75079872  7.50798722  7.66773163
 10.06389776  7.98722045  9.74440895  5.11182109  5.59105431  7.1884984
  7.82747604  7.82747604  9.26517572  7.50798722  8.9456869   8.14696486
  4.63258786  8.30670927  5.75079872  8.78594249  6.23003195  4.95207668
  5.59105431  9.26517572  7.50798722  9.58466454  6.54952077  8.30670927
  7.82747604  7.98722045  9.74440895  6.54952077  9.42492013  6.70926518
  7.50798722  8.78594249  5.59105431  8.9456869   5.2715655   8.46645367
  9.90415335  8.9456869 ]"
A10,"[3.67412141 5.2715655  2.71565495 3.83386581 4.63258786 5.4313099
 3.99361022 3.514377   2.07667732 2.23642173 2.55591054 4.31309904
 4.95207668 4.63258786 1.91693291 2.07667732 2.39616613 2.87539936
 4.63258786 3.99361022 3.19488818 3.19488818 3.35463259 5.75079872
 2.39616613 2.71565495 3.67412141 6.23003195 4.31309904 3.03514377
 1.43769968 3.514377   2.39616613 5.11182109 4.47284345 4.15335463
 2.39616613 3.83386581 6.38977636 3.67412141 2.87539936 2.55591054
 1.43769968 5.2715655  4.15335463 2.39616613 1.91693291 3.99361022
 3.03514377 4.15335463]"
A15,"[11.02236422 13.09904153 10.22364217  8.46645367 10.06389776 13.57827476
 10.54313099 11.82108626 11.02236422 10.38338658  9.74440895 12.30031949
 16.45367412 33.70607029 36.42172524 24.12140575 17.73162939 12.77955272
 13.25878594 10.38338658 11.18210863 11.02236422 13.41853035 13.41853035
  8.78594249  8.62619808 10.54313099 15.01597444 12.4600639   7.34824281
  9.58466454 12.77955272  9.74440895 11.18210863 11.18210863 10.38338658
 11.34185304 12.4600639  14.85623003 10.22364217 13.73801917 11.98083067
  8.30670927 10.38338658  8.78594249 11.18210863  7.66773163 11.34185304
 12.61980831  8.9456869 ]"
A02,"[11.18210863 12.77955272 11.82108626 11.34185304 14.05750799  9.58466454
 10.22364217  9.90415335  9.58466454  8.46645367 10.06389776 12.14057508
 10.06389776  9.90415335  9.10543131 10.22364217  8.30670927 10.38338658
 11.98083067 12.77955272 10.22364217 13.25878594 11.82108626 10.86261981
  9.10543131 10.22364217 13.25878594 13.25878594 14.85623003 10.38338658
  9.74440895 12.4600639  10.7028754   9.74440895 11.34185304 10.86261981
  9.74440895 12.14057508 14.85623003 11.50159744 11.82108626 11.98083067
 10.38338658 11.82108626 11.98083067  7.82747604  6.86900958 10.38338658
 10.38338658 12.61980831]"
A04,"[11.02236422 12.77955272  8.78594249 13.73801917 11.82108626 12.4600639
 11.66134185  9.90415335 11.02236422  5.75079872 10.7028754  11.02236422
 10.54313099  9.90415335 13.09904153 12.4600639  14.2172524  14.53674121
 12.30031949 14.05750799 10.38338658 10.54313099 12.14057508 12.77955272
  9.26517572 10.38338658 10.06389776 15.17571885 12.4600639   9.26517572
  9.58466454 12.30031949 10.22364217 12.61980831 11.34185304 12.14057508
  8.14696486  9.42492013 13.41853035 10.7028754  11.18210863 11.02236422
 11.66134185 11.66134185 11.66134185  8.62619808 11.34185304  8.78594249
 13.41853035 12.4600639 ]"
A07,"[ 9.10543131 10.38338658  8.9456869   8.30670927  9.10543131 10.06389776
  9.10543131  9.42492013  8.9456869   7.02875399  8.14696486  9.90415335
  9.74440895  7.66773163  8.9456869  10.54313099 10.06389776  7.82747604
  9.58466454  7.98722045  8.9456869   8.78594249  9.90415335 10.86261981
  6.38977636  7.02875399  9.58466454 10.54313099  9.74440895  7.82747604
  6.38977636 12.14057508  8.46645367  9.90415335  9.26517572  8.30670927
  8.78594249  8.78594249 11.66134185  9.58466454  8.9456869   7.02875399
  5.75079872  8.62619808  8.9456869   8.46645367  7.82747604  8.78594249
  8.46645367  7.82747604]"
A08,"[6.23003195 5.91054313 4.63258786 4.79233227 4.95207668 5.11182109
 3.83386581 4.79233227 3.99361022 3.67412141 3.514377   5.11182109
 6.23003195 5.91054313 3.35463259 3.19488818 3.99361022 3.514377
 4.47284345 5.2715655  4.79233227 3.83386581 5.2715655  6.54952077
 3.35463259 3.19488818 4.31309904 6.07028754 5.75079872 5.2715655
 3.03514377 5.4313099  4.95207668 5.11182109 4.79233227 5.91054313
 3.83386581 6.38977636 6.54952077 4.95207668 5.2715655  7.02875399
 1.91693291 6.07028754 5.75079872 4.15335463 3.514377   6.38977636
 7.02875399 6.23003195]"
B32,"[1.7571885  1.11821086 1.11821086 1.27795527 1.11821086 1.91693291
 2.39616613 1.59744409 0.31948882 0.79872204 1.27795527 1.27795527
 1.43769968 0.31948882 1.7571885  2.39616613 0.95846645 1.7571885
 1.59744409 4.95207668 2.23642173 1.7571885  2.55591054 1.91693291
 1.91693291 1.27795527 1.43769968 1.43769968 2.55591054 1.91693291
 1.11821086 1.59744409 0.79872204 2.55591054 0.95846645 0.95846645
 2.39616613 0.95846645 0.79872204 1.11821086 0.79872204 2.23642173
 2.23642173 2.39616613 1.27795527 1.11821086 1.7571885  0.95846645
 1.11821086 0.95846645]"
B07,"[0.47923323 2.23642173 1.7571885  0.63897764 2.39616613 2.55591054
 3.03514377 2.39616613 1.43769968 1.27795527 1.11821086 2.07667732
 1.7571885  1.59744409 0.79872204 2.23642173 0.63897764 3.19488818
 3.19488818 2.23642173 2.87539936 0.47923323 2.23642173 3.35463259
 1.91693291 3.19488818 2.55591054 3.35463259 2.07667732 1.43769968
 2.07667732 1.7571885  1.59744409 0.95846645 2.55591054 1.11821086
 2.23642173 0.31948882 0.47923323 1.11821086 2.71565495 2.71565495
 1.11821086 3.35463259 3.03514377 0.95846645 1.7571885  1.59744409
 1.91693291 0.31948882]"
B16,"[0.15974441 0.63897764 0.79872204 0.15974441 0.15974441 0.15974441
 0.63897764 0.63897764 0.31948882 0.15974441 0.15974441 0.
 0.31948882 0.15974441 0.31948882 1.43769968 0.         1.11821086
 0.47923323 0.63897764 0.31948882 1.11821086 0.63897764 1.11821086
 0.95846645 0.         0.47923323 0.         0.63897764 0.47923323
 0.15974441 0.15974441 0.         0.15974441 0.15974441 0.15974441
 0.15974441 0.         0.31948882 0.63897764 0.63897764 1.43769968
 0.31948882 0.         0.         0.31948882 0.31948882 0.31948882
 0.47923323 0.15974441]"
B28,"[2.55591054 2.87539936 2.07667732 1.43769968 2.23642173 1.11821086
 3.99361022 1.91693291 1.43769968 0.95846645 1.7571885  2.07667732
 2.07667732 1.27795527 2.87539936 2.07667732 0.47923323 2.71565495
 3.19488818 3.35463259 2.71565495 2.23642173 1.59744409 2.71565495
 1.59744409 3.19488818 2.87539936 2.71565495 1.91693291 2.07667732
 1.43769968 1.43769968 1.59744409 2.23642173 3.19488818 2.23642173
 1.59744409 2.07667732 1.43769968 1.59744409 1.27795527 3.35463259
 2.23642173 1.7571885  3.19488818 1.7571885  2.07667732 2.39616613
 2.23642173 1.27795527]"
B30,"[0.95846645 0.95846645 0.63897764 1.27795527 1.27795527 1.59744409
 2.71565495 2.55591054 0.31948882 1.43769968 0.63897764 2.87539936
 1.59744409 1.43769968 1.11821086 2.55591054 0.95846645 1.7571885
 1.43769968 2.39616613 3.514377   1.11821086 0.95846645 3.19488818
 1.27795527 1.59744409 2.55591054 2.71565495 2.71565495 1.59744409
 2.39616613 1.91693291 1.27795527 1.7571885  2.07667732 2.39616613
 2.39616613 1.43769968 1.59744409 0.79872204 1.59744409 1.43769968
 2.39616613 0.95846645 1.59744409 1.11821086 2.07667732 1.27795527
 0.95846645 1.11821086]"
B31,"[5.59105431 2.39616613 0.63897764 2.39616613 2.55591054 4.31309904
 6.38977636 2.71565495 2.07667732 1.91693291 3.03514377 1.91693291
 2.07667732 1.7571885  2.23642173 3.03514377 2.55591054 3.03514377
 4.95207668 5.59105431 4.31309904 3.67412141 3.67412141 7.02875399
 5.75079872 4.31309904 6.70926518 5.2715655  6.23003195 4.47284345
 3.35463259 3.19488818 1.59744409 3.03514377 1.7571885  2.39616613
 3.99361022 5.2715655  1.7571885  2.39616613 3.19488818 6.23003195
 6.86900958 6.38977636 5.75079872 5.75079872 3.35463259 3.03514377
 1.11821086 0.95846645]"
B24,"[0.         0.31948882 0.15974441 0.47923323 0.47923323 0.63897764
 1.11821086 0.63897764 0.31948882 0.15974441 0.47923323 0.79872204
 0.95846645 0.63897764 1.11821086 1.59744409 0.47923323 1.7571885
 0.63897764 0.95846645 0.79872204 0.79872204 0.47923323 1.43769968
 0.95846645 0.15974441 1.59744409 1.11821086 1.11821086 0.79872204
 0.31948882 0.47923323 0.31948882 0.63897764 1.43769968 1.27795527
 0.79872204 0.63897764 0.47923323 0.31948882 0.79872204 1.11821086
 0.79872204 0.79872204 0.63897764 0.95846645 1.59744409 1.11821086
 1.11821086 0.        ]"
B15,"[2.39616613 1.11821086 0.31948882 0.31948882 1.59744409 1.7571885
 1.91693291 0.79872204 0.47923323 0.15974441 0.63897764 0.79872204
 0.95846645 0.31948882 0.31948882 1.7571885  0.95846645 3.03514377
 3.35463259 1.7571885  2.55591054 0.47923323 1.43769968 2.71565495
 1.43769968 1.27795527 2.23642173 1.11821086 1.91693291 0.31948882
 1.27795527 0.31948882 0.63897764 1.11821086 1.11821086 0.95846645
 1.7571885  0.95846645 0.31948882 0.15974441 1.11821086 1.91693291
 2.07667732 2.07667732 3.514377   0.95846645 1.11821086 0.79872204
 0.79872204 0.31948882]"
B25,"[3.514377   0.63897764 0.63897764 1.11821086 0.47923323 1.7571885
 2.55591054 1.27795527 0.31948882 0.31948882 0.79872204 1.11821086
 1.27795527 0.15974441 1.27795527 1.59744409 0.31948882 3.03514377
 3.35463259 3.19488818 3.03514377 2.07667732 2.39616613 3.67412141
 2.39616613 1.7571885  3.35463259 3.19488818 3.514377   0.63897764
 1.7571885  1.27795527 1.43769968 0.95846645 0.95846645 2.39616613
 1.43769968 0.63897764 0.63897764 0.79872204 1.27795527 4.31309904
 3.35463259 2.71565495 3.03514377 2.39616613 1.27795527 2.39616613
 0.47923323 0.        ]"
B29,"[ 8.78594249  4.79233227  3.35463259  5.2715655   4.15335463  6.38977636
  8.62619808  6.86900958  4.31309904  4.63258786  5.4313099   4.63258786
  4.31309904  3.67412141  3.35463259  7.50798722  4.15335463  6.23003195
  8.78594249  9.26517572  6.07028754  6.86900958  7.50798722 10.7028754
  6.86900958  8.46645367  8.78594249  7.02875399  8.30670927  7.02875399
  5.4313099   5.4313099   4.15335463  4.79233227  3.67412141  6.07028754
  6.54952077  7.34824281  3.83386581  5.75079872  5.11182109 10.06389776
 12.4600639   9.90415335 11.02236422  9.74440895  5.59105431  6.54952077
  3.19488818  2.87539936]"
B01,"[0.15974441 0.63897764 0.31948882 0.15974441 0.15974441 0.15974441
 0.79872204 0.15974441 0.15974441 0.         0.31948882 0.47923323
 0.79872204 0.31948882 0.63897764 1.11821086 0.63897764 0.63897764
 0.31948882 0.31948882 1.11821086 0.15974441 0.79872204 0.63897764
 0.31948882 0.63897764 0.95846645 1.11821086 1.27795527 0.31948882
 0.79872204 0.         0.15974441 0.31948882 0.47923323 0.31948882
 0.63897764 0.15974441 0.15974441 0.31948882 0.31948882 0.15974441
 0.         0.31948882 0.15974441 0.63897764 0.31948882 0.15974441
 0.47923323 0.        ]"
B23,"[ 9.74440895  6.70926518  5.4313099   7.66773163  6.23003195  9.42492013
 10.22364217  8.9456869   7.82747604  6.86900958  5.75079872  5.59105431
  5.59105431  3.19488818  3.514377    7.66773163  5.91054313  6.70926518
  7.82747604 11.02236422  8.9456869   8.62619808  7.82747604 11.34185304
  9.90415335  9.58466454  7.66773163  6.38977636  9.90415335  7.34824281
  4.95207668  5.91054313  3.67412141  6.86900958  3.514377    6.70926518
  7.82747604  7.1884984   6.38977636  5.59105431  5.75079872 11.66134185
 11.50159744 13.57827476 12.4600639   9.42492013  6.23003195  5.75079872
  5.2715655   3.83386581]"
