blue_peak,blue_x,blue_y,blue_xa,blue_ya,blue_xc,blue_yc,red_x,red_y,red_xa,red_ya,red_xc,red_yc,red_peak
1,320.5,240.5,5.31794214346895e-05,5.81738489624485e-05,319.5,239.5,0,234.019973033271,0,0.627859937912083,0,1.14016774014898,19
1,320.5,240.5,3.38414500038933e-05,3.69162095469128e-05,319.5,239.5,0,233.917745692943,0,0.576726758237551,0,1.39077937241403,18
0,320.5,240.5,-0,-0,319.5,239.5,0,234.100850929331,0,0.577173082938534,0,1.29358110486296,18
0,320.5,240.5,-0,-0,319.5,239.5,0,230.823231842441,0,0.173176952005972,0,7.35327239143205,17
2,320.5,189.28636040937,0.000101450832964545,0.00323612114143747,319.5,5.40856853047093,0,234.025443250632,0,0.646954076163052,0,1.28842846177869,18
1,320.5,240.5,2.53478229118091e-06,5.0809469652927e-06,319.5,239.5,0,233.974558279402,0,0.602475090231424,0,1.29969485638324,18
0,320.5,240.5,-0,-0,319.5,239.5,0,234.098503652766,0,0.592704053428642,0,1.09480122689989,18
0,320.5,240.5,-0,-0,319.5,239.5,0,234.065261176941,0,0.625745221268658,0,1.17645419682232,17
0,320.5,240.5,-0,-0,319.5,239.5,0,233.791969311299,0,0.598785775200281,0,1.4571097268931,18
2,610.779020579817,307.01125549439,0.0138681999695819,0.00853519715905055,1.65813358440867,1.86751659604401,0,234.01379044885,0,0.590972551585181,0,1.21320586482839,18
0,320.5,240.5,-0,-0,319.5,239.5,0,234.139769675263,0,0.551317438257798,0,1.06523634939423,17
1,320.5,240.5,6.76093829606515e-05,7.27287904309947e-05,319.5,239.5,0,233.918072838674,0,0.519853250058162,0,1.2930940466167,18
2,209.692071113898,201.634754637314,0.0819898579673035,0.00483677674917565,0.527496116578564,6.68948095396376,20188.4561589392,234.076829139972,4.29841953904126e+263,0.615575930451061,792.849023447114,1.13973757646521,18
2,610.166188320446,307.01125549439,0.0157500030699189,0.00853519715905055,1.28972449739495,1.86751659604401,0,233.71101167904,0,0.560233064280025,0,1.65744639777875,18
