Global_Idx,Block,Local_Idx,Speaker,Pulse_Samp,Pulse_Time,EstimatedTimeOut,MCS_Time,est_frame_time,closest_frame
1,0,1,39,75261,1.706599,2.759599,28.58985,26.27585,657
2,0,2,10,114224,2.590113,3.643113,29.47335,27.15935,679
3,0,3,21,151006,3.424172,4.477172,30.3074,27.9934,700
4,0,4,44,182942,4.148345,5.201345,31.0316,28.7176,718
5,0,5,8,211002,4.784626,5.837626,31.6679,29.3539,734
6,0,6,7,244634,5.547256,6.600256,32.4305,30.1165,753
7,0,7,43,268332,6.084626,7.137626,32.9679,30.6539,766
8,0,8,8,289606,6.567029,7.620029,33.4503,31.1363,778
9,0,9,30,313546,7.109887,8.162887,33.99315,31.67915,792
10,0,10,9,343786,7.795601,8.848601,34.67885,32.36485,809
11,0,11,8,371603,8.426372,9.479372,35.3096,32.9956,825
12,0,12,29,389243,8.826372,9.879372,35.7096,33.3956,835
13,0,13,44,421906,9.567029,10.620029,36.4503,34.1363,853
14,0,14,21,446331,10.120884,11.173884,37.00415,34.69015,867
15,0,15,7,468817,10.630771,11.683771,37.51405,35.20005,880
16,0,16,30,507295,11.503288,12.556288,38.38655,36.07255,902
17,0,17,22,537778,12.194512,13.247512,39.0778,36.7638,919
18,0,18,9,569956,12.924172,13.977172,39.80745,37.49345,937
19,0,19,22,601650,13.642857,14.695857,40.5261,38.2121,955
20,0,20,30,624378,14.158231,15.211231,41.0415,38.7275,968
21,0,21,29,657284,14.904399,15.957399,41.7877,39.4737,987
22,0,22,7,682678,15.480227,16.533227,42.3635,40.0495,1001
23,0,23,40,708556,16.067029,17.120029,42.9503,40.6363,1016
24,0,24,43,739281,16.763741,17.816741,43.647,41.333,1033
25,0,25,44,764432,17.334059,18.387059,44.21735,41.90335,1048
26,0,26,40,783768,17.772517,18.825517,44.6558,42.3418,1059
27,0,27,43,809405,18.353855,19.406855,45.23715,42.92315,1073
28,0,28,43,836010,18.957143,20.010143,45.84045,43.52645,1088
29,0,29,40,865281,19.620884,20.673884,46.59705,44.28305,1107
30,0,30,29,904728,20.515374,21.568374,47.49155,45.17755,1129
31,0,31,21,939815,21.310998,22.363998,48.2872,45.9732,1149
32,0,32,10,961332,21.798912,22.851912,48.7751,46.4611,1162
33,0,33,8,996902,22.605488,23.658488,49.58165,47.26765,1182
34,0,34,30,1030777,23.373628,24.426628,50.3498,48.0358,1201
35,0,35,7,1049628,23.801088,24.854088,50.7773,48.4633,1212
36,0,36,44,1084957,24.6022,25.6552,51.5784,49.2644,1232
37,0,37,21,1109866,25.167029,26.220029,52.1432,49.8292,1246
38,0,38,22,1138895,25.825283,26.878283,52.8015,50.4875,1262
39,0,39,9,1163077,26.373628,27.426628,53.3498,51.0358,1276
40,0,40,40,1191863,27.026372,28.079372,54.00255,51.68855,1292
41,0,41,29,1225011,27.778027,28.831027,54.7542,52.4402,1311
42,0,42,9,1247982,28.298912,29.351912,55.2751,52.9611,1324
43,0,43,10,1267802,28.748345,29.801345,55.72455,53.41055,1335
44,0,44,40,1305796,29.609887,30.662887,56.5861,54.2721,1357
45,0,45,29,1337248,30.323084,31.376084,57.2993,54.9853,1375
46,0,46,21,1363368,30.915374,31.968374,57.8916,55.5776,1389
47,0,47,39,1393124,31.590113,32.643113,58.5663,56.2523,1406
48,0,48,8,1415368,32.094512,33.147512,59.0707,56.7567,1419
49,0,49,21,1436400,32.571429,33.624429,59.54765,57.23365,1431
50,0,50,30,1465913,33.240658,34.293658,60.2169,57.9029,1448
51,0,51,44,1500515,34.025283,35.078283,61.0015,58.6875,1467
52,0,52,30,1525182,34.584626,35.637626,61.56085,59.24685,1481
53,0,53,10,1543791,35.006599,36.059599,61.9828,59.6688,1492
54,0,54,43,1583481,35.906599,36.959599,62.8828,60.5688,1514
55,0,55,10,1619294,36.718685,37.771685,63.6949,61.3809,1535
56,0,56,22,1655592,37.541769,38.594769,64.518,62.204,1555
57,0,57,40,1691647,38.359342,39.412342,65.3356,63.0216,1576
58,0,58,10,1718010,38.957143,40.010143,65.9334,63.6194,1590
59,0,59,29,1755277,39.8022,40.8552,66.77845,64.46445,1612
60,0,60,39,1782367,40.416485,41.469485,67.3927,65.0787,1627
61,0,61,40,1809942,41.041769,42.094769,68.018,65.704,1643
62,0,62,22,1844058,41.815374,42.868374,68.7916,66.4776,1662
63,0,63,39,1881568,42.665941,43.718941,69.6422,67.3282,1683
64,0,64,43,1901631,43.120884,44.173884,70.0971,67.7831,1695
65,0,65,22,1922421,43.592313,44.645313,70.56855,68.25455,1706
66,0,66,7,1944180,44.085714,45.138714,71.06195,68.74795,1719
67,0,67,21,1981932,44.941769,45.994769,71.918,69.604,1740
68,0,68,44,2012898,45.643946,46.696946,72.6202,70.3062,1758
69,0,69,43,2031992,46.076916,47.129916,73.0532,70.7392,1768
70,0,70,39,2050117,46.487914,47.540914,73.46415,71.15015,1779
71,0,71,9,2072118,46.986803,48.039803,73.96305,71.64905,1791
72,0,72,30,2091697,47.430771,48.483771,74.407,72.093,1802
73,0,73,8,2110064,47.847256,48.900256,74.8235,72.5095,1813
74,0,74,7,2133277,48.373628,49.426628,75.3499,73.0359,1826
75,0,75,39,2164486,49.081315,50.134315,76.0576,73.7436,1844
76,0,76,9,2191818,49.701088,50.754088,76.67735,74.36335,1859
77,0,77,44,2231024,50.590113,51.643113,77.5664,75.2524,1881
78,0,78,22,2251572,51.056054,52.109054,78.0323,75.7183,1893
79,0,79,39,2286415,51.846145,52.899145,78.8224,76.5084,1913
80,0,80,29,2309871,52.378027,53.431027,79.3543,77.0403,1926
81,0,81,9,2336718,52.986803,54.039803,79.9631,77.6491,1941
82,0,82,8,2354601,53.392313,54.445313,80.3686,78.0546,1951
83,0,83,7,2383145,54.039569,55.092569,81.01585,78.70185,1968
84,1,1,7,47638,1.080227,63.411227,89.17145,86.85745,2171
85,1,2,29,75455,1.710998,64.041998,89.8022,87.4882,2187
86,1,3,9,103756,2.352744,64.683744,90.53685,88.22285,2206
87,1,4,22,136904,3.104399,65.435399,91.2885,88.9745,2224
88,1,5,29,174898,3.965941,66.296941,92.15005,89.83605,2246
89,1,6,22,204411,4.63517,66.96617,92.8193,90.5053,2263
90,1,7,21,229320,5.2,67.531,93.3841,91.0701,2277
91,1,8,43,251079,5.693401,68.024401,93.8775,91.5635,2289
92,1,9,30,276715,6.274717,68.605717,94.45885,92.14485,2304
93,1,10,43,311075,7.053855,69.384855,95.238,92.924,2323
94,1,11,43,329684,7.475828,69.806828,95.65995,93.34595,2334
95,1,12,29,365255,8.282426,70.613426,96.46655,94.15255,2354
96,1,13,9,397675,9.017574,71.348574,97.2017,94.8877,2372
97,1,14,21,434942,9.86263,72.19363,98.04675,95.73275,2393
98,1,15,40,461063,10.454943,72.785943,98.6391,96.3251,2408
99,1,16,30,484034,10.975828,73.306828,99.15995,96.84595,2421
