,index,Global_Idx,Block,Local_Idx,Speaker,Pulse_Samp,Pulse_Time,EstimatedTimeOut,MCS_Time,est_frame_time,closest_frame,frame,blue_x,red_x,blue_y,red_y,head_x,head_y,blue_zero_x,blue_zero_y,head_angle,speak_xpix,speak_ypix,h2s_x,h2s_y,h2s_distance,h2s_theta
0,3,4,0,4,44,182942,4.148345,5.201345,31.0316,28.7176,718,718,287.768032695421,295.944679761389,133.65988248225,287.495156373019,291.85635622840505,210.57751942763448,-4.08832353298402,-76.91763694538449,3.088490657856193,349.0,395.7,-47.237341410237065,-187.8945513133723,193.7413968070861,-1.8170954621120015
1,12,13,0,13,44,421906,9.567029,10.620029,36.4503,34.1363,853,853,307.662777465764,301.128259773379,266.047225474791,265.304349077027,304.3955186195715,265.675787275909,3.267258846192533,0.3714381988820037,-1.457597366328454,349.0,395.7,-124.1536320263955,59.00619720326878,137.46219718066732,2.6979260122270894
2,24,25,0,25,44,764432,17.334059,18.387059,44.21735,41.90335,1048,1048,310.548874083855,300.047468052882,265.724405766951,266.100942801587,305.2981710683685,265.912674284269,5.250703015486522,-0.18826851731796523,-1.6066368412725642,349.0,395.7,-131.2699366970959,39.023114790483795,136.94743432576908,2.852638819685089
3,35,36,0,36,44,1084957,24.6022,25.6552,51.5784,49.2644,1232,1232,310.705932126244,300.019817205256,265.422021331482,266.012415419082,305.36287466575004,265.71721837528196,5.343057460493981,-0.29519704379998757,-1.6259889276101376,349.0,395.7,-132.19207744324592,36.40023197144558,137.11207906795147,2.8728930393160863
4,50,51,0,51,44,1500515,34.025283,35.078283,61.0015,58.6875,1467,1467,308.971624259145,299.199658818559,266.07659211261,265.893812162819,304.085641538852,265.9852021377145,4.885982720293043,0.09138997489549183,-1.5520939849141029,349.0,395.7,-128.8521581396368,47.33233274610617,137.27063917834025,2.789555950766207
5,76,77,0,77,44,2231024,50.590113,51.643113,77.5664,75.2524,1881,1881,303.168914597991,299.473775700629,282.994946245377,273.838447830062,301.32134514931,278.4166970377195,1.8475694486809857,4.578249207657507,-0.38356616032157764,349.0,395.7,0.3232163977207458,126.60380252296352,126.60421510405293,1.5682433569071441
6,103,104,1,21,44,635476,14.409887,76.740887,102.59405,100.28005,2507,2507,302.93830913778,298.203583293159,282.327010170215,273.74002898302,300.57094621546946,278.0335195766175,2.3673629223105195,4.2934905935974825,-0.5039053235003363,349.0,395.7,-14.40566132434943,126.42488199519646,127.24297177326223,1.6842533905488724
7,131,132,1,49,44,1455058,32.994512,95.325512,121.1787,118.8647,2972,2972,302.896477340832,299.014229361735,282.654863735362,274.739615476136,300.9553533512835,278.697239605749,1.9411239895484869,3.9576241296130092,-0.4560003043694911,349.0,395.7,-8.387917199742256,126.20450410553815,126.48293960639327,1.6371616217113563
8,141,142,1,59,44,1738558,39.423084,101.754084,127.6073,125.2933,3132,3132,304.696091310903,298.25576124763,281.518787275402,273.708029423736,301.4759262792665,277.613408349569,3.2201650316364976,3.90537892583302,-0.6895299170195067,349.0,395.7,-38.45671692598359,121.3427444633758,127.29092941223011,1.877708673350853
9,155,156,1,73,44,2143745,48.610998,110.941998,136.79525,134.48125,3362,3362,302.912933400617,305.189269101579,275.809112611815,263.942328211523,304.051101251098,269.875720411669,-1.1381678504809543,5.933392200145988,0.18952193800520067,349.0,395.7,67.84802452187711,115.10342480195925,133.61194868970935,1.0381682926908073
10,158,159,1,76,44,2232768,50.62966,112.96066,138.8139,136.4999,3412,3412,308.541061833455,300.205880945769,282.441318622531,275.102937734549,304.373471389612,278.77212817854,4.1675904438429825,3.669190443990999,-0.8489101694393069,349.0,395.7,-58.272186042211615,110.7610337545268,125.15452155040005,2.0551109610417986
11,160,161,1,78,44,2291795,51.968141,114.299141,140.1524,137.8384,3446,3446,309.157691866606,303.241770799414,281.681576094012,271.87753950848,306.19973133301,276.779557801246,2.957960533596008,4.902018292765945,-0.5429281176194116,349.0,395.7,-24.794111265590203,123.93218555832557,126.38803175425159,1.7682514265152953
12,173,174,2,8,44,257137,5.830771,129.228771,154.94425,152.63025,3816,3816,320.526640653662,309.920303000851,285.94359057802,285.624026510892,315.2234718272565,285.783808544456,5.303168826405511,0.15978203356399945,-1.5406758996228624,349.0,395.7,-108.84912540317862,37.071429679188675,114.9887951041141,2.8133376768660803
13,177,178,2,12,44,349505,7.925283,131.323283,157.03875,154.72475,3868,3868,409.214521318471,396.439278403873,318.438777828825,333.232333448489,402.826899861172,325.83555563865696,6.3876214572989625,-7.396777809831974,-2.429274149349511,349.0,395.7,-4.923910308479333,-88.05754278798545,88.19510040010067,-1.626655119629591
14,181,182,2,16,44,481853,10.926372,134.324372,160.03985,157.72585,3943,3943,374.464932166809,366.905272123946,356.114084465588,348.203338269986,370.6851021453775,352.15871136778696,3.779830021431451,3.9553730978010435,-0.7627080094458245,349.0,395.7,-45.7595124653151,16.49710549598966,48.64244515656198,2.795579012902692
15,199,200,2,34,44,1044104,23.675828,147.073828,172.88225,170.56825,4264,4264,378.80993461352,379.212051702973,411.315181759337,418.922460218237,379.0109931582465,415.118820988787,-0.20105854472649298,-3.8036392294499706,3.0887822831100724,349.0,395.7,28.944115010930066,20.975903441161357,35.745633564658945,0.6271138633520312
