frame,blue_peak,blue_x,blue_y,blue_xa,blue_ya,blue_xc,blue_yc,red_x,red_y,red_xa,red_ya,red_xc,red_yc,red_peak
943,41,306.278847092846,130.234921251247,0.241599397042213,0.188481802371875,2.65726365093463,2.46841226103034,623.467712942632,257.479933931041,0.475328737644107,0.105215222036271,7.53484677934991,52.3528076727976,9
944,21,306.21056718591,130.203783338745,0.100120717546738,0.0758918402821162,2.64074091909995,3.0821136839517,620.281888279255,280.172793243476,0.371201355301489,0.235697226736966,14.9806563699408,9.1552072251265,9
945,24,306.291618345751,131.391620158623,0.148361375316775,0.0895621960528709,2.5864827148289,3.24050621246701,621.23079187164,259.332660738729,0.319889156443065,0.0759221505522781,12.2242838333741,57.9191905223434,9
959,44,305.984733132572,129.914147996221,0.333416069682038,0.25778433989632,2.69930259937003,2.68111368283061,624.164388644483,255.904337314441,0.695435413074362,0.107102494484915,6.22705670223753,50.0989674267282,9
960,38,306.334569571072,130.46628755716,0.206772555922154,0.197990467615926,3.0647107342436,2.10913316802565,623.514048956217,283.237879464499,0.410483956719486,0.141447114680499,8.07309895090191,14.2286065651404,9
961,38,306.615954854262,129.763370684341,0.259870952952709,0.194195099022779,3.2137738467596,3.15033629051202,621.574440189307,280.03842892271,0.36558774179735,0.183841001372621,11.7222870724372,9.05261768645843,9
980,49,306.45527740648,126.960752235513,0.379813627231028,0.259431148383247,3.40096489023209,3.95282134496302,623.830417244635,260.367566718628,0.611738491603503,0.106343703593444,7.25262425733618,50.1132836978725,17
981,52,307.605395390169,127.076164094874,0.465189750049126,0.361096087352792,3.90816878609038,3.62335858488582,623.982468053106,253.472532426776,0.831030967050289,0.112725248039696,6.32165772489112,50.4237254209951,9
982,39,307.258746805011,126.735325254393,0.347694380312769,0.244663288750229,3.80475591801101,4.02015129506598,621.530129646282,264.891731878571,0.342758122271525,0.0832427855706002,12.3171904801113,56.8696391588222,9
1001,61,305.389093762846,126.938323418137,0.663769977308485,0.306015639884091,1.56525147723508,3.18620200701708,622.377237653226,267.191310527135,0.374396080448857,0.0768561443466306,9.83119026725611,60.3101630073269,14
1002,65,305.310158636733,126.708702395116,0.692148643178793,0.291158849376602,1.40625996561544,3.40514623623908,621.881361466529,265.278003909749,0.482929167192182,0.091564598018606,10.0594849676495,60.8835918871507,13
1003,45,307.269249808698,126.705748540758,0.370595432753948,0.296366439662942,3.81085634718036,3.57083943201809,622.999407282992,258.575500463415,0.543194825550564,0.0885658637896551,8.66413560911827,65.6046136664612,14
1017,15,306.402986102374,125.610021598786,0.160445318110617,0.0682952023610081,2.1252020706092,4.31670154115611,621.047665671444,253.218989723741,0.296820452141971,0.0602821928442176,12.5584054353287,63.3737564811357,5
1018,32,306.89440587254,127.325151156587,0.229953578888034,0.194116505119082,2.22177330359446,1.98029828370732,623.263536719734,263.672086165422,0.469218318044224,0.0902114659794103,9.19537360960053,60.4053743774128,7
1019,22,306.974397655023,127.166700205639,0.17021700503687,0.129443533548902,2.34416172978102,2.39193276757979,619.456738923699,273.906601893419,0.183195742018796,0.0610487506279796,18.0861073134504,55.9202471311092,7
