Global_Idx,Block,Local_Idx,Speaker,Pulse_Samp,Pulse_Time,EstimatedTimeOut,MCS_Time
54,0,54,29,1564338,35.472517,36.466517,51.99805
55,0,55,6,1589490,36.042857,37.036857,52.66125
56,0,56,45,1621668,36.772517,37.766517,53.5767
57,0,57,5,1657239,37.579116,38.573116,54.66195
58,0,58,11,1687722,38.27034,39.26434,55.44605
59,0,59,25,1715054,38.890113,39.884113,56.25155
60,0,60,47,1743598,39.53737,40.53137,56.9917
61,0,61,12,1765357,40.030771,41.024771,57.578
62,0,62,29,1798020,40.771429,41.765429,58.5044
63,0,63,47,1815902,41.176916,42.170916,58.9099
64,0,64,44,1844931,41.83517,42.82917,59.66105
65,0,65,47,1866448,42.323084,43.317084,60.24185
66,0,66,29,1898384,43.047256,44.041256,60.966
67,0,67,11,1931532,43.798912,44.792912,61.81055
68,0,68,27,1967345,44.610998,45.604998,62.7155
69,0,69,25,1996858,45.280227,46.274227,63.38475
70,0,70,29,2024917,45.916485,46.910485,64.021
71,0,71,5,2064607,46.816485,47.810485,65.0139
72,0,72,43,2089516,47.381315,48.375315,65.57875
73,0,73,12,2113456,47.924172,48.918172,66.21445
74,0,74,27,2144423,48.626372,49.620372,67.00955
75,0,75,5,2176117,49.345057,50.339057,67.914
76,0,76,29,2215080,50.228571,51.222571,68.8904
77,0,77,44,2249197,51.0022,51.9962,69.7569
78,0,78,43,2286706,51.852744,52.846744,70.7932
79,0,79,25,2305800,52.285714,53.279714,71.31905
80,0,80,27,2332405,52.889002,53.883002,71.92235
81,0,81,11,2371853,53.783515,54.777515,73.00265
82,0,82,30,2394824,54.304399,55.298399,73.5235
83,0,83,43,2426275,55.017574,56.011574,74.51535
84,1,1,44,65811,1.492313,73.192313,83.0338
85,1,2,27,101139,2.293401,73.993401,83.9278
86,1,3,43,122172,2.77034,74.47034,84.4976
87,1,4,12,144658,3.280227,74.980227,85.19325
88,1,5,11,172959,3.921973,75.621973,85.835
89,1,6,47,191084,4.332971,76.032971,86.3389
90,1,7,6,214297,4.859342,76.559342,86.86525
91,1,8,29,246475,5.589002,77.289002,87.87355
92,1,9,47,286165,6.489002,78.189002,88.77355
93,1,10,5,313740,7.114286,78.814286,89.5846
94,1,11,12,351492,7.97034,79.67034,90.62645
95,1,12,45,369374,8.375828,80.075828,91.1248
96,1,13,44,391133,8.869229,80.569229,91.71105
97,1,14,11,429369,9.736259,81.436259,92.94965
98,1,15,27,457428,10.372517,82.072517,93.5859
99,1,16,30,477976,10.838458,82.538458,94.1447
100,1,17,25,514274,11.661542,83.361542,95.15355
101,1,18,30,540637,12.259342,83.959342,95.84425
102,1,19,5,561427,12.730771,84.430771,96.40855
103,1,20,43,592636,13.438458,85.138458,97.11625
104,1,21,12,630630,14.3,86,98.07065
105,1,22,5,665232,15.084626,86.784626,98.8553
106,1,23,29,682872,15.484626,87.184626,99.2553
107,1,24,44,716262,16.241769,87.941769,100.10535
108,1,25,30,755467,17.130771,88.830771,100.99435
109,1,26,5,792492,17.97034,89.67034,102.01965
110,1,27,12,822732,18.656054,90.356054,102.89115
111,1,28,11,847641,19.220884,90.920884,103.45595
112,1,29,6,885150,20.071429,91.771429,104.49225
113,1,30,44,911271,20.663741,92.363741,105.17745
114,1,31,45,940057,21.316485,93.016485,105.8302
115,1,32,30,967147,21.930771,93.630771,106.5374
116,1,33,47,1001506,22.709887,94.409887,107.50225
117,1,34,45,1040469,23.593401,95.293401,108.47865
118,1,35,27,1074586,24.367029,96.067029,109.34515
119,1,36,25,1107734,25.118685,96.818685,110.37545
120,1,37,27,1146455,25.996712,97.696712,111.2535
121,1,38,43,1172333,26.583515,98.283515,111.9332
122,1,39,12,1207904,27.390113,99.090113,112.83265
123,1,40,25,1231844,27.932971,99.632971,113.4684
124,1,41,12,1256995,28.503288,100.203288,114.2245
125,1,42,30,1282632,29.084626,100.784626,114.80585
126,1,43,5,1303906,29.567029,101.267029,115.3811
127,1,44,5,1332450,30.214286,101.914286,116.12125
128,1,45,27,1353967,30.7022,102.4022,116.60915
129,1,46,44,1377665,31.239569,102.939569,117.2394
130,1,47,27,1401847,31.787914,103.487914,117.78775
131,1,48,6,1428452,32.391202,104.091202,118.5768
132,1,49,47,1464992,33.219773,104.919773,119.59115
133,1,50,6,1492809,33.850544,105.550544,120.40765
134,1,51,6,1528865,34.668141,106.368141,121.31815
135,1,52,43,1560316,35.381315,107.081315,122.2171
136,1,53,6,1589829,36.050544,107.750544,122.9792
137,1,54,5,1620554,36.747256,108.447256,123.7688
138,1,55,30,1645948,37.323084,109.023084,124.4375
139,1,56,25,1675218,37.986803,109.686803,125.1941
140,1,57,44,1706912,38.705488,110.405488,125.9128
141,1,58,47,1740787,39.473628,111.173628,126.77385
142,1,59,29,1772723,40.1978,111.8978,127.59085
143,1,60,29,1794725,40.696712,112.396712,128.0898
144,1,61,29,1831992,41.541769,113.241769,129.1206
145,1,62,25,1858839,42.150544,113.850544,129.82225
146,1,63,43,1882295,42.682426,114.382426,130.5399
147,1,64,43,1917381,43.478027,115.178027,131.3355
148,1,65,6,1937202,43.927483,115.627483,131.78495
149,1,66,45,1973984,44.761542,116.461542,132.8048
150,1,67,29,2004951,45.463741,117.163741,133.59985
151,1,68,27,2023318,45.880227,117.580227,134.10925
152,1,69,25,2046288,46.401088,118.101088,134.6301
153,1,70,47,2066594,46.861542,118.561542,135.09055
154,1,71,25,2085445,47.289002,118.989002,135.51805
155,1,72,11,2110112,47.848345,119.548345,136.17025
156,1,73,12,2143745,48.610998,120.310998,137.0258
157,1,74,45,2171077,49.230771,120.930771,137.64555
158,1,75,45,2201559,49.921973,121.621973,138.42965
159,1,76,47,2224288,50.43737,122.13737,139.0379
160,1,77,11,2248712,50.991202,122.691202,139.68465
161,1,78,29,2268775,51.446145,123.146145,140.13955
162,1,79,30,2301438,52.186803,123.886803,141.066
163,1,80,11,2323682,52.691202,124.391202,141.6633
164,1,81,11,2353438,53.365941,125.065941,142.4309
165,1,82,43,2372532,53.798912,125.498912,142.86385
166,1,83,45,2391141,54.220884,125.920884,143.37875
167,2,1,43,59026,1.338458,142.865458,152.8187
168,2,2,11,88297,2.0022,143.5292,153.6682
169,2,3,5,105937,2.4022,143.9292,154.0682
170,2,4,30,145385,3.296712,144.823712,155.24135
171,2,5,27,169325,3.839569,145.366569,155.7842
172,2,6,44,196899,4.46483,145.99183,156.59525
173,2,7,47,225201,5.106599,146.633599,157.3299
174,2,8,25,261014,5.918685,147.445685,158.23485
175,2,9,45,299250,6.785714,148.312714,159.28765
176,2,10,30,318828,7.22966,148.75666,159.82445
177,2,11,25,349311,7.920884,149.447884,160.6086
178,2,12,12,376401,8.53517,150.06217,161.40865
179,2,13,27,401552,9.105488,150.632488,162.07185
180,2,14,43,430096,9.752744,151.279744,162.7191
181,2,15,6,462275,10.482426,152.009426,163.44875
182,2,16,44,499057,11.316485,152.843485,164.28285
183,2,17,11,526874,11.947256,153.474256,165.09935
184,2,18,43,548148,12.42966,153.95666,165.67465
185,2,19,30,567000,12.857143,154.384143,166.195
186,2,20,44,595786,13.509887,155.036887,166.84775
187,2,21,45,633780,14.371429,155.898429,167.89505
188,2,22,6,656751,14.892313,156.419313,168.50885
189,2,23,30,687960,15.6,157.127,169.3094
190,2,24,30,712627,16.159342,157.686342,169.96165
191,2,25,47,742625,16.839569,158.366569,170.8276
192,2,26,5,776742,17.613197,159.140197,171.69415
193,2,27,11,800197,18.145057,159.672057,172.31885
194,2,28,29,818564,18.561542,160.088542,172.82825
195,2,29,5,850985,19.296712,160.823712,173.74915
196,2,30,44,874198,19.823084,161.350084,174.27555
197,2,31,29,913403,20.712086,162.239086,175.3503
198,2,32,27,949701,21.53517,163.06217,176.45205
199,2,33,5,985756,22.352744,163.879744,177.3625
200,2,34,25,1017692,23.076916,164.603916,178.08665
201,2,35,25,1049144,23.790113,165.317113,178.79985
202,2,36,27,1083988,24.580227,166.107227,179.59
203,2,37,45,1105505,25.068141,166.595141,180.17075
204,2,38,12,1123629,25.479116,167.006116,180.58175
205,2,39,47,1162592,26.36263,167.88963,181.65105
206,2,40,43,1183382,26.834059,168.361059,182.12245
207,2,41,43,1212895,27.503288,169.030288,182.88455
208,2,42,47,1244589,28.221973,169.748973,183.69615
209,2,43,25,1271437,28.830771,170.357771,184.3978
210,2,44,45,1298769,29.450544,170.977544,185.0176
211,2,45,29,1323678,30.015374,171.542374,185.6753
212,2,46,6,1359007,30.816485,172.343485,186.6622
213,2,47,27,1385612,31.419773,172.946773,187.26545
214,2,48,44,1411975,32.017574,173.544574,187.86325
215,2,49,47,1445123,32.769229,174.296229,188.8007
216,2,50,11,1480209,33.56483,175.09183,189.5963
217,2,51,29,1508268,34.201088,175.728088,190.23255
218,2,52,27,1547958,35.101088,176.628088,191.22545
219,2,53,5,1569960,35.6,177.127,191.72435
220,2,54,12,1606985,36.439569,177.966569,192.7497
221,2,55,6,1639648,37.180227,178.707227,193.58325
222,2,56,45,1665768,37.772517,179.299517,194.36125
223,2,57,25,1690193,38.326372,179.853372,195.1009
224,2,58,29,1727702,39.176916,180.703916,196.2301
225,2,59,45,1746796,39.609887,181.136887,196.75595
226,2,60,44,1775825,40.268141,181.795141,197.50705
227,2,61,25,1795161,40.706599,182.233599,198.0384
228,2,62,11,1828066,41.452744,182.979744,198.87745
229,2,63,11,1865818,42.308798,183.835798,199.82635
230,2,64,11,1889515,42.846145,184.373145,200.5495
231,2,65,5,1920482,43.548345,185.075345,201.2517
232,2,66,30,1954842,44.327483,185.854483,202.30945
233,2,67,12,1977570,44.842857,186.369857,202.82485
234,2,68,6,2007810,45.528571,187.055571,203.60345
235,2,69,27,2038535,46.225283,187.752283,204.39305
236,2,70,30,2068290,46.9,188.427,205.16065
237,2,71,12,2086899,47.321973,188.848973,205.6755
238,2,72,47,2104782,47.727483,189.254483,206.081
239,2,73,43,2127268,48.23737,189.76437,206.68375
240,2,74,29,2147331,48.692313,190.219313,207.2316
241,2,75,29,2169575,49.196712,190.723712,207.82885
242,2,76,45,2203449,49.96483,191.49183,208.68985
243,2,77,12,2223755,50.425283,191.952283,209.15035
244,2,78,6,2243575,50.874717,192.401717,209.59975
245,2,79,43,2279146,51.681315,193.208315,210.49925
246,2,80,47,2300178,52.158231,193.685231,210.97615
247,2,81,44,2326057,52.745057,194.272057,211.65585
248,2,82,5,2351451,53.320884,194.847884,212.32455
249,2,83,12,2387991,54.149456,195.676456,213.15315
250,3,1,12,56361,1.278027,212.798027,222.6041
251,3,2,11,87570,1.985714,213.505714,223.49755
252,3,3,43,105695,2.396712,213.916712,224.00145
253,3,4,30,127696,2.895601,214.415601,224.5932
254,3,5,45,166659,3.779116,215.299116,225.5696
255,3,6,11,200776,4.552744,216.072744,226.43615
256,3,7,29,227866,5.167029,216.687029,227.1433
257,3,8,12,265860,6.028571,217.548571,228.0977
258,3,9,44,288588,6.543946,218.063946,228.70595
259,3,10,11,324886,7.367029,218.887029,229.8077
260,3,11,30,359245,8.146145,219.666145,230.77255
261,3,12,25,390212,8.848345,220.368345,231.56765
262,3,13,5,422148,9.572517,221.092517,232.4776
263,3,14,25,444392,10.076916,221.596916,232.982
264,3,15,11,464455,10.531859,222.051859,233.43695
265,3,16,45,494453,11.212086,222.732086,234.30295
266,3,17,27,527843,11.969229,223.489229,235.24585
267,3,18,29,546210,12.385714,223.905714,235.7552
268,3,19,25,574512,13.027483,224.547483,236.48985
269,3,20,6,599421,13.592313,225.112313,237.24045
270,3,21,47,624815,14.168141,225.688141,238.00205
271,3,22,30,661597,15.0022,226.5222,239.02185
272,3,23,30,686022,15.556054,227.076054,239.5757
273,3,24,43,725469,16.450544,227.970544,240.65595
274,3,25,44,754740,17.114286,228.634286,241.3197
275,3,26,43,789342,17.898912,229.418912,242.1972
276,3,27,6,819824,18.590113,230.110113,242.9813
277,3,28,30,837706,18.995601,230.515601,243.3868
278,3,29,12,858254,19.461542,230.981542,243.85275
279,3,30,11,890917,20.2022,231.7222,244.77915
280,3,31,43,917765,20.810998,232.330998,245.48085
281,3,32,44,940735,21.331859,232.851859,246.18745
282,3,33,12,972429,22.050544,233.570544,246.99905
283,3,34,47,1007515,22.846145,234.366145,247.9804
284,3,35,47,1038240,23.542857,235.062857,248.77
285,3,36,25,1063876,24.124172,235.644172,249.3513
286,3,37,6,1099689,24.936259,236.456259,250.34915
287,3,38,12,1125810,25.528571,237.048571,251.12725
288,3,39,5,1143450,25.928571,237.448571,251.52725
289,3,40,5,1175871,26.663741,238.183741,252.35525
290,3,41,5,1194480,27.085714,238.605714,252.87015
291,3,42,29,1224720,27.771429,239.291429,253.7416
292,3,43,47,1264410,28.671429,240.191429,254.6416
293,3,44,29,1287623,29.1978,240.7178,255.35375
294,3,45,44,1311805,29.746145,241.266145,255.99495
295,3,46,5,1345438,30.508798,242.028798,256.9434
296,3,47,29,1364774,30.947256,242.467256,257.38185
297,3,48,27,1396225,31.660431,243.180431,258.1879
298,3,49,6,1422104,32.247256,243.767256,258.8676
299,3,50,6,1459128,33.086803,244.606803,259.89295
300,3,51,47,1496880,33.942857,245.462857,260.84185
301,3,52,30,1517670,34.414286,245.934286,261.3133
302,3,53,6,1538702,34.891202,246.411202,261.7902
303,3,54,45,1558523,35.340658,246.860658,262.33255
304,3,55,27,1587067,35.987914,247.507914,263.0727
305,3,56,43,1615126,36.624172,248.144172,263.8947
306,3,57,43,1637612,37.134059,248.654059,264.49745
307,3,58,43,1676818,38.023084,249.543084,265.47935
308,3,59,11,1696396,38.467029,249.987029,265.92335
309,3,60,30,1722759,39.06483,250.58483,266.52115
310,3,61,47,1761480,39.942857,251.462857,267.49205
311,3,62,45,1790993,40.612086,252.132086,268.34705
312,3,63,25,1827048,41.42966,252.94966,269.35035
313,3,64,44,1862619,42.236259,253.756259,270.24985
314,3,65,27,1894798,42.965941,254.485941,271.0724
315,3,66,27,1922615,43.596712,255.116712,271.79605
316,3,67,11,1949220,44.2,255.72,272.49225
317,3,68,29,1987456,45.067029,256.587029,273.35925
318,3,69,25,2015031,45.692313,257.212313,274.07745
319,3,70,27,2036305,46.174717,257.694717,274.55985
320,3,71,29,2065334,46.832971,258.352971,275.31095
321,3,72,45,2090485,47.403288,258.923288,275.8813
322,3,73,44,2115152,47.96263,259.48263,276.44065
323,3,74,27,2139092,48.505488,260.025488,276.9835
324,3,75,12,2159398,48.965941,260.485941,277.53685
325,3,76,45,2178249,49.393401,260.913401,278.05715
326,3,77,6,2208005,50.068141,261.588141,278.91765
327,3,78,5,2231460,50.6,262.12,279.44955
328,3,79,47,2266788,51.401088,262.921088,280.4364
329,3,80,45,2299936,52.152744,263.672744,281.28095
330,3,81,25,2336476,52.981315,264.501315,282.2024
331,3,82,12,2369382,53.727483,265.247483,283.04145
332,3,83,44,2398168,54.380227,265.900227,283.78705
333,4,1,11,51999,1.179116,282.810116,292.5368
334,4,2,44,83451,1.892313,283.523313,293.25
335,4,3,44,109814,2.490113,284.121113,294.12645
336,4,4,43,128423,2.912086,284.543086,294.54845
337,4,5,44,168113,3.812086,285.443086,295.6342
338,4,6,45,189388,4.294512,285.925512,296.3024
339,4,7,43,224716,5.095601,286.726601,297.19635
340,4,8,12,263437,5.973628,287.604628,298.26015
341,4,9,11,295615,6.703288,288.334288,299.17555
342,4,10,11,314467,7.130771,288.761771,299.69595
343,4,11,27,334530,7.585714,289.216714,300.33665
344,4,12,29,356774,8.090113,289.721113,301.0268
345,4,13,29,380714,8.632971,290.263971,301.7554
346,4,14,30,398354,9.032971,290.663971,302.2483
347,4,15,47,425928,9.658231,291.289231,302.96645
348,4,16,44,453261,10.278027,291.909027,303.58625
349,4,17,5,486651,11.03517,292.66617,304.43625
350,4,18,29,507683,11.512086,293.143086,305.00605
351,4,19,5,542042,12.291202,293.922202,306.1567
352,4,20,43,565498,12.823084,294.454084,306.78145
353,4,21,6,595980,13.514286,295.145286,307.56555
354,4,22,29,634943,14.3978,296.0288,308.63485
355,4,23,6,665910,15.1,296.731,309.5228
356,4,24,12,690819,15.66483,297.29583,310.2734
357,4,25,12,717425,16.268141,297.899141,310.8767
358,4,26,30,745484,16.904399,298.535399,311.60585
359,4,27,5,771362,17.491202,299.122202,312.28555
360,4,28,47,794091,18.006599,299.637599,312.98665
361,4,29,12,813669,18.450544,300.081544,313.5235
362,4,30,30,836640,18.971429,300.602429,314.0444
363,4,31,43,870515,19.739569,301.370569,314.9983
364,4,32,27,908266,20.595601,302.226601,315.9472
365,4,33,27,930268,21.094512,302.725512,316.539
366,4,34,25,953481,21.620884,303.251884,317.15825
367,4,35,6,977905,22.174717,303.805717,317.7121
368,4,36,30,1007176,22.838458,304.469458,318.4687
369,4,37,29,1038385,23.546145,305.177145,319.2693
370,4,38,44,1066687,24.187914,305.818914,320.00395
371,4,39,6,1098381,24.906599,306.537599,320.72265
372,4,40,11,1116748,25.323084,306.954084,321.232
373,4,41,45,1135842,25.756054,307.387054,321.66495
374,4,42,47,1175047,26.645057,308.276057,322.64685
375,4,43,43,1205772,27.341769,308.972769,323.34355
376,4,44,25,1235769,28.021973,309.652973,324.11665
377,4,45,45,1270855,28.817574,310.448574,325.00515
378,4,46,45,1296249,29.393401,311.024401,325.58095
379,4,47,43,1319947,29.930771,311.561771,326.2112
380,4,48,44,1351883,30.654943,312.285943,327.12115
381,4,49,44,1385515,31.417574,313.048574,327.8838
382,4,50,27,1412363,32.026372,313.657372,328.4926
383,4,51,25,1447934,32.832971,314.463971,329.48495
384,4,52,25,1483989,33.650544,315.281544,330.3954
385,4,53,25,1504295,34.110998,315.741998,330.94875
386,4,54,5,1537200,34.857143,316.488143,331.88065
387,4,55,47,1565986,35.509887,317.140887,332.5334
388,4,56,5,1600103,36.283515,317.914515,333.3999
389,4,57,47,1625739,36.86483,318.49583,334.0741
390,4,58,12,1652829,37.479116,319.110116,334.78125
391,4,59,45,1690823,38.340658,319.971658,335.6428
392,4,60,47,1729059,39.207687,320.838687,336.60275
393,4,61,30,1759299,39.893401,321.524401,337.3813
394,4,62,29,1787843,40.540658,322.171658,338.12145
395,4,63,43,1815660,41.171429,322.802429,338.75225
396,4,64,11,1850504,41.961542,323.592542,339.54235
397,4,65,25,1874686,42.509887,324.140887,340.27645
398,4,66,45,1911953,43.354943,324.985943,341.40015
399,4,67,6,1932743,43.826372,325.457372,341.8716
400,4,68,45,1962498,44.501088,326.132088,342.73205
401,4,69,12,1987165,45.060431,326.691431,343.3843
402,4,70,27,2024190,45.9,327.531,344.5025
403,4,71,11,2045949,46.393401,328.024401,344.9959
404,4,72,12,2085397,47.287914,328.918914,346.16905
405,4,73,47,2104733,47.726372,329.357372,346.6075
406,4,74,30,2133762,48.384626,330.015626,347.35865
407,4,75,30,2166182,49.119773,330.750773,348.1867
408,4,76,11,2200784,49.904399,331.535399,349.0642
409,4,77,25,2237082,50.727483,332.358483,350.07305
410,4,78,29,2254964,51.132971,332.763971,350.6643
411,4,79,27,2280115,51.703288,333.334288,351.42035
412,4,80,5,2316655,52.531859,334.162859,352.4347
413,4,81,6,2349803,53.283515,334.914515,353.37215
414,4,82,5,2387312,54.134059,335.765059,354.5013
415,4,83,6,2424095,54.968141,336.599141,355.52115
416,5,1,12,75503,1.712086,354.528086,364.40175
417,5,2,27,107924,2.447256,355.263256,365.41555
418,5,3,5,140587,3.187914,356.003914,366.24905
419,5,4,6,165012,3.741769,356.557769,366.9887
420,5,5,43,202763,4.5978,357.4138,368.0305
421,5,6,6,223311,5.063741,357.879741,368.49645
422,5,7,11,252824,5.732971,358.548971,369.25855
423,5,8,43,271191,6.149456,358.965456,369.67505
424,5,9,27,297069,6.736259,359.552259,370.26185
425,5,10,11,322705,7.317574,360.133574,370.84315
426,5,11,25,353672,8.019773,360.835773,371.54535
427,5,12,29,385608,8.743946,361.559946,372.3624
428,5,13,11,416091,9.43517,362.25117,373.2394
429,5,14,25,454569,10.307687,363.123687,374.2048
430,5,15,6,472694,10.718685,363.534685,374.6158
431,5,16,29,507780,11.514286,364.330286,375.4114
432,5,17,6,542382,12.298912,365.114912,376.19605
433,5,18,5,569472,12.913197,365.729197,376.9032
434,5,19,30,602377,13.659342,366.475342,377.8351
435,5,20,44,637221,14.449456,367.265456,378.811
436,5,21,12,670611,15.206599,368.022599,379.661
437,5,22,45,696974,15.804399,368.620399,380.3517
438,5,23,27,728668,16.523084,369.339084,381.25615
439,5,24,45,757212,17.17034,369.98634,382.08915
440,5,25,45,777517,17.630771,370.446771,382.5496
441,5,26,45,802426,18.195601,371.011601,383.2073
442,5,27,5,820066,18.595601,371.411601,383.7002
443,5,28,29,851518,19.308798,372.124798,384.59915
444,5,29,29,870612,19.741769,372.557769,385.21785
445,5,30,47,903759,20.493401,373.309401,386.0624
446,5,31,47,940784,21.332971,374.148971,386.99485
447,5,32,45,960362,21.776916,374.592916,387.62455
448,5,33,29,978245,22.182426,374.998426,388.12295
449,5,34,6,1009454,22.890113,375.706113,388.9235
450,5,35,6,1046236,23.724172,376.540172,389.85045
451,5,36,12,1085926,24.624172,377.440172,391.12195
452,5,37,30,1123193,25.469229,378.285229,392.0599
453,5,38,43,1161429,26.336259,379.152259,393.1127
454,5,39,30,1183188,26.82966,379.64566,393.699
455,5,40,30,1205675,27.339569,380.155569,394.2089
456,5,41,5,1224284,27.761542,380.577542,394.63085
457,5,42,43,1246285,28.260431,381.076431,395.22265
458,5,43,11,1280160,29.028571,381.844571,396.17655
459,5,44,25,1318154,29.890113,382.706113,397.22385
460,5,45,27,1346455,30.531859,383.347859,398.05135
461,5,46,27,1370153,31.069229,383.885229,398.6816
462,5,47,27,1389489,31.507687,384.323687,399.21295
463,5,48,25,1421668,32.23737,385.05337,399.94265
464,5,49,27,1447788,32.82966,385.64566,400.7207
465,5,50,44,1481421,33.592313,386.408313,401.57625
466,5,51,12,1520142,34.47034,387.28634,402.54715
467,5,52,47,1555955,35.282426,388.098426,403.4521
468,5,53,5,1579168,35.808798,388.624798,404.07135
469,5,54,47,1605773,36.412086,389.228086,404.76755
470,5,55,11,1627048,36.894512,389.710512,405.24995
471,5,56,45,1652442,37.47034,390.28634,406.01155
472,5,57,25,1688739,38.293401,391.109401,406.8346
473,5,58,5,1723098,39.072517,391.888517,407.7066
474,5,59,12,1752369,39.736259,392.552259,408.5561
475,5,60,5,1787698,40.53737,393.35337,409.35725
476,5,61,44,1814545,41.146145,393.962145,410.0589
477,5,62,47,1838728,41.694512,394.510512,410.60725
478,5,63,25,1858791,42.149456,394.965456,411.0622
479,5,64,29,1895331,42.978027,395.794027,412.07655
480,5,65,45,1932840,43.828571,396.644571,413.01995
481,5,66,30,1951692,44.256054,397.072054,413.54035
482,5,67,25,1974662,44.776916,397.592916,414.24695
483,5,68,44,2001995,45.396712,398.212712,414.95965
484,5,69,6,2031750,46.071429,398.887429,415.72725
485,5,70,12,2052540,46.542857,399.358857,416.29155
486,5,71,29,2076480,47.085714,399.901714,416.8344
487,5,72,43,2104055,47.710998,400.526998,417.64545
488,5,73,30,2125572,48.198912,401.014912,418.13335
489,5,74,11,2164777,49.087914,401.903914,419.20815
490,5,75,43,2189444,49.647256,402.463256,419.86035
491,5,76,12,2212172,50.16263,402.97863,420.4686
492,5,77,47,2240958,50.815374,403.631374,421.21425
493,5,78,30,2261991,51.292313,404.108313,421.78405
494,5,79,47,2300954,52.175828,404.991828,422.76045
495,5,80,43,2323198,52.680227,405.496227,423.35775
496,5,81,11,2351015,53.310998,406.126998,424.17425
497,5,82,44,2386585,54.117574,406.933574,425.07375
498,5,83,44,2416583,54.7978,407.6138,425.75395
499,6,1,30,65084,1.475828,424.510828,434.38285
500,6,2,45,98232,2.227483,425.262483,435.1345
501,6,3,11,125564,2.847256,425.882256,435.94005
502,6,4,47,156531,3.549456,426.584456,436.828
503,6,5,44,182409,4.136259,427.171259,437.4148
504,6,6,44,219192,4.97034,428.00534,438.43465
505,6,7,6,247008,5.601088,428.636088,439.25115
506,6,8,27,285972,6.484626,429.519626,440.32045
507,6,9,43,306762,6.956054,429.991054,440.97765
508,6,10,47,336517,7.630771,430.665771,441.65235
509,6,11,29,374268,8.486803,431.521803,442.69415
510,6,12,44,409355,9.282426,432.317426,443.67555
511,6,13,25,427479,9.693401,432.728401,444.08655
512,6,14,43,460869,10.450544,433.485544,445.1223
513,6,15,5,483113,10.954943,433.989943,445.6267
514,6,16,29,513838,11.651655,434.686655,446.4163
515,6,17,5,547712,12.419773,435.454773,447.2773
516,6,18,5,567775,12.874717,435.909717,447.918
517,6,19,5,595350,13.5,436.535,448.5433
518,6,20,44,629952,14.284626,437.319626,449.4208
519,6,21,25,658980,14.942857,437.977857,450.2648
520,6,22,29,681708,15.458231,438.493231,450.78015
521,6,23,47,701287,15.9022,438.9372,451.4099
522,6,24,11,720381,16.33517,439.37017,451.8429
523,6,25,44,750863,17.026372,440.061372,452.5341
524,6,26,44,769472,17.448345,440.483345,453.1418
