Chan,Time,MeanRate
A20,-0.095,1.8957345971563981
A20,-0.085,1.1848341232227488
A20,-0.07500000000000001,0.0
A20,-0.06500000000000002,1.4218009478672986
A20,-0.05500000000000003,0.23696682464454977
A20,-0.04500000000000003,0.23696682464454977
A20,-0.03500000000000004,1.1848341232227488
A20,-0.02500000000000004,2.132701421800948
A20,-0.015000000000000045,2.3696682464454977
A20,-0.00500000000000005,2.843601895734597
A20,0.004999999999999945,2.843601895734597
A20,0.01499999999999994,2.132701421800948
A20,0.024999999999999935,2.3696682464454977
A20,0.03499999999999994,1.8957345971563981
A20,0.04499999999999992,0.23696682464454977
A20,0.0549999999999999,0.9478672985781991
A20,0.06499999999999992,1.1848341232227488
A20,0.07499999999999993,1.1848341232227488
A20,0.08499999999999991,0.0
A20,0.09499999999999989,0.7109004739336493
A20,0.1049999999999999,0.9478672985781991
A20,0.11499999999999991,2.3696682464454977
A20,0.12499999999999989,1.6587677725118484
A20,0.13499999999999987,1.1848341232227488
A20,0.14499999999999988,1.1848341232227488
A20,0.1549999999999999,0.0
A20,0.1649999999999999,0.9478672985781991
A20,0.17499999999999985,0.23696682464454977
A20,0.18499999999999986,2.6066350710900474
A20,0.19499999999999987,0.0
A20,0.20499999999999982,0.47393364928909953
A20,0.21499999999999983,2.132701421800948
A20,0.22499999999999984,3.3175355450236967
A20,0.23499999999999985,3.3175355450236967
A20,0.24499999999999986,0.9478672985781991
A20,0.2549999999999998,2.3696682464454977
A20,0.2649999999999998,0.9478672985781991
A20,0.2749999999999998,0.47393364928909953
A20,0.2849999999999998,0.0
A20,0.2949999999999998,0.47393364928909953
A20,0.3049999999999998,0.47393364928909953
A20,0.31499999999999984,0.7109004739336493
A20,0.32499999999999984,0.7109004739336493
A20,0.33499999999999974,0.23696682464454977
A20,0.34499999999999975,0.23696682464454977
A20,0.35499999999999976,1.6587677725118484
A20,0.36499999999999977,0.47393364928909953
A20,0.3749999999999998,0.23696682464454977
A20,0.3849999999999998,0.7109004739336493
A20,0.3949999999999998,0.47393364928909953
A32,-0.095,4.739336492890995
A32,-0.085,4.265402843601896
A32,-0.07500000000000001,4.502369668246446
A32,-0.06500000000000002,3.3175355450236967
A32,-0.05500000000000003,3.7914691943127963
A32,-0.04500000000000003,0.9478672985781991
A32,-0.03500000000000004,3.5545023696682465
A32,-0.02500000000000004,4.739336492890995
A32,-0.015000000000000045,3.5545023696682465
A32,-0.00500000000000005,2.132701421800948
A32,0.004999999999999945,2.3696682464454977
A32,0.01499999999999994,4.028436018957346
A32,0.024999999999999935,3.3175355450236967
A32,0.03499999999999994,4.739336492890995
A32,0.04499999999999992,2.132701421800948
A32,0.0549999999999999,1.1848341232227488
A32,0.06499999999999992,3.5545023696682465
A32,0.07499999999999993,4.028436018957346
A32,0.08499999999999991,5.924170616113744
A32,0.09499999999999989,3.3175355450236967
A32,0.1049999999999999,4.976303317535545
A32,0.11499999999999991,5.450236966824645
A32,0.12499999999999989,6.161137440758294
A32,0.13499999999999987,2.6066350710900474
A32,0.14499999999999988,4.028436018957346
A32,0.1549999999999999,6.872037914691943
A32,0.1649999999999999,3.5545023696682465
A32,0.17499999999999985,1.6587677725118484
A32,0.18499999999999986,5.924170616113744
A32,0.19499999999999987,5.687203791469194
A32,0.20499999999999982,5.924170616113744
A32,0.21499999999999983,6.398104265402844
