blue_peak,blue_x,blue_y,blue_xa,blue_ya,blue_xc,blue_yc,red_x,red_y,red_xa,red_ya,red_xc,red_yc,red_peak
2,431.000154707501,286.152891859178,0.0458306600045442,0.0144960866597818,0.437679793297832,1.43768744572179,589.678536492674,309.160680704249,0.0576665893525776,0.0263652848689898,10.857843836674,32.7403965475845,7
3,431.000141504761,286.034523785282,0.0687493012706138,0.0167866182416779,0.405254691919651,1.57876110758178,589.947795744819,252.931495158406,0.0296402867766602,0.0545549759114846,60.4863663492443,5.35358645760744,9
2,431.177888591966,290,0.0208643803439843,0.000318158858337789,0.543442395932081,31.1006069696029,596.802148591734,277.361123936694,0.0314488593064454,0.020285280005983,71.5408296599796,62.1725639846006,9
2,431,287.390256776291,0.000201349367200952,0.0704939385574784,78.9049294465317,0.564506792433979,598.647701712491,291.427801177568,0.0382725899567013,0.0248846976402386,64.9525873759761,57.0279685162183,8
2,431,296.882111799628,0.000141664578588192,0.000371815755102613,105.112516994361,24.1910738881974,617.779164035002,283.171329262273,0.0255567646403096,0.0150295078568822,73.0828493772264,59.7066902149831,7
2,607.206348088854,359.862582761966,0.0790771799396405,0.00370662161865971,0.499254061649529,7.67000855079857,594.862128391304,307.725821542692,0.0338733813624155,0.0245674373413644,50.8931532097675,36.9584232266949,7
3,209.387679843811,321.819628988397,0.0275935175932656,0.0157095648818112,0.622182350848898,0.541283617653687,605.919468659275,253.298408717142,0.0289408645561498,0.0551638533020305,79.0412265156479,4.6346413813883,9
3,431,317.85720038865,0.000187039486079956,0.000816755721097538,63.4049917738651,21.2657821342169,667.364076944834,294.821533425558,0.0391156170130451,0.0191591314697946,98.8973274751886,39.2182920892022,7
2,591.171703867866,290.31494323292,0.00619290180571618,0.00727204823558932,1.27784850506996,0.769483392490256,613.302827120733,301.842658807524,0.0360750969093746,0.0292589559322077,61.7861615957686,32.5876631972732,7
3,209.70057367938,321.830641633596,0.0793612738529587,0.0154519427749584,0.539293280381372,0.550699534380265,627.910379150216,296.917857407959,0.0296542403685401,0.0266535339138012,84.349614731259,29.5934664248312,7
2,606.999143699097,290,0.0604165643680942,0.000284499652868321,0.397422072461641,39.1069033828334,587.218499469953,286.179299763583,0.0395476415903192,0.0200815498978285,51.7061105844917,68.4924993884334,9
1,320.5,240.5,5.05681162660317e-06,9.520027022959e-06,319.5,239.5,617.204525421976,286.774831855342,0.0414305787406257,0.0215635541348843,76.4400317249361,71.9309888131189,8
3,209.639435534155,201.987844178135,0.111328935320756,0.00798102874061906,0.55366818066911,6.40147692271534,602.997262649643,250.882270606633,0.0363773445291846,0.0416308184624388,65.6924237250243,9.53194737945236,9
2,600.024625379124,287.368744771965,0.00730326267537158,0.0692535889672352,8.93367801838401,0.589351818906673,617.71332994812,250.658776344039,0.0335179254077249,0.0407887540397311,80.6237095838352,8.68539179160286,9
2,431,287.102152247111,0.000220755027936352,0.0600054185880162,114.762476901959,0.895588888961498,597.428001601158,288.787351377159,0.029649161784213,0.0199630557314031,66.8028421988043,57.6790262853904,8
3,594.22479360379,322,0.00942122361167842,0.0140627374963014,0.636077793173689,0.337312767811055,622.807196134994,294.942975310419,0.109117965030434,0.0321224867656286,3.3187581318438,14.274784705259,6
3,431.000945044487,322,0.016659402129406,0.000496986186919841,0.487300518108097,31.6270686948655,629.617928981886,276.463902694052,0.044957100984789,0.0185868856808428,21.743145721021,59.4947230125395,9
1,431.000837620682,290.305546973272,0.0145763510400153,0.00703324005820079,0.489968390793452,0.808244772209237,613.899086917511,289.145874221358,0.0296294416659475,0.0168804050255461,74.0216118564067,66.2696174350999,9
2,431.170279593512,290,0.0230312906677055,0.000318448822909843,0.536996773204595,31.0656054923206,628.539588003638,304.330491514384,0.0328951990715671,0.0254359681185018,73.2574393928025,30.746202827492,7
2,610.682115171481,286.152816979475,0.0145879770389364,0.0144912450634476,1.89842504197605,1.43916176233367,602.10303592103,296.459670372518,0.0297219491233244,0.0194327719788304,69.3276689286776,59.4808370290922,9
3,209.499795562559,335,0.0603097814680806,0.000108259007363537,0.58662291295402,95.3576300565101,621.636065928677,305.037554814738,0.0289105300472429,0.0283071238167394,81.7107758161084,24.3384586363773,7
1,320.5,240.5,9.88080204899719e-06,1.4918773789433e-05,319.5,239.5,596.936464112995,298.299549097694,0.0344149695085285,0.0221228633013519,62.4106951528569,57.4135189127363,9
1,591.379759580357,290.305429677847,0.00510533638542698,0.00700689003455852,2.08436238883796,0.813167243571079,635.778265725615,297.066078181052,0.0330625117734021,0.0197832174342344,84.3540191044517,45.976581341069,7
3,431.000721930371,312.096490232742,0.0145822085681557,0.000536165580858367,0.444343855514418,31.1575991135236,4462.5453549206,292.045615006485,2.24943681537815e+17,0.0511331964579262,584.810870679724,12.8446874233584,7
2,591.326849834979,290.312438724964,0.00449486497128036,0.00723552889969643,2.40657289418366,0.774628930635236,626.552559615642,289.087779223942,0.049454002315513,0.0188317156972968,15.7833242782223,55.0814976257506,8
1,431.000040477702,240.5,0.0145785396519782,4.64362365698718e-05,0.479101829201373,239.5,601.670739843415,302.686840421023,0.0337950275918083,0.024340881185686,62.5534826842054,41.9729984613957,7
2,431.000065080712,335,0.0187485378772549,3.93517139244628e-05,0.443856223329231,81.4761367293475,589.192435253799,307.91211115496,0.0687178984956433,0.0266506089661314,8.40291613226201,30.7022497085964,7
1,209.500253499244,290,0.0274969469644664,0.000234510407388357,0.627833966386018,42.0863156593211,605.758587338491,303.917811721273,0.0316396481686205,0.0270227133980343,60.3155463280861,34.9625726360035,5
2,431.000584284968,295.426868376584,0.0145821715473374,0.000432314955125875,0.444787582722377,19.9935101403638,624.577579965722,300.523776821148,0.0486518206025232,0.0292063638650379,13.2131855110144,29.6086091673221,7
3,209.644326209731,201.83879663515,0.108604220341153,0.00809840017608839,0.562953186327203,7.08662241242147,622.81211336788,311.784069465855,0.118044903187071,0.0269580686681081,2.51738978378038,32.9030389571732,7
1,209.49975308362,188.001596769216,0.024752175153438,0.0037773644948581,0.687292911720664,3.42306250603607,612.149564310536,306.738331734832,0.035397329503206,0.0290170679262016,64.8959951956623,34.1389464742297,7
