Chan,Time,MeanRate
A17,-0.095,0.0
A17,-0.085,0.0
A17,-0.07500000000000001,0.0
A17,-0.06500000000000002,0.0
A17,-0.05500000000000003,0.0
A17,-0.04500000000000003,0.0
A17,-0.03500000000000004,0.0
A17,-0.02500000000000004,0.0
A17,-0.015000000000000045,0.0
A17,-0.00500000000000005,0.0
A17,0.004999999999999945,0.0
A17,0.01499999999999994,0.0
A17,0.024999999999999935,0.0
A17,0.03499999999999994,0.0
A17,0.04499999999999992,0.0
A17,0.0549999999999999,0.0
A17,0.06499999999999992,0.0
A17,0.07499999999999993,0.0
A17,0.08499999999999991,0.0
A17,0.09499999999999989,0.0
A17,0.1049999999999999,0.0
A17,0.11499999999999991,0.0
A17,0.12499999999999989,0.0
A17,0.13499999999999987,0.0
A17,0.14499999999999988,0.0
A17,0.1549999999999999,0.0
A17,0.1649999999999999,0.0
A17,0.17499999999999985,0.0
A17,0.18499999999999986,0.0
A17,0.19499999999999987,1.5625
A17,0.20499999999999982,0.0
A17,0.21499999999999983,0.0
A17,0.22499999999999984,0.0
A17,0.23499999999999985,0.0
A17,0.24499999999999986,0.0
A17,0.2549999999999998,0.0
A17,0.2649999999999998,0.0
A17,0.2749999999999998,0.0
A17,0.2849999999999998,0.0
A17,0.2949999999999998,0.0
A17,0.3049999999999998,0.0
A17,0.31499999999999984,0.0
A17,0.32499999999999984,0.0
A17,0.33499999999999974,0.0
A17,0.34499999999999975,0.0
A17,0.35499999999999976,0.0
A17,0.36499999999999977,0.0
A17,0.3749999999999998,0.0
A17,0.3849999999999998,0.0
A17,0.3949999999999998,0.0
A02,-0.095,0.0
A02,-0.085,0.0
A02,-0.07500000000000001,0.0
A02,-0.06500000000000002,0.0
A02,-0.05500000000000003,0.0
A02,-0.04500000000000003,0.0
A02,-0.03500000000000004,0.0
A02,-0.02500000000000004,0.0
A02,-0.015000000000000045,0.0
A02,-0.00500000000000005,0.0
A02,0.004999999999999945,0.0
A02,0.01499999999999994,0.0
A02,0.024999999999999935,0.0
A02,0.03499999999999994,0.0
A02,0.04499999999999992,0.0
A02,0.0549999999999999,0.0
A02,0.06499999999999992,0.0
A02,0.07499999999999993,0.0
A02,0.08499999999999991,0.0
A02,0.09499999999999989,0.0
A02,0.1049999999999999,0.0
A02,0.11499999999999991,0.0
A02,0.12499999999999989,0.0
A02,0.13499999999999987,0.0
A02,0.14499999999999988,0.0
A02,0.1549999999999999,0.0
A02,0.1649999999999999,0.0
A02,0.17499999999999985,0.0
A02,0.18499999999999986,0.0
A02,0.19499999999999987,0.0
A02,0.20499999999999982,0.0
A02,0.21499999999999983,0.0
A02,0.22499999999999984,0.0
A02,0.23499999999999985,0.0
A02,0.24499999999999986,0.0
A02,0.2549999999999998,0.0
A02,0.2649999999999998,0.0
A02,0.2749999999999998,0.0
A02,0.2849999999999998,0.0
A02,0.2949999999999998,0.0
A02,0.3049999999999998,0.0
A02,0.31499999999999984,0.0
A02,0.32499999999999984,0.0
A02,0.33499999999999974,0.0
A02,0.34499999999999975,0.0
A02,0.35499999999999976,0.0
A02,0.36499999999999977,0.0
A02,0.3749999999999998,0.0
A02,0.3849999999999998,0.0
A02,0.3949999999999998,0.0
A15,-0.095,0.0
A15,-0.085,0.0
A15,-0.07500000000000001,0.0
A15,-0.06500000000000002,0.0
A15,-0.05500000000000003,0.0
A15,-0.04500000000000003,0.0
A15,-0.03500000000000004,0.0
A15,-0.02500000000000004,0.0
A15,-0.015000000000000045,0.0
A15,-0.00500000000000005,0.0
A15,0.004999999999999945,0.0
A15,0.01499999999999994,0.0
A15,0.024999999999999935,0.0
A15,0.03499999999999994,0.0
A15,0.04499999999999992,0.0
A15,0.0549999999999999,0.0
A15,0.06499999999999992,0.0
A15,0.07499999999999993,0.0
A15,0.08499999999999991,0.0
A15,0.09499999999999989,0.0
A15,0.1049999999999999,0.0
A15,0.11499999999999991,0.0
A15,0.12499999999999989,0.0
A15,0.13499999999999987,0.0
A15,0.14499999999999988,0.0
A15,0.1549999999999999,0.0
A15,0.1649999999999999,0.0
A15,0.17499999999999985,0.0
A15,0.18499999999999986,0.0
A15,0.19499999999999987,0.0
A15,0.20499999999999982,0.0
A15,0.21499999999999983,0.0
A15,0.22499999999999984,0.0
A15,0.23499999999999985,0.0
A15,0.24499999999999986,0.0
A15,0.2549999999999998,0.0
A15,0.2649999999999998,0.0
A15,0.2749999999999998,0.0
A15,0.2849999999999998,0.0
A15,0.2949999999999998,0.0
A15,0.3049999999999998,0.0
A15,0.31499999999999984,0.0
A15,0.32499999999999984,0.0
A15,0.33499999999999974,0.0
A15,0.34499999999999975,0.0
A15,0.35499999999999976,0.0
A15,0.36499999999999977,0.0
A15,0.3749999999999998,0.0
A15,0.3849999999999998,0.0
A15,0.3949999999999998,0.0
A21,-0.095,1.5625
A21,-0.085,1.5625
