Global_Idx,Block,Local_Idx,Speaker,Pulse_Samp,Pulse_Time,EstimatedTimeOut,MCS_Time,est_frame_time,closest_frame
1,0,1,40,56603,1.283515,2.349515,20.1811,14.5421,364
2,0,2,10,89266,2.024172,3.090172,20.9218,15.2828,382
3,0,3,10,110298,2.501088,3.567088,21.3987,15.7597,394
4,0,4,30,128908,2.923084,3.989084,21.8207,16.1817,405
5,0,5,40,154544,3.504399,4.570399,22.402,16.763,419
6,0,6,40,182361,4.13517,5.20117,23.0328,17.3938,435
7,0,7,7,220597,5.0022,6.0682,23.8998,18.2608,457
8,0,8,44,247929,5.621973,6.687973,24.5196,18.8806,472
9,0,9,8,277442,6.291202,7.357202,25.1888,19.5498,489
10,0,10,10,300413,6.812086,7.878086,25.7097,20.0707,502
11,0,11,29,330895,7.503288,8.569288,26.4009,20.7619,519
12,0,12,22,361620,8.2,9.266,27.0976,21.4586,536
13,0,13,21,385318,8.73737,9.80337,27.635,21.996,550
14,0,14,22,416285,9.439569,10.505569,28.3372,22.6982,567
15,0,15,40,453794,10.290113,11.356113,29.18775,23.54875,589
16,0,16,39,487668,11.058231,12.124231,29.95585,24.31685,608
17,0,17,30,522755,11.853855,12.919855,30.7515,25.1125,628
18,0,18,40,554206,12.567029,13.633029,31.46465,25.82565,646
19,0,19,8,587112,13.313197,14.379197,32.2108,26.5718,664
20,0,20,44,616140,13.971429,15.037429,32.86905,27.23005,681
21,0,21,10,653407,14.816485,15.882485,33.7141,28.0751,702
22,0,22,43,678316,15.381315,16.447315,34.27895,28.63995,716
23,0,23,39,708072,16.056054,17.122054,34.9537,29.3147,733
24,0,24,29,736131,16.692313,17.758313,35.58995,29.95095,749
25,0,25,22,775094,17.575828,18.641828,36.4735,30.8345,771
26,0,26,44,797338,18.080227,19.146227,36.9779,31.3389,783
27,0,27,30,832666,18.881315,19.947315,37.77895,32.13995,803
28,0,28,9,872356,19.781315,20.847315,38.67895,33.03995,826
29,0,29,9,909381,20.620884,21.686884,39.51855,33.87955,847
30,0,30,9,931140,21.114286,22.180286,40.01195,34.37295,859
31,0,31,21,967195,21.931859,22.997859,40.8295,35.1905,880
32,0,32,44,995982,22.584626,23.650626,41.4823,35.8433,896
33,0,33,39,1024283,23.226372,24.292372,42.124,36.485,912
34,0,34,43,1058885,24.010998,25.076998,42.90865,37.26965,932
35,0,35,8,1091305,24.746145,25.812145,43.6438,38.0048,950
36,0,36,30,1112095,25.217574,26.283574,44.11525,38.47625,962
37,0,37,39,1139670,25.842857,26.908857,44.7405,39.1015,978
38,0,38,21,1170879,26.550544,27.616544,45.4482,39.8092,995
39,0,39,21,1202573,27.269229,28.335229,46.1669,40.5279,1013
40,0,40,29,1221425,27.696712,28.762712,46.5944,40.9554,1024
41,0,41,39,1246576,28.267029,29.333029,47.1647,41.5257,1038
42,0,42,21,1266639,28.721973,29.787973,47.61965,41.98065,1050
43,0,43,9,1300756,29.495601,30.561601,48.3933,42.7543,1069
44,0,44,29,1325181,30.049456,31.115456,48.94715,43.30815,1083
45,0,45,30,1350575,30.625283,31.691283,49.52295,43.88395,1097
46,0,46,22,1390022,31.519773,32.585773,50.41745,44.77845,1119
47,0,47,30,1410328,31.980227,33.046227,50.8779,45.2389,1131
48,0,48,29,1432814,32.490113,33.556113,51.3878,45.7488,1144
49,0,49,9,1471535,33.368141,34.434141,52.2658,46.6268,1166
50,0,50,8,1490628,33.801088,34.867088,52.6988,47.0598,1176
51,0,51,8,1524261,34.563741,35.629741,53.4614,47.8224,1196
52,0,52,39,1548201,35.106599,36.172599,54.0043,48.3653,1209
53,0,53,40,1586679,35.979116,37.045116,54.8768,49.2378,1231
54,0,54,21,1604319,36.379116,37.445116,55.2768,49.6378,1241
55,0,55,22,1640859,37.207687,38.273687,56.1054,50.4664,1262
56,0,56,29,1664315,37.739569,38.805569,56.63725,50.99825,1275
57,0,57,10,1682682,38.156054,39.222054,57.05375,51.41475,1285
58,0,58,8,1707348,38.715374,39.781374,57.6131,51.9741,1299
59,0,59,7,1725231,39.120884,40.186884,58.0186,52.3796,1309
60,0,60,10,1745052,39.57034,40.63634,58.46805,52.82905,1321
61,0,61,7,1767780,40.085714,41.151714,58.9834,53.3444,1334
62,0,62,43,1804562,40.919773,41.985773,59.8175,54.1785,1354
63,0,63,43,1836498,41.643946,42.709946,60.54165,54.90265,1373
64,0,64,10,1869646,42.395601,43.461601,61.2933,55.6543,1391
65,0,65,8,1892859,42.921973,43.987973,61.8197,56.1807,1405
66,0,66,9,1930853,43.783515,44.849515,62.6812,57.0422,1426
67,0,67,7,1970058,44.672517,45.738517,63.5702,57.9312,1448
68,0,68,43,1996906,45.281315,46.347315,64.179,58.54,1464
69,0,69,39,2018423,45.769229,46.835229,64.66695,59.02795,1476
70,0,70,7,2051813,46.526372,47.592372,65.4241,59.7851,1495
71,0,71,7,2077692,47.113197,48.179197,66.0109,60.3719,1509
72,0,72,44,2113989,47.936259,49.002259,66.834,61.195,1530
73,0,73,43,2135264,48.418685,49.484685,67.3164,61.6774,1542
74,0,74,44,2169623,49.1978,50.2638,68.0955,62.4565,1561
75,0,75,43,2198894,49.861542,50.927542,68.75925,63.12025,1578
76,0,76,30,2236645,50.717574,51.783574,69.6153,63.9763,1599
77,0,77,9,2256224,51.161542,52.227542,70.0593,64.4203,1611
78,0,78,29,2288402,51.891202,52.957202,70.78895,65.14995,1629
79,0,79,22,2315008,52.494512,53.560512,71.39225,65.75325,1644
80,0,80,44,2341128,53.086803,54.152803,71.98455,66.34555,1659
81,0,81,22,2375972,53.876916,54.942916,72.77465,67.13565,1678
82,0,82,7,2400155,54.425283,55.491283,73.323,67.684,1692
83,0,83,21,2427245,55.039569,56.105569,73.9373,68.2983,1707
84,1,1,29,54422,1.234059,62.655059,80.4108,74.7718,1869
85,1,2,39,84662,1.919773,63.340773,81.09655,75.45755,1886
86,1,3,43,117083,2.654943,64.075943,81.8317,76.1927,1905
87,1,4,44,154592,3.505488,64.926488,82.68225,77.04325,1926
88,1,5,8,178048,4.03737,65.45837,83.21415,77.57515,1939
89,1,6,40,214103,4.854943,66.275943,84.0317,78.3927,1960
90,1,7,40,234651,5.320884,66.741884,84.49765,78.85865,1971
91,1,8,44,265860,6.028571,67.449571,85.20535,79.56635,1989
92,1,9,22,305308,6.923084,68.344084,86.09985,80.46085,2012
93,1,10,22,344513,7.812086,69.233086,86.98885,81.34985,2034
94,1,11,21,381780,8.657143,70.078143,87.8339,82.1949,2055
95,1,12,7,420501,9.53517,70.95617,88.71195,83.07295,2077
96,1,13,29,451952,10.248345,71.669345,89.4251,83.7861,2095
97,1,14,44,483888,10.972517,72.393517,90.1493,84.5103,2113
98,1,15,8,503225,11.410998,72.831998,90.5878,84.9488,2124
99,1,16,40,526438,11.93737,73.35837,91.11415,85.47515,2137
100,1,17,21,549408,12.458231,73.879231,91.635,85.996,2150
101,1,18,43,586433,13.2978,74.7188,92.4746,86.8356,2171
102,1,19,44,608435,13.796712,75.217712,92.9735,87.3345,2183
103,1,20,21,643036,14.581315,76.002315,93.7581,88.1191,2203
104,1,21,39,680788,15.43737,76.85837,94.61415,88.97515,2224
105,1,22,7,704728,15.980227,77.401227,95.157,89.518,2238
106,1,23,22,722368,16.380227,77.801227,95.557,89.918,2248
107,1,24,43,755273,17.126372,78.547372,96.3032,90.6642,2267
108,1,25,40,782605,17.746145,79.167145,96.92295,91.28395,2282
109,1,26,21,812118,18.415374,79.836374,97.5922,91.9532,2299
110,1,27,8,838966,19.024172,80.445172,98.201,92.562,2314
111,1,28,22,866783,19.654943,81.075943,98.83175,93.19275,2330
112,1,29,43,897750,20.357143,81.778143,99.53395,93.89495,2347
113,1,30,10,918782,20.834059,82.255059,100.01085,94.37185,2359
114,1,31,43,938603,21.283515,82.704515,100.4603,94.8213,2371
115,1,32,21,976597,22.145057,83.566057,101.3219,95.6829,2392
116,1,33,29,999083,22.654943,84.075943,101.83175,96.19275,2405
117,1,34,7,1027869,23.307687,84.728687,102.4845,96.8455,2421
118,1,35,8,1061259,24.06483,85.48583,103.24165,97.60265,2440
119,1,36,39,1096345,24.860431,86.281431,104.03725,98.39825,2460
120,1,37,7,1134582,25.727483,87.148483,104.9043,99.2653,2482
121,1,38,10,1156825,26.231859,87.652859,105.4087,99.7697,2494
122,1,39,43,1186096,26.895601,88.316601,106.0724,100.4334,2511
123,1,40,30,1204463,27.312086,88.733086,106.4889,100.8499,2521
124,1,41,40,1223072,27.734059,89.155059,106.9109,101.2719,2532
125,1,42,9,1252828,28.408798,89.829798,107.5856,101.9466,2549
126,1,43,29,1278948,29.001088,90.422088,108.1779,102.5389,2563
127,1,44,30,1309431,29.692313,91.113313,108.86915,103.23015,2581
128,1,45,10,1337490,30.328571,91.749571,109.5054,103.8664,2597
129,1,46,7,1357795,30.789002,92.210002,109.96585,104.32685,2608
130,1,47,8,1376889,31.221973,92.642973,110.3988,104.7598,2619
131,1,48,39,1396468,31.665941,93.086941,110.8428,105.2038,2630
132,1,49,9,1421862,32.241769,93.662769,111.4186,105.7796,2644
133,1,50,30,1455736,33.009887,94.430887,112.1867,106.5477,2664
134,1,51,29,1492276,33.838458,95.259458,113.0153,107.3763,2684
135,1,52,43,1510158,34.243946,95.664946,113.4208,107.7818,2695
136,1,53,22,1545487,35.045057,96.466057,114.2219,108.5829,2715
137,1,54,21,1584450,35.928571,97.349571,115.1054,109.4664,2737
138,1,55,9,1610328,36.515374,97.936374,115.6922,110.0532,2751
139,1,56,39,1630392,36.97034,98.39134,116.1472,110.5082,2763
140,1,57,10,1666689,37.793401,99.214401,116.97025,111.33125,2783
141,1,58,9,1699352,38.534059,99.955059,117.7109,112.0719,2802
142,1,59,44,1726442,39.148345,100.569345,118.3252,112.6862,2817
143,1,60,10,1747959,39.636259,101.057259,118.8131,113.1741,2829
144,1,61,44,1773111,40.206599,101.627599,119.38345,113.74445,2844
145,1,62,22,1795839,40.721973,102.142973,119.89885,114.25985,2856
146,1,63,39,1817114,41.204399,102.625399,120.38125,114.74225,2869
147,1,64,7,1855592,42.076916,103.497916,121.2538,115.6148,2890
148,1,65,30,1887286,42.795601,104.216601,121.97245,116.33345,2908
149,1,66,29,1915830,43.442857,104.863857,122.6197,116.9807,2925
150,1,67,9,1933955,43.853855,105.274855,123.0307,117.3917,2935
151,1,68,8,1952806,44.281315,105.702315,123.4582,117.8192,2945
152,1,69,7,1980381,44.906599,106.327599,124.0835,118.4445,2961
153,1,70,9,2006017,45.487914,106.908914,124.6648,119.0258,2976
154,1,71,44,2027776,45.981315,107.402315,125.1582,119.5192,2988
155,1,72,10,2054139,46.579116,108.000116,125.756,120.117,3003
156,1,73,30,2079048,47.143946,108.564946,126.3208,120.6818,3017
157,1,74,21,2102746,47.681315,109.102315,126.8582,121.2192,3030
158,1,75,29,2138559,48.493401,109.914401,127.6703,122.0313,3051
159,1,76,40,2174130,49.3,110.721,128.4769,122.8379,3071
160,1,77,39,2208489,50.079116,111.500116,129.256,123.617,3090
161,1,78,22,2248179,50.979116,112.400116,130.156,124.517,3113
162,1,79,30,2282296,51.752744,113.173744,130.92965,125.29065,3132
163,1,80,40,2313021,52.449456,113.870456,131.62635,125.98735,3150
164,1,81,9,2343018,53.12966,114.55066,132.30655,126.66755,3167
165,1,82,8,2379801,53.963741,115.384741,133.14065,127.50165,3188
166,1,83,10,2406406,54.567029,115.988029,133.7439,128.1049,3203
