frame,blue_peak,blue_x,blue_y,blue_xa,blue_ya,blue_xc,blue_yc,red_x,red_y,red_xa,red_ya,red_xc,red_yc,red_peak
363,1,320.5,240.5,1.47178825021748e-05,1.1534493252858e-05,319.5,239.5,630.064712301089,317.72663498885,0.0184806382516566,0.0249110375719166,2.07444259243356,2.8295739317429,1
364,0,320.5,240.5,-0,-0,319.5,239.5,591.964055033087,317.962396430232,0.00675287701830745,0.0266107000940802,9.39516237204194,2.21886165488541,1
365,0,320.5,240.5,-0,-0,319.5,239.5,629.633408765128,319.828785412756,0.0191748126793405,0.0288775653256005,2.31978129620163,2.72149837970271,1
381,1,320.5,240.5,1.47178825021748e-05,1.1534493252858e-05,319.5,239.5,590.901289153275,317.70113820665,0.00735658562358884,0.018491464634751,7.52312235227565,2.1556531339525,1
382,10,50.0617072839297,480.183629524708,0.0392998658083988,0.0491474826763303,1.60694419280051,1.51093921066304,45.6624312279267,240.5,0.00539170202427707,6.01590552434534e-06,0.671302805388197,239.5,2
383,1,217.579982829388,100.644353543401,0.0188378466103552,0.00298305313346259,0.649276692262107,3.10031511244835,592.274989846639,319.529649448054,0.00594137480559523,0.0237457003299095,8.53014777924792,1.58245136784526,1
393,0,320.5,240.5,-0,-0,319.5,239.5,590.901289153275,317.70113820665,0.00735658562358884,0.018491464634751,7.52312235227565,2.1556531339525,1
394,5,49.8031586282523,1166.20234052712,0.0195359326905746,2.28480340945452e+139,1.56220854585981,38.0898936051199,54.2578087114411,479.189424313523,0.0140625681996932,0.0136554671407646,2.05757593212737,2.24376864130207,3
395,0,320.5,240.5,-0,-0,319.5,239.5,590.901289153275,317.70113820665,0.00735658562358884,0.018491464634751,7.52312235227565,2.1556531339525,1
404,1,389.237024561831,240.5,0.0123436421571881,4.40544930749764e-05,0.574173455955805,239.5,591.841529349227,319.531098401552,0.00582135812935859,0.0219973601091095,8.23764189219423,1.63028893395104,1
405,1,320.5,240.5,1.47178825021748e-05,1.1534493252858e-05,319.5,239.5,320.5,240.5,-0,-0,319.5,239.5,0
406,1,218.731318607658,240.5,0.0147015173884484,5.40235495676896e-05,0.659348124092855,239.5,630.070794499478,320.345143488777,0.0187219848563868,0.00664069664722196,1.89419008688799,4.09212341895236,1
418,0,320.5,240.5,-0,-0,319.5,239.5,630.524886962465,319.09846038404,0.0220304074179862,0.0260742500308868,2.82350459758559,2.65311133460389,1
419,0,320.5,240.5,-0,-0,319.5,239.5,835.286037170738,319.634340598408,0.270078531484268,0.0274112229136472,105.809232351839,3.08054385250792,3
420,0,320.5,240.5,-0,-0,319.5,239.5,612.905003651509,320.389637328719,0.023683167142075,0.02633591661292,3.55551285117484,2.80516942984711,3
434,0,320.5,240.5,-0,-0,319.5,239.5,604.205672683685,318.830930141948,0.00781284738364018,0.028230821842743,34.2202332346026,3.39097179503015,1
435,4,49.3081282385736,0,0.0110742484625799,0,1.29738606447395,0,639.767060883517,319.491889468814,0.00377214224139486,0.0254078958279629,57.0033003758303,2.35796474641472,4
436,2,320.5,143.330463876039,2.08980658491017e-05,0.00335393599645707,319.5,0.884893259136521,591.267698455242,317.776923681744,0.00735551298256445,0.0179546800172303,7.7782132359516,2.30442842267516,1
456,0,320.5,240.5,-0,-0,319.5,239.5,630.184139531648,319.115755929835,0.0260144420251085,0.0202290454692308,1.94001417190584,3.39066476084308,1
457,0,320.5,240.5,-0,-0,319.5,239.5,631.27662631024,319.244229804159,0.0280295743344993,0.0317893155104409,3.86730976535212,3.36923118064165,1
458,0,320.5,240.5,-0,-0,319.5,239.5,617.532893363166,319.52601468744,0.00250586654034425,0.021844572825164,44.6513773952098,1.65557039350897,1
471,0,320.5,240.5,-0,-0,319.5,239.5,630.277109083956,318.631023907366,0.0150161328443704,0.0245418871219079,5.77822198385479,3.93437311565647,1
472,7,49.9812697645378,494.017710307115,0.0298266026717521,8.1832732914724,1.60194231614005,6.03120758951842,592.791488782296,304.69520436987,0.013207754836965,0.00521592459826515,10.4740476058514,24.9700603363531,2
473,1,320.5,240.5,1.47178825021748e-05,1.1534493252858e-05,319.5,239.5,630.410505869275,319.054224162862,0.0267571166204108,0.0204740108445723,2.32607882747377,3.81988880001765,1
488,0,320.5,240.5,-0,-0,319.5,239.5,609.161643386709,317.038671117332,0.0030957901781232,0.0177030656700603,38.952501882659,3.88976113582178,1
489,7,49.979493065637,1048.39315187378,0.0298142561678149,1.23453653339252e+103,1.60326869737631,36.6385393753061,631.168374279392,319.160781843749,0.00455339764221791,0.02669026612424,61.0504183030927,2.50153968838846,2
490,1,217.582316876788,100.689476816718,0.0189543424466217,0.00300720974481353,0.644944947808359,3.04835732610027,630.452182264866,318.357453298409,0.0203716587077377,0.0250514033489578,2.53567237391124,3.66363572193961,1
501,1,217.579982829388,100.644353543401,0.0188378466103552,0.00298305313346259,0.649276692262107,3.10031511244835,630.18693973632,319.433026602482,0.0260052779106087,0.0240700836215798,1.94017430435055,2.66064042114429,1
502,9,50.2753310261695,1004.82659458303,0.0375238213453603,1.85260464242865e+94,1.88459824449745,35.3867712590619,739.713644378744,319.941270841165,0.0220235465458523,0.031350017146939,90.2362141843253,2.66619075168714,3
503,2,217.25573682786,98.3304638033232,0.0072517003091647,0.00335393543439461,0.663573738691764,0.88489350331343,629.793229094924,319.163566089983,0.0143129750959879,0.0177457538649751,2.39534983858667,3.95947867146748,1
518,1,217.579982829388,100.644353543401,0.0188378466103552,0.00298305313346259,0.649276692262107,3.10031511244835,612.36160517209,319.996268730619,0.028822925294181,0.0368904436543671,2.19802195964178,2.02101157934739,3
519,10,50.0623823725497,1027.63533230335,0.039204147246673,9.10556372355892e+100,1.61479733643759,35.688525178853,616.964904841194,318.534024296706,0.0068775699118277,0.0246020459130076,47.0362495313384,4.0395417971555,2
520,0,320.5,240.5,-0,-0,319.5,239.5,596.235093539696,319.523916845061,0.0108322254713573,0.0260268938094978,7.33295706733145,2.22081694219976,1
535,1,320.5,240.5,1.47178825021748e-05,1.1534493252858e-05,319.5,239.5,630.672786105276,319.42966627548,0.0274378216759121,0.0253657507335418,3.54577205886331,4.02907212528923,1
536,1,320.5,240.5,1.47178825021748e-05,1.1534493252858e-05,319.5,239.5,601.753954296929,319.912850969099,0.00923417408020088,0.0356624239091328,17.8690262306047,1.91410606443674,2
537,1,217.588445273368,101.441255247977,0.018483220939569,0.00419466452913047,0.658542206852265,3.08656638961776,603.945045583763,319.892016057208,0.00916672125507875,0.0353897663497884,20.2966955595973,1.97647644517663,2
549,0,320.5,240.5,-0,-0,319.5,239.5,596.586722175422,318.006857645604,0.00903525357541589,0.0252776703893192,10.778189815781,2.36345209301111,1
550,7,49.9812697645378,494.017710307115,0.0298266026717521,8.1832732914724,1.60194231614005,6.03120758951842,737.033773998423,319.137250789436,0.0219073897201545,0.0244015325946101,88.9334653330314,3.39492500965288,2
551,1,320.5,240.5,1.47178825021748e-05,1.1534493252858e-05,319.5,239.5,632.099229225764,319.790319079887,0.0230802674079324,0.0326679313415787,5.28896373338302,3.52361402348371,1
566,1,320.5,240.5,1.47178825021748e-05,1.1534493252858e-05,319.5,239.5,628.683246024324,315.276449913276,0.0119621170649699,0.0127798336640184,6.141347475824,7.31922345027887,1
567,14,49.9547874646901,480.330499142476,0.0515613750077037,0.0911194958747657,2.21385646721025,1.63562067873184,603.698954332652,317.398069619332,0.00491594581149282,0.0262852329303323,41.7065128725745,3.11723837026185,1
568,1,320.5,240.5,1.47178825021748e-05,1.1534493252858e-05,319.5,239.5,630.185644126433,319.528123323026,0.0278399306579066,0.0248069675852085,2.14899958650853,3.30184771912943,1
588,1,320.5,240.5,1.47178825021748e-05,1.1534493252858e-05,319.5,239.5,595.55229525519,291.364291237591,0.0144214102072748,0.0261081460094159,8.8375876082811,2.08745912397356,1
