Global_Idx,Block,Local_Idx,Speaker,Pulse_Samp,Pulse_Time,EstimatedTimeOut,MCS_Time
1,0,1,8,61449,1.393401,2.642401,57.4107
2,0,2,40,86358,1.958231,3.207231,57.9755
3,0,3,44,119022,2.698912,3.947912,58.7162
4,0,4,9,146112,3.313197,4.562197,59.42335
5,0,5,44,166417,3.773628,5.022628,59.8838
6,0,6,8,189145,4.289002,5.538002,60.39915
7,0,7,44,208724,4.732971,5.981971,60.84315
8,0,8,40,247445,5.610998,6.859998,61.72115
9,0,9,29,280350,6.357143,7.606143,62.4673
10,0,10,29,302836,6.867029,8.116029,62.9772
11,0,11,30,330653,7.4978,8.7468,63.60795
12,0,12,40,357016,8.095601,9.344601,64.29865
13,0,13,29,396464,8.990113,10.239113,65.19315
14,0,14,7,415800,9.428571,10.677571,65.63165
15,0,15,44,451128,10.22966,11.47866,66.5256
16,0,16,9,468768,10.62966,11.87866,67.0185
17,0,17,39,492466,11.167029,12.416029,67.55585
18,0,18,40,529975,12.017574,13.266574,68.4064
19,0,19,21,550038,12.472517,13.721517,68.86135
20,0,20,43,577371,13.092313,14.341313,69.48115
21,0,21,8,614153,13.926372,15.175372,70.3152
22,0,22,21,635428,14.408798,15.657798,70.8905
23,0,23,30,670272,15.198912,16.447912,71.68065
24,0,24,22,694454,15.747256,16.996256,72.22895
25,0,25,10,720575,16.339569,17.588569,72.8213
26,0,26,43,757115,17.168141,18.417141,73.64985
27,0,27,43,792928,17.980227,19.229227,74.46195
28,0,28,10,818806,18.567029,19.816029,75.14165
29,0,29,39,847592,19.219773,20.468773,75.7944
30,0,30,8,882194,20.004399,21.253399,76.579
31,0,31,21,903226,20.481315,21.730315,77.05595
32,0,32,9,932739,21.150544,22.399544,77.72515
33,0,33,39,951833,21.583515,22.832515,78.15815
34,0,34,30,986192,22.36263,23.61163,78.93725
35,0,35,40,1025155,23.246145,24.495145,79.91365
36,0,36,7,1053699,23.893401,25.142401,80.5609
37,0,37,8,1078124,24.447256,25.696256,81.11475
38,0,38,43,1114422,25.27034,26.51934,82.03075
39,0,39,29,1139573,25.840658,27.089658,82.60105
40,0,40,29,1157940,26.257143,27.506143,83.01755
41,0,41,10,1197630,27.157143,28.406143,83.91755
42,0,42,22,1217451,27.606599,28.855599,84.367
43,0,43,30,1241391,28.149456,29.398456,84.90985
44,0,44,9,1272115,28.846145,30.095145,85.60655
45,0,45,39,1305505,29.603288,30.852288,86.45655
46,0,46,10,1337442,30.327483,31.576483,87.18075
47,0,47,30,1375435,31.189002,32.438002,88.13515
48,0,48,40,1403737,31.830771,33.079771,88.77695
49,0,49,8,1434946,32.538458,33.787458,89.48465
50,0,50,29,1471002,33.356054,34.605054,90.30225
51,0,51,21,1499061,33.992313,35.241313,90.9385
52,0,52,22,1534147,34.787914,36.036914,91.82695
53,0,53,22,1563902,35.46263,36.71163,92.5017
54,0,54,7,1596323,36.1978,37.4468,93.23685
55,0,55,44,1614932,36.619773,37.868773,93.65885
56,0,56,21,1637176,37.124172,38.373172,94.16325
57,0,57,9,1670324,37.875828,39.124828,95.00775
58,0,58,7,1696929,38.479116,39.728116,95.61105
59,0,59,30,1714812,38.884626,40.133626,96.01655
60,0,60,40,1744809,39.56483,40.81383,96.78965
61,0,61,29,1775049,40.250544,41.499544,97.47535
62,0,62,10,1798262,40.776916,42.025916,98.00175
63,0,63,43,1823656,41.352744,42.601744,98.57755
64,0,64,8,1841781,41.763741,43.012741,98.98855
65,0,65,44,1866448,42.323084,43.572084,99.5479
66,0,66,39,1886995,42.789002,44.038002,100.1067
67,0,67,10,1909966,43.309887,44.558887,100.6276
68,0,68,22,1933422,43.841769,45.090769,101.1595
69,0,69,7,1959058,44.423084,45.672084,101.7408
70,0,70,22,1997536,45.295601,46.544601,102.61335
71,0,71,21,2033107,46.1022,47.3512,103.5128
72,0,72,43,2064558,46.815374,48.064374,104.226
73,0,73,22,2091406,47.424172,48.673172,104.8348
74,0,74,43,2128431,48.263741,49.512741,105.67435
75,0,75,39,2167636,49.152744,50.401744,106.56335
76,0,76,44,2199330,49.871429,51.120429,107.28205
77,0,77,21,2236597,50.716485,51.965485,108.1271
78,0,78,39,2267079,51.407687,52.656687,108.8183
79,0,79,9,2296108,52.065941,53.314941,109.47655
80,0,80,30,2314959,52.493401,53.742401,109.90405
81,0,81,9,2342534,53.118685,54.367685,110.6222
82,0,82,10,2376166,53.881315,55.130315,111.4777
83,0,83,7,2413918,54.73737,55.98637,112.33375
84,1,1,39,53938,1.223084,65.587084,120.21305
85,1,2,43,90720,2.057143,66.421143,121.0471
86,1,3,40,108845,2.468141,66.832141,121.4581
87,1,4,43,133027,3.016485,67.380485,122.00645
88,1,5,8,158663,3.5978,67.9618,122.58775
89,1,6,8,195203,4.426372,68.790372,123.41635
90,1,7,22,228593,5.183515,69.547515,124.26635
91,1,8,22,265618,6.023084,70.387084,125.10595
92,1,9,21,292950,6.642857,71.006857,125.72575
93,1,10,30,323432,7.334059,71.698059,126.41695
94,1,11,9,344465,7.810998,72.174998,126.89385
95,1,12,8,376643,8.540658,72.904658,127.62355
96,1,13,21,404702,9.176916,73.540916,128.2598
97,1,14,44,443908,10.065941,74.429941,129.1488
98,1,15,39,481417,10.916485,75.280485,129.99935
99,1,16,39,510688,11.580227,75.944227,130.6631
100,1,17,9,546258,12.386803,76.750803,131.4697
101,1,18,43,570683,12.940658,77.304658,132.02355
102,1,19,7,594138,13.472517,77.836517,132.5554
103,1,20,44,628498,14.251655,78.615655,133.33455
104,1,21,30,664311,15.063741,79.427741,134.14665
105,1,22,9,685585,15.546145,79.910145,134.62905
106,1,23,30,704437,15.973628,80.337628,135.05655
107,1,24,30,732012,16.598912,80.962912,135.6818
108,1,25,44,756678,17.158231,81.522231,136.24115
109,1,26,10,791522,17.948345,82.312345,137.03125
110,1,27,29,821520,18.628571,82.992571,137.71145
111,1,28,40,843764,19.132971,83.496971,138.21585
112,1,29,9,873519,19.807687,84.171687,138.8906
113,1,30,43,904486,20.509887,84.873887,139.5928
114,1,31,10,926003,20.9978,85.3618,140.1736
115,1,32,39,953093,21.612086,85.976086,140.78785
116,1,33,8,978972,22.198912,86.562912,141.3747
117,1,34,39,1016965,23.060431,87.424431,142.23625
118,1,35,7,1040178,23.586803,87.950803,142.7626
119,1,36,30,1058545,24.003288,88.367288,143.1791
120,1,37,40,1092178,24.765941,89.129941,143.94175
121,1,38,22,1112483,25.226372,89.590372,144.40215
122,1,39,40,1139088,25.82966,90.19366,145.09835
123,1,40,21,1158667,26.273628,90.637628,145.5423
124,1,41,40,1198357,27.173628,91.537628,146.4423
125,1,42,30,1236108,28.02966,92.39366,147.29835
126,1,43,10,1275556,28.924172,93.288172,148.19285
127,1,44,39,1314277,29.8022,94.1662,149.16375
128,1,45,7,1338217,30.345057,94.709057,149.70665
129,1,46,29,1368942,31.041769,95.405769,150.40335
130,1,47,22,1402089,31.793401,96.157401,151.15495
131,1,48,7,1421183,32.226372,96.590372,151.58795
132,1,49,22,1458450,33.071429,97.435429,152.433
133,1,50,7,1480452,33.57034,97.93434,152.93195
134,1,51,7,1508268,34.201088,98.565088,153.65555
135,1,52,8,1546747,35.073628,99.437628,154.5281
136,1,53,40,1567295,35.539569,99.903569,154.99405
137,1,54,22,1585904,35.961542,100.325542,155.416
138,1,55,44,1620990,36.757143,101.121143,156.2116
139,1,56,7,1652926,37.481315,101.845315,156.9358
140,1,57,21,1685347,38.216485,102.580485,157.67095
141,1,58,44,1718010,38.957143,103.321143,158.41165
142,1,59,44,1756246,39.824172,104.188172,159.27865
143,1,60,21,1783094,40.432971,104.796971,159.88745
144,1,61,10,1804853,40.926372,105.290372,160.38085
145,1,62,10,1824189,41.36483,105.72883,160.8193
146,1,63,29,1850310,41.957143,106.321143,161.41165
147,1,64,30,1868192,42.36263,106.72663,161.8171
148,1,65,29,1893344,42.932971,107.296971,162.38745
149,1,66,43,1925038,43.651655,108.015655,163.10615
150,1,67,39,1951401,44.249456,108.613456,163.79685
151,1,68,29,1976795,44.825283,109.189283,164.37265
152,1,69,43,2010669,45.593401,109.957401,165.14075
153,1,70,43,2030490,46.042857,110.406857,165.59025
154,1,71,8,2063395,46.789002,111.153002,166.3364
155,1,72,40,2091697,47.430771,111.794771,166.97815
156,1,73,21,2122906,48.138458,112.502458,167.68585
157,1,74,29,2145392,48.648345,113.012345,168.19575
158,1,75,9,2174905,49.317574,113.681574,168.86495
159,1,76,10,2203449,49.96483,114.32883,169.5122
160,1,77,21,2224239,50.436259,114.800259,169.98365
161,1,78,22,2258841,51.220884,115.584884,170.76825
162,1,79,10,2287627,51.873628,116.237628,171.42105
163,1,80,29,2310598,52.394512,116.758512,171.9419
164,1,81,9,2333326,52.909887,117.273887,172.4573
165,1,82,9,2372289,53.793401,118.157401,173.4337
166,1,83,8,2406406,54.567029,118.931029,174.2073
167,2,1,43,57572,1.305488,127.617488,182.24645
168,2,2,30,90720,2.057143,128.369143,182.99815
169,2,3,30,111025,2.517574,128.829574,183.45855
170,2,4,9,138600,3.142857,129.454857,184.08385
171,2,5,8,171263,3.883515,130.195515,184.8245
172,2,6,40,191326,4.338458,130.650458,185.27945
173,2,7,29,209935,4.760431,131.072431,185.70145
174,2,8,29,236541,5.363741,131.675741,186.3976
175,2,9,9,258542,5.86263,132.17463,186.8965
176,2,10,39,296778,6.72966,133.04166,187.76355
177,2,11,9,318295,7.217574,133.529574,188.25145
178,2,12,8,348051,7.892313,134.204313,188.9262
179,2,13,30,372233,8.440658,134.752658,189.47455
180,2,14,10,399323,9.054943,135.366943,190.08885
181,2,15,39,438286,9.938458,136.250458,190.97235
182,2,16,8,473615,10.739569,137.051569,191.77345
183,2,17,7,513062,11.634059,137.946059,192.76085
184,2,18,7,550329,12.479116,138.791116,193.6059
185,2,19,22,585415,13.274717,139.586717,194.4015
186,2,20,10,614202,13.927483,140.239483,195.05425
187,2,21,44,632326,14.338458,140.650458,195.46525
188,2,22,21,666443,15.112086,141.424086,196.23885
189,2,23,9,689414,15.632971,141.944971,196.75975
190,2,24,22,713838,16.186803,142.498803,197.3136
191,2,25,22,749652,16.998912,143.310912,198.1257
192,2,26,7,780861,17.706599,144.018599,198.92625
193,2,27,10,814493,18.469229,144.781229,199.6889
194,2,28,44,839160,19.028571,145.340571,200.24825
195,2,29,43,871581,19.763741,146.075741,200.9834
196,2,30,9,907152,20.57034,146.88234,201.79005
197,2,31,43,928426,21.052744,147.364744,202.27245
198,2,32,29,963028,21.83737,148.14937,203.05705
199,2,33,21,988906,22.424172,148.736172,203.64385
200,2,34,22,1026658,23.280227,149.592227,204.4999
201,2,35,29,1045994,23.718685,150.030685,204.93835
202,2,36,8,1064361,24.13517,150.44717,205.35485
203,2,37,7,1098720,24.914286,151.226286,206.13395
204,2,38,22,1118541,25.363741,151.675741,206.58345
205,2,39,10,1157019,26.236259,152.548259,207.45595
206,2,40,21,1193802,27.07034,153.38234,208.29005
207,2,41,21,1213380,27.514286,153.826286,208.734
208,2,42,43,1245074,28.232971,154.544971,209.45265
209,2,43,44,1278464,28.990113,155.302113,210.2098
210,2,44,21,1309431,29.692313,156.004313,210.912
211,2,45,8,1338459,30.350544,156.662544,211.57025
212,2,46,39,1359492,30.827483,157.139483,212.0472
213,2,47,22,1397001,31.678027,157.990027,212.89775
214,2,48,7,1420214,32.204399,158.516399,213.4241
215,2,49,40,1441004,32.675828,158.987828,213.89555
216,2,50,43,1466155,33.246145,159.558145,214.46585
217,2,51,40,1496153,33.926372,160.238372,215.1461
218,2,52,40,1526635,34.617574,160.929574,215.8373
219,2,53,9,1553968,35.23737,161.54937,216.4571
220,2,54,7,1582512,35.884626,162.196626,217.10435
221,2,55,21,1600152,36.284626,162.596626,217.50435
222,2,56,30,1619245,36.717574,163.029574,217.9373
223,2,57,30,1642701,37.249456,163.561456,218.4692
224,2,58,44,1660583,37.654943,163.966943,218.87465
225,2,59,9,1691308,38.351655,164.663655,219.5714
226,2,60,30,1716702,38.927483,165.239483,220.1472
227,2,61,44,1749607,39.673628,165.985628,220.89335
228,2,62,40,1773305,40.210998,166.522998,221.43075
229,2,63,8,1792156,40.638458,166.950458,221.8582
230,2,64,22,1831846,41.538458,167.850458,222.7582
231,2,65,8,1863298,42.251655,168.563655,223.4714
232,2,66,7,1889418,42.843946,169.155946,224.0637
233,2,67,21,1928139,43.721973,170.033973,224.9417
234,2,68,39,1954502,44.319773,170.631773,225.53955
235,2,69,44,1979412,44.884626,171.196626,226.10435
236,2,70,29,2014255,45.674717,171.986717,226.89445
237,2,71,10,2050311,46.492313,172.804313,227.80495
238,2,72,29,2074251,47.03517,173.34717,228.3478
