,index,Global_Idx,Block,Local_Idx,Speaker,Pulse_Samp,Pulse_Time,EstimatedTimeOut,MCS_Time,est_frame_time,closest_frame,frame,blue_x,red_x,blue_y,red_y,head_x,head_y,blue_zero_x,blue_zero_y,head_angle,speak_xpix,speak_ypix,h2s_x,h2s_y,h2s_distance,h2s_theta
15,148,149,1,66,29,1915830,43.442857,104.863857,122.6197,116.9807,2925,2925,323.643227009819,328.012478235653,123.128271585635,295.33604262407,325.82785262273603,209.2321571048525,-2.1846256129170456,-86.10388551921749,-3.166959186190128,267.0,101.0,56.0637468070712,109.68943599875257,123.186509309144,1.0982975314490622
16,184,185,2,19,29,580812,13.17034,134.87734,152.6263,146.9873,3675,3675,305.088932775058,309.890093435597,256.314361667649,262.199240541228,307.48951310532755,259.2568011044385,-2.40058033026952,-2.9424394367895275,-3.8259219723732127,267.0,101.0,-68.66956401271248,148.21979201719412,163.35426461319062,2.0046516265641365
17,245,246,2,80,29,2314232,52.476916,174.183916,191.933,186.294,4657,4657,262.884395283419,258.156169816277,415.400234758189,298.764579845949,260.520282549848,357.082407302069,2.3641127335710053,58.31782745612003,-0.04051623799640525,267.0,101.0,16.847057055092424,-255.60978607330162,256.1643731432155,-1.5049822358145644
18,256,257,3,8,29,258591,5.863741,187.856741,205.59885,199.95985,4999,4999,272.206870926221,275.973188659539,378.517471293619,385.974256280146,274.09002979288,382.2458637868825,-1.8831588666590164,-3.7283924932635273,-3.6093007828908825,267.0,101.0,-120.46878591373141,254.2376369465488,281.3352171692936,2.0133004287847776
19,368,369,4,37,29,1092420,24.771429,267.139429,284.87865,279.23965,6981,6981,391.302743386475,392.241601182629,64.2601800045692,62.8499051685825,391.77217228455197,63.55504258657585,-0.46942889807695565,0.7051374179933418,0.5873516652080046,267.0,101.0,-83.11131273302887,100.31315720328884,130.26979623956993,2.2626863617397
20,377,378,4,46,29,1353676,30.695601,273.063601,290.8028,285.1638,7129,7129,207.594958601305,211.104731056419,76.6122813196405,295.392753255356,209.349844828862,186.00251728749825,-1.7548862275569945,-109.39023596785775,-3.157633716939877,267.0,101.0,-59.006210473941984,84.06685114819389,102.70817073859182,2.1827938319065705
21,433,434,5,19,29,543012,12.313197,314.994197,332.7924,327.1534,8179,8179,238.507268974727,205.57422483475,431.078842859843,298.92907378756,222.0407469047385,365.0039583237015,16.466522069988486,66.0748845361415,-0.2442349969674389,267.0,101.0,107.46485773401918,-245.29722542595857,267.80482529160395,-1.1578818995829612
22,506,507,6,9,29,282288,6.401088,369.503088,387.25235,381.61335,9540,9540,379.830379848142,371.442170778692,392.203414592794,385.780659313604,375.636275313417,388.992036953199,4.194104534725,3.211377639595014,-0.9173299491522124,267.0,101.0,162.61568136684417,-261.33770075521494,307.80067196551937,-1.0141816815189837
23,518,519,6,21,29,649772,14.734059,377.836059,395.58535,389.94635,9749,9749,370.442903324057,367.347752446713,387.463879297301,378.461406863403,368.895327885385,382.962643080352,1.5475754386720268,4.501236216948996,-0.33115081092083787,267.0,101.0,-4.684287556976972,-299.772659506853,299.80925592404265,-1.5864211885048616
24,519,520,6,22,29,674682,15.298912,378.400912,396.1502,390.5112,9763,9763,343.003709071808,340.073495126921,370.804346966438,361.845764433411,341.5386020993645,366.3250556999245,1.4651069724434933,4.479291266513485,-0.31611614730208726,267.0,101.0,11.638378501572303,-275.3505702390129,275.5964230266703,-1.5285539769869396
25,661,662,7,81,29,2370157,53.745057,477.157057,494.87565,489.23665,12231,12231,375.769400231826,368.10587713554,418.310564183687,297.51217022559,371.937638683683,357.9113672046385,3.8317615481429925,60.3991969790485,-0.06335569909686245,267.0,101.0,-88.46118975489561,-263.03987628991194,277.51641142725924,-1.8952175040596742
26,734,735,8,71,29,2062426,46.767029,530.453029,548.1768,542.5378,13563,13563,404.764454033732,412.062031738718,78.5725738493751,86.7813402805464,408.413242886225,82.67695706496076,-3.6487888524929986,-4.104383215585656,-3.868295994761485,267.0,101.0,117.86184684625056,80.262221648723,142.59536866952504,0.5978503165799971
27,789,790,9,43,29,1277010,28.957143,572.940143,590.646,585.007,14625,14625,194.389784800309,187.96046814825,372.947774572699,364.856590277548,191.1751264742795,368.9021824251235,3.2146583260295074,4.045592147575519,-0.6714442425131498,267.0,101.0,226.0317133519838,-162.57507604950482,278.4259161668246,-0.6235340861756004
28,52,53,0,53,40,1586679,35.979116,37.045116,54.8768,49.2378,1231,1231,325.646712936612,318.477900019648,122.016338843832,298.399567817657,322.06230647813004,210.2079533307445,3.584406458481965,-88.19161448691248,-3.100971617712939,270.8,282.1,48.3004927840393,-73.91449679576473,88.29660491633949,-0.9919895250923592
29,189,190,2,24,40,702692,15.934059,137.641059,155.39,149.751,3744,3744,308.57468088067,307.347028647847,480.0,293.228935105883,307.9608547642585,386.6144675529415,0.6138261164114738,93.3855324470585,-0.006572937589877981,270.8,282.1,-36.473089901584245,-104.75646408559294,110.92431227952315,-1.9058401980686528
30,213,214,2,48,40,1416337,32.116485,153.823485,171.5725,165.9335,4148,4148,270.196773531991,274.744240909653,410.305559146412,298.845242340193,272.470507220822,354.5754007433025,-2.273733688830987,55.7301584031095,0.040776366443115775,270.8,282.1,-4.623583229639637,-72.34705789039181,72.49465019763258,-1.6346179122739326
31,227,228,2,62,40,1829520,41.485714,163.192714,180.94175,175.30275,4383,4383,269.879972849844,268.788830323901,410.525515612121,298.522213116963,269.3344015868725,354.52386436454196,0.5455712629715208,56.00165124757905,-0.009741748540772921,270.8,282.1,2.1710527854474697,-72.40615055369904,72.4386920657885,-1.540820938208768
32,500,501,6,3,40,117083,2.654943,365.756943,383.5062,377.8672,9447,9447,392.43993673649,383.039557611832,384.349156635163,379.685083859547,387.739747174161,382.017120247355,4.700189562329001,2.332036387807989,-1.1102270841023416,270.8,282.1,37.530901576529956,-149.1635572602568,153.81266328778358,-1.324303833926309
33,508,509,6,11,40,358276,8.124172,371.226172,388.97545,383.33645,9583,9583,380.542411107584,373.150833041268,388.057072639771,380.676522486971,376.846622074426,384.366797563371,3.6957890331579506,3.6902750763999848,-0.7861446984466762,270.8,282.1,-2.5627743218347816,-147.3017858854365,147.32407792775638,-1.588192692860995
34,746,747,8,83,40,2385568,54.094512,537.780512,555.5043,549.8653,13747,13747,394.739323720777,398.879217696318,212.667472384943,220.550157599755,396.8092707085475,216.608814992349,-2.069946987770493,-3.941342607406,-3.6251872504864115,270.8,282.1,142.01077862288048,0.6085828863891848,142.0120826486478,0.004285443448303283
35,759,760,9,13,40,412214,9.347256,553.330256,571.0361,565.3971,14135,14135,218.999844189382,228.009873995433,227.16369924979,228.373846934353,223.50485909240751,227.7687730920715,-4.505014903025511,-0.605073842281513,-4.578876810576521,270.8,282.1,47.5519713583175,-54.106585465427386,72.03271875189667,-0.8497857943013356
36,171,172,2,6,21,187934,4.261542,125.968542,143.7175,138.0785,3452,3452,294.195141181262,292.652516407199,280.805980028021,287.646129247961,293.42382879423053,284.226054637991,0.7713123870314575,-3.4200746099700154,-2.919778548036039,268.5,160.5,51.532881769763364,115.21152691701835,126.21146476468472,1.1501989167446287
37,237,238,2,72,21,2088547,47.359342,169.066342,186.8154,181.1764,4529,4529,265.387376379995,272.48901686247,412.448886832742,295.548710440201,268.93819662123246,353.9987986364715,-3.5508202412374885,58.450088196270485,0.06067504564305559,268.5,160.5,-12.17073630292379,-193.11615744903713,193.49929480501115,-1.6337359646485539
38,298,299,3,50,21,1450405,32.889002,214.882002,232.6242,226.9852,5675,5675,383.587024141334,375.489335565728,413.92133861896,408.518413431556,379.538179853531,411.21987602525803,4.048844287802979,2.70146259370199,-0.9824119903667344,268.5,160.5,146.93027846973598,-231.51981964426216,274.20782924509257,-1.005299385839721
39,313,314,3,65,21,1905944,43.218685,225.211685,242.9539,237.3149,5933,5933,369.958685431523,368.321746519086,410.44236636801,400.512101465149,369.1402159753045,405.4772339165795,0.8184694562185086,4.96513245143052,-0.16337419316641522,268.5,160.5,-59.45494791411658,-258.084109114653,264.8439129165978,-1.7972165077478313
40,331,332,3,83,21,2410283,54.654943,236.647943,254.3902,248.7512,6219,6219,390.442745413459,380.584320250853,185.724279472424,296.817302763322,385.513532832156,241.270791117873,4.929212581303034,-55.54651164544899,-3.0530842249690746,268.5,160.5,123.69507073365672,70.11146154420668,142.18328862306257,0.5156566295441927
41,344,345,4,13,21,421179,9.550544,251.918544,269.6577,264.0187,6600,6600,400.722538089329,396.675710815561,199.535415151736,209.700520555663,398.699124452445,204.6179678536995,2.0234136368840154,-5.082552701963493,-2.7627168889758993,268.5,160.5,137.28372551970773,-7.168389160255886,137.47074996421358,-0.052168491975702835
42,422,423,5,8,21,233633,5.2978,307.9788,325.777,320.138,8003,8003,236.683783459519,242.618397952712,430.917160066437,295.90128385436,239.6510907061155,363.4092219603985,-2.967307246596505,67.50793810603852,0.04392666344036944,268.5,160.5,19.91082204796405,-203.9803203483006,204.94977902896366,-1.4734930952900693
43,451,452,5,37,21,1097508,24.886803,327.567803,345.36605,339.72705,8493,8493,211.194111734603,229.380599408423,341.910381899223,337.162088930553,220.287355571513,339.536235414888,-9.093243836909977,2.3741464843350286,1.3154084380632036,268.5,160.5,-161.0497494189217,-91.87715105740625,185.4142191805227,-2.6231549283081383
44,502,503,6,5,21,160844,3.647256,366.749256,384.4985,378.8595,9471,9471,382.903009051742,375.994181248874,386.396899209512,378.866255132368,379.448595150308,382.63157717094,3.454413901434009,3.7653220385720374,-0.7423611101619317,268.5,160.5,68.41234605548712,-238.68761855081738,248.2982648797132,-1.2916606680396376
45,509,510,6,12,21,396028,8.980227,372.082227,389.8315,384.1925,9605,9605,388.004875375793,377.906762656006,384.792890066333,381.349079852687,382.95581901589946,383.07098495951,5.049056359893541,1.7219051068229874,-1.242130330589996,268.5,160.5,173.71346936592658,-180.1710532058356,250.27580356967542,-0.8036438532324823
46,533,534,6,36,21,1085926,24.624172,387.726172,405.4755,399.8365,9996,9996,311.58425683849,319.912957971548,351.626504366573,355.408703666706,315.748607405019,353.5176040166395,-4.164350566529038,-1.8910996500665078,-4.286117178316903,268.5,160.5,-156.2088425440069,122.82924681483448,198.71644713520283,2.4752525370460376
47,543,544,6,46,21,1356584,30.761542,393.863542,411.6129,405.9739,10149,10149,312.859988105003,320.492769355036,356.033626738859,359.371140576828,316.6763787300195,357.7023836578435,-3.8163906250164814,-1.6687569189844567,-4.300179569277044,268.5,160.5,-161.38316988752516,123.14713177710546,203.0018314889636,2.4897772211143683
48,590,591,7,10,21,324159,7.350544,430.762544,448.481,442.842,11071,11071,289.027604386255,282.57212310745,421.528991727391,298.587665783389,285.7998637468525,360.05832875539,3.227740639402498,61.47066297200098,-0.05246045705199376,268.5,160.5,-6.811943855386123,-200.19093206790123,200.30679434633257,-1.6048104378942585
49,722,723,8,59,21,1701969,38.593401,522.279401,540.0031,534.3641,13359,13359,378.144479254029,385.917308213136,209.399357149981,206.697540149025,382.0308937335825,208.048448649503,-3.88641447955348,1.350908500477999,1.2362632957129414,268.5,160.5,-82.18792542118183,91.62567170767522,123.08581884571603,2.301949668340102
50,758,759,9,12,21,391182,8.87034,552.85334,570.55915,564.92015,14123,14123,203.869862313843,220.963143299574,263.838245290303,284.945457007876,212.41650280670848,274.39185114908946,-8.546640492865492,-10.553605858786455,-3.8222996163141736,268.5,160.5,-115.26104716008888,53.21281258452753,126.9516144662851,2.7090746926810594
51,829,830,9,83,21,2383629,54.050544,598.033544,615.7395,610.1005,15253,15253,408.185592995076,397.568386741204,398.202810838379,399.239574542718,402.87698986813996,398.7211926905485,5.3086031269360205,-0.5183818521695116,-1.6681371041621351,268.5,160.5,250.15319749686486,-110.58883232507768,273.5077915762723,-0.4162518660915602
52,210,211,2,45,43,1328282,30.119773,151.826773,169.5758,163.9368,4098,4098,269.463506713541,263.73990772406,409.399028492358,295.365371506498,266.60170721880047,352.382199999428,2.8617994947405236,57.01682849293002,-0.050150104707076704,274.7,399.1,5.746190572927514,47.06502392183685,47.41450392931972,1.449307125294873
53,239,240,2,74,43,2152177,48.8022,170.5092,188.25825,182.61925,4565,4565,263.992162429515,259.569971795736,413.661290918698,420.795317053245,261.7810671126255,417.2283039859715,2.211095316889498,-3.5670130672734786,-2.58668862222264,274.7,399.1,-1.4293503366212144,22.214661599301373,22.26059820301948,1.6350504106455954
54,341,342,4,10,43,316405,7.174717,249.542717,267.2819,261.6429,6541,6541,401.400332228294,396.836384423795,200.103614286255,209.194498161262,399.1183583260445,204.64905622375852,2.281973902249547,-4.5454419375035116,-2.6763178501735654,274.7,399.1,23.948480075566074,-229.60306558512943,230.84864613858804,-1.4668682931488757
55,420,421,5,6,43,166853,3.783515,306.464515,324.2627,318.6237,7966,7966,239.70530471648,245.906323285213,425.143353901213,299.885318697978,242.8058140008465,362.51433629959547,-3.100509284366524,62.629017601617534,0.04946556997039142,274.7,399.1,33.66416670506571,34.96389236056595,48.536067918071986,0.8043345913542794
56,442,443,5,28,43,800633,18.154943,320.835943,338.6342,332.9952,8325,8325,238.352399528875,243.35130138986,433.235248179365,299.216683013973,240.85185045936748,366.22596559666897,-2.499450930492486,67.00928258269602,0.03728278594897816,274.7,399.1,35.04997936531289,31.589528514486474,47.18473657101853,0.7335168454680585
57,446,447,5,32,43,926197,21.0022,323.6832,341.48145,335.84245,8396,8396,237.623421069033,232.293869251099,428.805463757239,296.70657684499,234.958645160066,362.7560203011145,2.6647759089669876,66.0494434561245,-0.04032329922095301,274.7,399.1,38.2439380674457,37.916504928064306,53.8540634016278,0.78109893522669
58,501,502,6,4,43,136177,3.087914,366.189914,383.93915,378.30015,9458,9458,387.835556880128,379.589906981363,388.124720801737,380.822261343744,383.7127319307455,384.4734910727405,4.122824949382505,3.6512297289964977,-0.8459866245387571,274.7,399.1,-83.2244564524506,-71.91244909331029,109.98959262768359,-2.4289819626127374
59,580,581,6,83,43,2380479,53.979116,417.081116,434.8305,429.1915,10730,10730,295.980687173008,296.006893943336,420.45905939569,296.110777890642,295.993790558172,358.284918643166,-0.013103385164015435,62.17414075252401,0.0002107529724000301,274.7,399.1,-21.285188185619816,40.81956818001663,46.03581630100932,2.0514529310547904
60,585,586,7,5,43,167386,3.795601,427.207601,444.92605,439.28705,10982,10982,289.880115024363,284.009569798599,421.298510999954,295.995513408651,286.944842411481,358.6470122043025,2.935272612882045,62.65149879565149,-0.04681656233230802,274.7,399.1,-14.12460387042243,39.835611615544515,42.26559342161018,1.9115386307968771
61,215,216,2,50,44,1485055,33.674717,155.381717,173.1307,167.4917,4187,4187,267.839193291213,263.991651546088,409.265148417297,417.995983556911,265.9154224186505,413.630565987104,1.9237708725624998,-4.3654175698069935,-2.7265126377621334,349.0,395.7,-68.79863567032132,49.91292376120201,84.99736600912509,2.5139614367316256
62,304,305,3,56,44,1620457,36.745057,218.738057,236.48025,230.84125,5771,5771,407.293385506101,411.753794138538,421.812852356212,298.918622668446,409.52358982231954,360.365737512329,-2.2302043162185328,61.44711484388296,0.036278770920290304,349.0,395.7,-59.20216271154324,37.50625228950463,70.08291539689264,2.576884038867977
63,353,354,4,22,44,668624,15.161542,257.529542,275.2687,269.6297,6741,6741,376.240761046846,391.050519537673,89.5330881693825,93.2699695754188,383.6456402922595,91.40152887240065,-7.404879245413497,-1.8684407030181518,-4.465222704537284,349.0,395.7,303.52703060823455,-40.856108625306824,306.2643954524506,-0.1338003009241735
64,415,416,5,1,44,57815,1.310998,303.991998,321.7902,316.1512,7904,7904,239.773511357421,245.244339606153,429.201056933729,297.852139178774,242.508925481787,363.5265980562515,-2.7354141243660024,65.67445887747749,0.04162704958791119,349.0,395.7,107.73772041811101,27.713901634135517,111.24512009377128,0.25177630316397154
65,429,430,5,15,44,432471,9.806599,312.487599,330.2858,324.6468,8116,8116,235.316321968765,224.786732184294,434.528646204078,301.415660365294,230.0515270765295,367.972153284686,5.2647948922355,66.55649291939199,-0.0789382777791261,349.0,395.7,116.39155036207936,37.02134112380433,122.13751550729015,0.30795655032555524
66,432,433,5,18,44,525372,11.913197,314.594197,332.3924,326.7534,8169,8169,239.949208104511,205.597266608913,429.446185473045,295.723039716869,222.773237356712,362.584612594957,17.175970747799,66.861572878088,-0.2514513977954431,349.0,395.7,114.01778504180128,63.48046301463658,130.49836968480122,0.5080178823033781
67,520,521,6,23,44,701772,15.913197,379.015197,396.7645,391.1255,9778,9778,326.5840008906,326.99308927677,353.871673640406,343.631863578186,326.788545083685,348.75176860929605,-0.20454419308498473,5.119905031109965,0.03992954439831364,349.0,395.7,24.067874036424836,46.02415235049267,51.93731953243807,1.0889655238391516
68,552,553,6,55,44,1594094,36.147256,399.249256,416.9986,411.3596,10284,10284,316.569492700806,310.824874306501,410.600969078533,401.799313031082,313.6971835036535,406.20014105480755,2.8723091971525037,4.400828023725467,-0.5782532182023447,349.0,395.7,35.30221491022319,10.502163452260005,36.83126137869257,0.2891552529160904
69,562,563,6,65,44,1877352,42.57034,405.67234,423.4217,417.7827,10445,10445,309.125658282861,300.19423840776,410.983484467319,295.365505589277,304.6599483453105,353.174495028298,4.465709937550514,57.80898943902099,-0.07709628993901596,349.0,395.7,40.93303011630797,45.81425323342298,61.43662388053874,0.841608351951666
70,581,582,7,1,44,59268,1.343946,424.755946,442.4744,436.8354,10921,10921,300.139806733352,297.561230423853,412.392333096902,292.642808281618,298.8505185786025,352.51757068925997,1.2892881547494994,59.87476240764204,-0.02152975458610018,349.0,395.7,49.208223684872145,44.25204413122338,66.17924665642661,0.7324179865158305
71,600,601,7,20,44,619290,14.042857,437.454857,455.1733,449.5343,11238,11238,291.028348897234,283.157882586914,439.441798588896,298.848740717943,287.093115742074,369.1452696534195,3.935233155160006,70.29652893547649,-0.05592210830782629,349.0,395.7,60.32588670653365,29.973378444451537,67.36182911934507,0.4611305724215947
72,656,657,7,76,44,2240765,50.810998,474.222998,491.9416,486.3026,12158,12158,316.015850534847,316.184011633217,410.657863023195,417.390927041188,316.099931084032,414.0243950321915,-0.0840805491849892,-3.3665320089965007,-3.1665628820468856,349.0,395.7,-33.347329432197824,17.497245717875746,37.658969555356244,2.658383165077576
73,806,807,9,60,44,1771221,40.163741,584.146741,601.85265,596.21365,14905,14905,382.064362239994,386.61256268537,73.6677680408875,81.517669421398,384.338462462682,77.59271873114275,-2.2741002226879914,-3.9249506902552582,-3.666724271381566,349.0,395.7,190.05262089228782,-257.5287374594582,320.06413314442193,-0.935028575715398
74,223,224,2,58,7,1720433,39.012086,160.719086,178.4681,172.8291,4321,4321,267.826966880992,262.688619744276,409.503510147852,297.608542421981,265.257793312634,353.55602628491647,2.5691735683579964,55.94748386293554,-0.045888925736537134,345.8,339.0,81.12514494262717,-10.846004670628549,81.84696059889801,-0.13290660342354976
75,224,225,2,59,7,1754792,39.791202,161.498202,179.2472,173.6082,4340,4340,269.710126849397,267.811438041617,410.684073285929,297.100065558185,268.760782445507,353.89206942205703,0.9493444038899952,56.79200386387197,-0.01671460644090006,345.8,339.0,77.27735976054328,-13.602368967184942,78.46537308316242,-0.17423528716445175
76,231,232,2,66,7,1919465,43.525283,165.232283,182.9813,177.3423,4434,4434,267.794354173371,268.39608160758,409.70263412225,295.727227571779,268.0952178904755,352.7149308470145,-0.3008637171045052,56.9877032752355,0.005279400722898231,345.8,339.0,77.63129293592418,-14.124972492851024,78.9058457329181,-0.17998058241563245
77,248,249,2,83,7,2392595,54.253855,175.960855,193.7099,188.0709,4702,4702,263.391157218371,259.831225870485,411.217101676994,301.928661029445,261.61119154442804,356.5728813532195,1.779965673942968,54.644220323774505,-0.03256220916373742,345.8,339.0,84.71629053343159,-14.822676764961361,86.00326521838177,-0.1732150391421272
78,354,355,4,23,7,692322,15.698912,258.066912,275.8061,270.1671,6754,6754,380.624882598966,380.305937371834,89.1144074100881,96.1120108299376,380.4654099854,92.61320912001285,0.1594726135659812,-3.4988017099247486,-3.096044968599084,345.8,339.0,23.410989875997885,-247.70964236908566,248.81346701815477,-1.4765664142339077
79,553,554,6,56,7,1632088,37.008798,400.110798,417.86015,412.22115,10306,10306,317.694237626634,312.749803673085,406.304379938349,292.608036359837,315.2220206498595,349.45620814909296,2.4722169767745186,56.848171789256014,-0.04346068078895082,345.8,339.0,31.00339646117392,-9.117813217326137,32.31632884463795,-0.2860267186049637
80,762,763,9,16,7,485972,11.019773,555.002773,572.7086,567.0696,14177,14177,238.120032456586,234.335607383516,210.795728144846,294.448935407533,236.227819920051,252.6223317761895,1.8922125365349984,-41.82660363134349,-3.096384028387801,345.8,339.0,-113.3639118276061,-81.33749264882837,139.52477993265376,-2.5192245109062426
81,816,817,9,70,7,2029763,46.026372,590.009372,607.7153,602.0763,15052,15052,417.710434692048,414.050575309448,144.949951374043,297.432272506663,415.88050500074803,221.191111940353,1.8299296912999807,-76.24116056631001,-3.117595400686632,345.8,339.0,67.23350905346696,-119.45654669111978,137.07739159690158,-1.0581576123731313
82,225,226,2,60,9,1776794,40.290113,161.997113,179.74615,174.10715,4353,4353,269.699088801624,274.546136225594,410.549634903316,299.325173282882,272.122612513609,354.937404093099,-2.4235237119850126,55.612230810217,0.043551413596186084,339.6,160.2,58.93499612282823,-197.49055827281902,206.0967112180772,-1.28079033682665
83,244,245,2,79,9,2286658,51.851655,173.558655,191.3077,185.6687,4642,4642,269.84093097498,262.846615792924,407.71552776929,298.052219658885,266.343773383952,352.8838737140875,3.4971575910279853,54.831654055202534,-0.06369363081221158,339.6,160.2,85.37212006878276,-187.63035746501563,206.13963696360824,-1.1437908284273561
84,530,531,6,33,9,994722,22.556054,385.658054,403.40735,397.76835,9944,9944,307.480749881013,310.696927265058,366.533248603261,358.884578256123,309.0888385730355,362.70891342969196,-1.608088692022477,3.824335173569011,0.3980431093202774,339.6,160.2,-50.36969151560892,-198.5036149966019,204.7945091795597,-1.8192984321236503
85,535,536,6,38,9,1142529,25.907687,389.009687,406.759,401.12,10028,10028,308.92842881204,316.567387041809,355.448424420623,295.866274551169,312.74790792692454,325.657349485896,-3.8194791148845297,29.791074934726964,0.1275132085047097,339.6,160.2,5.593215585184325,-167.5287595817999,167.62210280150666,-1.5374221240569819
86,570,571,6,73,9,2116606,47.995601,411.097601,428.847,423.208,10580,10580,290.329623245519,283.785441461892,421.410548012245,299.33988912567,287.0575323537055,360.3752185689575,3.272090891813491,61.03532944328748,-0.053558515093749426,339.6,160.2,63.183088843524835,-197.0754330698859,206.95610412715982,-1.2605459661364395
87,726,727,8,63,9,1816872,41.198912,524.884912,542.60865,536.96965,13424,13424,407.51865731424,410.274218812941,160.599873995181,171.593877819917,408.8964380635905,166.09687590754902,-1.3777807493505065,-5.497001912368006,-3.3871756653940404,339.6,160.2,65.78359061074869,22.56742519933274,69.54688687331779,0.33047487249982144
