Chan,MeanRate
A26,"[0.         8.33333333 0.         0.         8.33333333 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         8.33333333 0.
 8.33333333 0.         8.33333333 0.         0.         0.
 0.         0.         0.         0.         0.         8.33333333
 0.         0.         0.         0.         8.33333333 0.
 0.         0.         0.         8.33333333 0.         0.
 0.         8.33333333 0.         0.         0.         0.
 0.         0.        ]"
A09,"[ 0.          8.33333333  0.          0.          0.          0.
  0.         41.66666667 16.66666667 25.          8.33333333  8.33333333
  0.          8.33333333  8.33333333 16.66666667  0.          8.33333333
 16.66666667 16.66666667 16.66666667 58.33333333  0.          0.
  0.          0.          0.          0.          0.          0.
  8.33333333  0.          0.          0.          0.          0.
  0.          0.          0.          0.          8.33333333  8.33333333
  8.33333333  0.          0.          0.          0.          0.
  0.          0.        ]"
A08,"[ 0.          0.          0.          0.          0.          0.
  0.         33.33333333  0.         16.66666667  8.33333333 25.
  8.33333333  8.33333333  0.         16.66666667  8.33333333 33.33333333
  8.33333333 33.33333333 25.         16.66666667  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.        ]"
A15,"[  0.           0.           0.           0.           0.
   0.           0.         100.         125.          75.
  83.33333333  58.33333333  58.33333333  33.33333333  83.33333333
  33.33333333   8.33333333  58.33333333  75.          75.
  66.66666667  33.33333333   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           8.33333333   0.
   0.           0.           0.           0.           8.33333333]"
A24,"[ 0.          0.          0.          0.          0.          0.
  0.         25.          8.33333333  0.          0.          0.
  0.          0.          0.          0.          0.          0.
 16.66666667  0.          8.33333333  8.33333333  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.        ]"
A30,"[ 0.          0.          0.          0.          0.          0.
  0.         16.66666667  8.33333333  0.          0.          0.
  8.33333333 16.66666667 16.66666667 33.33333333  0.          0.
 25.          8.33333333 16.66666667  8.33333333  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.        ]"
A19,"[ 0.          0.          0.          0.          0.          0.
  0.         66.66666667 66.66666667 58.33333333 50.         33.33333333
 50.         33.33333333 41.66666667 33.33333333 16.66666667 33.33333333
 58.33333333 50.         41.66666667 33.33333333  8.33333333  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.        ]"
A22,"[ 0.          0.          0.          0.          0.          0.
  0.         16.66666667 58.33333333 33.33333333 16.66666667 33.33333333
 25.         33.33333333 16.66666667 33.33333333 41.66666667 41.66666667
 33.33333333 50.         41.66666667 33.33333333 41.66666667  0.
  8.33333333  0.          0.          0.          0.          0.
  0.          0.          0.          0.          8.33333333  0.
  0.          8.33333333  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  8.33333333  0.        ]"
A12,"[0.         0.         0.         0.         0.         0.
 0.         8.33333333 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 8.33333333 0.         8.33333333 0.         0.         0.
 0.         0.         8.33333333 0.         0.         0.
 0.         0.        ]"
A18,"[0.         0.         0.         0.         0.         0.
 0.         8.33333333 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
A32,"[ 0.          8.33333333  0.          0.          0.          0.
  0.         50.         25.          8.33333333  0.          0.
  0.          8.33333333  0.          0.          0.         25.
 33.33333333  0.         25.          8.33333333  8.33333333  0.
  0.          8.33333333  0.          8.33333333  0.          8.33333333
  0.          0.          0.         16.66666667  0.          0.
  8.33333333  0.          0.         16.66666667  0.          0.
  0.          0.          0.          8.33333333  0.          0.
  0.          8.33333333]"
A29,"[ 8.33333333  0.          0.          0.          0.          0.
  0.         58.33333333 66.66666667 33.33333333 50.         33.33333333
  8.33333333  8.33333333 25.         41.66666667  0.         25.
 58.33333333 33.33333333 25.         16.66666667  8.33333333  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  8.33333333 16.66666667  0.          0.          0.          0.
  0.          0.          8.33333333 16.66666667  0.          0.
  0.          8.33333333]"
A13,"[16.66666667 25.         41.66666667 25.         16.66666667 25.
  8.33333333 25.         25.         25.         33.33333333  8.33333333
 41.66666667 41.66666667  8.33333333  8.33333333 25.         16.66666667
  8.33333333 25.         41.66666667 50.          8.33333333  8.33333333
 16.66666667 25.         16.66666667 16.66666667  8.33333333 41.66666667
  8.33333333  8.33333333 16.66666667 25.         33.33333333 16.66666667
 25.          8.33333333 25.         16.66666667 16.66666667 16.66666667
  8.33333333  8.33333333 33.33333333 16.66666667  0.          0.
 25.         50.        ]"
A16,"[0.         0.         0.         0.         0.         0.
 0.         8.33333333 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
A14,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
A25,"[ 0.          0.          0.          0.          0.          0.
  0.         16.66666667 41.66666667 16.66666667  8.33333333  8.33333333
 16.66666667  0.          8.33333333 25.          0.         16.66666667
 33.33333333 33.33333333 25.          8.33333333  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          8.33333333  0.          0.          0.          0.
  0.          0.        ]"
A28,"[ 0.          0.          0.          0.          0.          0.
  0.         16.66666667  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         16.66666667  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.        ]"
A27,"[ 0.          0.          0.          0.          0.          0.
  0.         33.33333333 50.         33.33333333  8.33333333 16.66666667
 33.33333333 16.66666667 25.         41.66666667  0.         41.66666667
 41.66666667 33.33333333 50.          8.33333333  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.        ]"
A04,"[ 0.          0.          0.          0.          0.          0.
  0.         16.66666667 16.66666667  8.33333333  0.          0.
  0.          0.          0.          8.33333333  8.33333333  0.
  8.33333333  0.          8.33333333 16.66666667  0.          0.
  0.          0.          0.          8.33333333  8.33333333  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.        ]"
A17,"[0.         0.         0.         0.         0.         0.
 0.         8.33333333 0.         0.         0.         0.
 0.         0.         8.33333333 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         8.33333333
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
B28,"[25.          8.33333333  0.         16.66666667 16.66666667 16.66666667
  0.          8.33333333 16.66666667 16.66666667 33.33333333  0.
  0.         41.66666667 16.66666667  0.         16.66666667  0.
 25.          8.33333333  0.          8.33333333  8.33333333  0.
  8.33333333  0.          8.33333333  0.          0.          0.
 41.66666667  8.33333333 25.         16.66666667 25.         25.
 41.66666667 50.         41.66666667 66.66666667 58.33333333 41.66666667
 41.66666667 66.66666667 33.33333333  8.33333333  8.33333333 16.66666667
  0.          8.33333333]"
B02,"[ 8.33333333  8.33333333  8.33333333  0.          0.         16.66666667
 25.          8.33333333  8.33333333 50.         16.66666667  8.33333333
  0.         75.          0.          0.          0.         16.66666667
 16.66666667  0.          8.33333333  0.          0.          0.
  0.          0.          0.          0.          0.          0.
 41.66666667 16.66666667 25.          0.         25.         25.
 50.         50.         50.         58.33333333 33.33333333 16.66666667
  8.33333333 25.          0.         16.66666667  0.          8.33333333
  0.          8.33333333]"
B01,"[16.66666667 16.66666667  0.          0.          0.          0.
  0.          8.33333333  8.33333333 16.66666667  0.          8.33333333
  8.33333333  0.          0.          0.          0.          0.
 33.33333333  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  8.33333333  0.          8.33333333  0.          0.          0.
  8.33333333 33.33333333  0.         33.33333333 16.66666667 16.66666667
 25.         33.33333333  8.33333333  0.          0.          8.33333333
  0.          0.        ]"
B10,"[ 0.          0.          0.          8.33333333  0.          8.33333333
  0.          0.          0.          0.          0.          8.33333333
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
 16.66666667  0.          0.          0.         25.         16.66666667
  8.33333333 41.66666667 66.66666667 16.66666667 16.66666667  0.
  0.         16.66666667  0.          0.          0.          0.
  0.          0.        ]"
B17,"[ 8.33333333  0.          0.          0.          8.33333333  0.
  8.33333333  0.          0.          8.33333333 16.66666667 41.66666667
  8.33333333  8.33333333 25.          0.          0.          8.33333333
  8.33333333  8.33333333  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
 16.66666667 41.66666667 75.         33.33333333 16.66666667  8.33333333
 41.66666667 66.66666667 58.33333333 33.33333333 25.         33.33333333
 33.33333333  8.33333333  0.          0.          0.          8.33333333
  0.          0.        ]"
B23,"[ 66.66666667  16.66666667  41.66666667  58.33333333  41.66666667
  50.          75.          75.          91.66666667  75.
  41.66666667 175.          33.33333333  25.           8.33333333
  33.33333333  33.33333333  58.33333333  91.66666667  16.66666667
   0.           0.           0.           0.           0.
   0.           0.           0.           0.          16.66666667
  58.33333333 166.66666667 183.33333333 141.66666667  75.
 108.33333333 100.         125.         100.         116.66666667
 100.         125.         116.66666667 108.33333333  66.66666667
  41.66666667   0.           0.          16.66666667  25.        ]"
B27,"[ 75.          41.66666667  41.66666667 108.33333333  66.66666667
  58.33333333 108.33333333  91.66666667  91.66666667  91.66666667
  66.66666667 150.          50.          33.33333333  33.33333333
  41.66666667  66.66666667  50.         100.          25.
   0.           0.           8.33333333   0.           0.
   0.           0.           0.           0.          16.66666667
  41.66666667 166.66666667 150.         116.66666667  58.33333333
  91.66666667  75.          91.66666667  75.         133.33333333
 100.         100.         100.         108.33333333  75.
  58.33333333   0.           0.          33.33333333  16.66666667]"
B20,"[ 0.          0.          8.33333333  8.33333333  8.33333333  8.33333333
  0.         25.          0.          8.33333333  8.33333333 16.66666667
  0.          8.33333333 33.33333333  8.33333333  8.33333333  8.33333333
 16.66666667  0.          0.          0.          8.33333333  0.
  0.          0.          0.          0.          0.          0.
 33.33333333  0.          8.33333333  8.33333333 16.66666667  8.33333333
  8.33333333 25.          8.33333333 50.         16.66666667 16.66666667
 25.         16.66666667  8.33333333  0.          0.          8.33333333
  0.          0.        ]"
B25,"[ 50.           8.33333333   0.           8.33333333   0.
  25.          50.          33.33333333  50.          83.33333333
  33.33333333 108.33333333  16.66666667   0.           8.33333333
   0.           0.          33.33333333  25.           8.33333333
   0.           0.           8.33333333   0.           8.33333333
   0.           0.           0.           0.           0.
  50.         116.66666667 166.66666667 108.33333333  66.66666667
 100.          83.33333333 125.         108.33333333 125.
  83.33333333 108.33333333  75.          91.66666667  33.33333333
  16.66666667   0.           8.33333333   0.           8.33333333]"
B22,"[ 8.33333333  8.33333333  8.33333333  8.33333333  0.          0.
  8.33333333 16.66666667 16.66666667  8.33333333  8.33333333 16.66666667
 16.66666667 16.66666667 50.         33.33333333 16.66666667 16.66666667
 83.33333333  0.          0.          0.          0.          8.33333333
 16.66666667  0.          8.33333333  0.          0.          0.
  8.33333333 25.          8.33333333  8.33333333 16.66666667 33.33333333
 16.66666667 33.33333333 16.66666667 41.66666667 25.         25.
 16.66666667  8.33333333  0.          0.          0.          8.33333333
  0.          0.        ]"
B08,"[ 8.33333333  8.33333333  0.          8.33333333 41.66666667 75.
  8.33333333 50.          8.33333333  8.33333333 33.33333333 16.66666667
 16.66666667 16.66666667 33.33333333  0.          8.33333333 33.33333333
 25.         50.          0.          8.33333333  0.          0.
  0.          8.33333333  0.          0.         16.66666667  8.33333333
 25.         16.66666667 33.33333333 50.         33.33333333 41.66666667
 33.33333333 41.66666667 16.66666667 66.66666667 25.         33.33333333
 33.33333333 16.66666667  8.33333333  8.33333333  8.33333333 25.
  0.          8.33333333]"
B07,"[ 41.66666667   8.33333333  25.          50.          33.33333333
  25.          50.          75.          91.66666667  83.33333333
  33.33333333 108.33333333  25.          75.          25.
   8.33333333  16.66666667  50.          75.           0.
   0.           0.           8.33333333   0.           8.33333333
   0.           0.           8.33333333   8.33333333   0.
  66.66666667 141.66666667 175.         150.          91.66666667
 100.          66.66666667 175.         150.         133.33333333
  58.33333333 125.         133.33333333 116.66666667  41.66666667
  16.66666667   0.           0.           8.33333333  16.66666667]"
B09,"[100.          33.33333333  58.33333333 100.          41.66666667
  58.33333333  58.33333333 116.66666667 158.33333333 108.33333333
  75.         208.33333333  50.           8.33333333   0.
  16.66666667  58.33333333  83.33333333 133.33333333  41.66666667
   0.           0.           0.           0.           0.
   0.           0.           0.           0.          25.
  83.33333333 158.33333333 125.         158.33333333 133.33333333
 100.         141.66666667 116.66666667 158.33333333 141.66666667
 141.66666667 141.66666667 166.66666667 158.33333333 100.
  66.66666667   0.           0.           8.33333333   8.33333333]"
B04,"[ 8.33333333  0.          8.33333333 16.66666667  0.          8.33333333
  8.33333333 33.33333333  0.         33.33333333  0.          0.
  0.         83.33333333  8.33333333  0.          0.          0.
 25.         16.66666667  0.          0.          8.33333333  0.
  0.          0.          0.          8.33333333  0.          0.
 58.33333333  8.33333333 16.66666667  8.33333333 33.33333333 41.66666667
 25.         41.66666667 41.66666667 58.33333333 41.66666667 33.33333333
 41.66666667 41.66666667  8.33333333 25.          0.         16.66666667
  0.          8.33333333]"
B18,"[ 0.          0.         16.66666667  8.33333333 16.66666667 16.66666667
  8.33333333 33.33333333  0.          0.          0.          0.
  0.         50.         33.33333333  0.          0.         16.66666667
 58.33333333  0.          0.          0.          8.33333333  0.
  0.          0.          0.          0.          0.          0.
 16.66666667  8.33333333 25.          8.33333333 16.66666667 16.66666667
  8.33333333 41.66666667  8.33333333 50.          8.33333333 16.66666667
  0.         16.66666667  0.          0.          0.          8.33333333
  8.33333333  0.        ]"
B29,"[ 58.33333333  41.66666667  25.         100.          50.
  41.66666667 100.          75.          83.33333333  91.66666667
  66.66666667 141.66666667  58.33333333  33.33333333   8.33333333
  41.66666667  41.66666667  75.          91.66666667   8.33333333
   0.           0.          16.66666667   0.           0.
   0.           0.           0.           0.           8.33333333
  25.         150.         150.         116.66666667  50.
 100.          83.33333333 100.          58.33333333 150.
 100.         100.         100.         100.          75.
  41.66666667   0.           0.          33.33333333  25.        ]"
B21,"[ 16.66666667   8.33333333   8.33333333  41.66666667   0.
  16.66666667  50.          25.          16.66666667  41.66666667
  16.66666667  50.           8.33333333  33.33333333  33.33333333
   0.           0.           8.33333333  41.66666667   8.33333333
   0.           0.           8.33333333   0.           0.
   0.           0.           0.           0.           0.
  41.66666667  75.          91.66666667  33.33333333  33.33333333
  33.33333333  33.33333333 108.33333333  50.          83.33333333
  41.66666667  50.          66.66666667  75.           0.
   8.33333333   0.           0.           0.          16.66666667]"
B31,"[ 50.          33.33333333   8.33333333  75.          58.33333333
  33.33333333  83.33333333  41.66666667 108.33333333  58.33333333
  58.33333333 116.66666667  41.66666667  33.33333333  25.
  50.          50.          66.66666667  58.33333333   0.
   0.           0.           8.33333333   0.           0.
   0.          16.66666667   0.           0.          16.66666667
  33.33333333 141.66666667 116.66666667  75.          58.33333333
  83.33333333  75.          75.          50.         133.33333333
  83.33333333  66.66666667  83.33333333  83.33333333  50.
  50.           0.           0.          16.66666667  16.66666667]"
B16,"[ 0.          0.          8.33333333  0.          8.33333333  0.
  0.          8.33333333  0.         16.66666667  0.          0.
  0.          0.         50.         16.66666667  8.33333333  8.33333333
 58.33333333  8.33333333  8.33333333  0.         16.66666667  0.
  8.33333333  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         25.         25.         33.33333333  0.          8.33333333
  0.          0.          0.          0.          0.         25.
  0.          0.        ]"
B14,"[16.66666667  0.          0.          8.33333333  0.         16.66666667
  0.         16.66666667  0.         16.66666667  8.33333333  8.33333333
  0.          0.          8.33333333  0.          0.          8.33333333
 25.          0.          8.33333333  0.          8.33333333  0.
  0.          0.          0.          0.          0.          0.
  8.33333333  0.         33.33333333  0.         16.66666667  8.33333333
 16.66666667 33.33333333 16.66666667 25.         16.66666667  8.33333333
 25.         16.66666667  8.33333333  0.          0.         25.
  0.          0.        ]"
B11,"[125.         133.33333333 125.         100.         125.
 116.66666667 133.33333333  91.66666667 108.33333333 100.
 100.         108.33333333 116.66666667 116.66666667 200.
 150.         116.66666667  75.         108.33333333 133.33333333
  66.66666667 125.         158.33333333 116.66666667  75.
 175.          83.33333333 141.66666667 175.         116.66666667
 158.33333333 150.          75.         133.33333333 133.33333333
 141.66666667 100.         116.66666667 133.33333333 116.66666667
  66.66666667 108.33333333  91.66666667 116.66666667 100.
 100.          66.66666667  58.33333333  91.66666667 125.        ]"
B12,"[ 41.66666667  50.          33.33333333  50.          50.
  33.33333333  41.66666667  41.66666667  33.33333333  16.66666667
  25.          33.33333333  33.33333333  33.33333333  16.66666667
   0.           8.33333333   8.33333333  16.66666667   8.33333333
   0.           0.           0.           0.          16.66666667
  33.33333333   0.           0.           0.          41.66666667
  66.66666667  50.          50.          91.66666667  50.
  75.          50.          58.33333333  58.33333333  83.33333333
 108.33333333  50.          25.          41.66666667  25.
  33.33333333   8.33333333   0.           8.33333333   8.33333333]"
B26,"[ 41.66666667  50.          33.33333333  58.33333333  58.33333333
  66.66666667  16.66666667  33.33333333  25.          25.
  25.          41.66666667  33.33333333  25.          41.66666667
   8.33333333  16.66666667  25.          25.           8.33333333
   0.           0.           0.           0.           8.33333333
  25.           0.           0.           0.          25.
  58.33333333  75.          83.33333333 108.33333333  75.
  66.66666667  91.66666667  75.          33.33333333 108.33333333
 125.          58.33333333  41.66666667  58.33333333  66.66666667
  41.66666667   8.33333333   0.          16.66666667   8.33333333]"
B13,"[100.          41.66666667  41.66666667  75.          33.33333333
  66.66666667  50.         116.66666667 141.66666667 116.66666667
  75.         200.          58.33333333  25.          16.66666667
  16.66666667  58.33333333  91.66666667 133.33333333  33.33333333
   0.           0.           0.           8.33333333   0.
   0.           0.           0.           0.          25.
  83.33333333 175.         108.33333333 191.66666667 141.66666667
 125.         158.33333333 141.66666667 175.         150.
 141.66666667 175.         166.66666667 158.33333333  91.66666667
  58.33333333   0.           0.          25.           8.33333333]"
B19,"[ 8.33333333  8.33333333  0.          0.         16.66666667 16.66666667
  8.33333333 16.66666667  0.         41.66666667  0.         16.66666667
  0.          0.         16.66666667  0.          0.         16.66666667
 41.66666667  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
 25.         41.66666667 58.33333333 25.         58.33333333 25.
 50.         50.         41.66666667 58.33333333 33.33333333 25.
 33.33333333 41.66666667  0.         16.66666667  0.          8.33333333
  0.          0.        ]"
B24,"[ 8.33333333  0.          0.          8.33333333  0.          0.
  0.          0.          8.33333333 16.66666667  0.         16.66666667
  0.         41.66666667 41.66666667  0.         16.66666667  0.
 33.33333333  8.33333333  8.33333333  0.          8.33333333  0.
  8.33333333  8.33333333  0.          0.         16.66666667  0.
  8.33333333  8.33333333 25.          8.33333333 25.         16.66666667
  8.33333333 25.         41.66666667 33.33333333 16.66666667  8.33333333
  8.33333333  0.          8.33333333  8.33333333 16.66666667  0.
  0.          0.        ]"
B06,"[16.66666667  8.33333333 16.66666667 33.33333333  0.         50.
 16.66666667  0.          0.         16.66666667 16.66666667 16.66666667
 16.66666667 33.33333333 58.33333333  0.          0.          8.33333333
 33.33333333 16.66666667  8.33333333  0.         16.66666667 16.66666667
 16.66666667  8.33333333  0.          8.33333333 16.66666667  0.
 25.         25.         75.          8.33333333 58.33333333 50.
 25.         58.33333333 66.66666667 33.33333333 33.33333333 25.
  8.33333333 16.66666667 16.66666667 16.66666667  8.33333333  8.33333333
 16.66666667  8.33333333]"
B03,"[ 0.          0.          0.          0.          0.          8.33333333
  0.          8.33333333  0.          0.          8.33333333 16.66666667
  0.         16.66666667  8.33333333  0.          0.          8.33333333
  0.          8.33333333  8.33333333  0.          0.          0.
  8.33333333  0.          0.          0.          0.          0.
  8.33333333  8.33333333 25.          8.33333333  0.          8.33333333
  8.33333333 33.33333333 16.66666667 25.         16.66666667 33.33333333
 25.         16.66666667 16.66666667  0.          0.          8.33333333
  0.          0.        ]"
B30,"[ 8.33333333 16.66666667  0.         16.66666667 16.66666667  0.
 16.66666667 25.          0.         16.66666667  8.33333333  0.
 16.66666667 25.          8.33333333  0.          0.         25.
 33.33333333 16.66666667  0.          8.33333333  8.33333333  0.
  8.33333333  8.33333333  0.          0.          8.33333333  0.
  8.33333333 25.         50.          8.33333333 25.         25.
 33.33333333 75.         50.         33.33333333 25.         16.66666667
 25.         50.         16.66666667 25.          0.          8.33333333
  0.          0.        ]"
B05,"[25.         16.66666667  0.         25.          0.         16.66666667
 16.66666667  8.33333333 25.          8.33333333 41.66666667 16.66666667
  0.         16.66666667  0.          0.          8.33333333  8.33333333
 41.66666667  0.          0.          0.          8.33333333  8.33333333
  8.33333333  0.          0.          0.          0.          0.
 66.66666667 25.         58.33333333 16.66666667 33.33333333 50.
 33.33333333 66.66666667 66.66666667 66.66666667 33.33333333 41.66666667
 66.66666667 50.          0.          0.          0.          0.
  8.33333333 16.66666667]"
