blue_peak,blue_x,blue_y,blue_xa,blue_ya,blue_xc,blue_yc,red_x,red_y,red_xa,red_ya,red_xc,red_yc,red_peak
4,431,308.883582208303,0.000320179317153912,0.00165570473470098,118.134016465352,32.0684059175601,0,244.785958551659,0,0.0657357833002881,0,43.1342552030197,9
3,606.89772996433,317.969931075964,0.024927419321601,0.0161194951202625,1.76598028569398,1.65225855641532,0,256.226080030694,0,0.0517159637005303,0,53.906752687579,7
2,607.069460846159,291.203761329454,0.0209568674702048,0.0107805188959455,0.846767153468702,1.81077402855423,0,231.828544662534,0,0.129796841451303,0,9.9015985732537,9
3,210,308.305431243046,0.000231406173835005,0.00129186270996201,222.013830660599,37.3532511679996,0,253.067426976962,0,0.0509460749727603,0,58.3804072086159,7
4,607.290854559489,317.616134147793,0.0264709874943845,0.00801854670569198,0.592779232175635,1.29400240616167,0,251.33811471172,0,0.0589541382024467,0,50.5703145650152,9
4,607.294769911947,318.225915922189,0.040268552045382,0.019601171202021,1.52095217404257,2.16229730459863,0,245.934394343747,0,0.0609950561339608,0,47.548805373013,9
5,607.010812089065,317.862885475865,0.0465365902651916,0.0220365156383645,1.62032290434522,1.96337222071143,0,232.176601163752,0,0.0856930533397077,0,10.6986199240388,7
4,607.156797572087,318.158222132067,0.0452235801972715,0.0200616677337215,1.56045427433288,2.03961987613674,0,256.751472831232,0,0.0459811175045649,0,62.4728189578425,9
5,606.99549032229,317.763582240702,0.037328853339254,0.0245630997392634,1.3888344317595,1.62849332737046,0,230.496863799657,0,0.09944405292269,0,10.2623525181949,8
4,607.219252040228,317.634918711741,0.0265591714743189,0.0116323335727374,0.896788844896717,1.29340038573206,0,254.456732957394,0,0.0648650555898502,0,53.0257223598658,9
1,430.999984150932,240.5,0.0145814061005134,5.60024595188208e-05,0.455852836294438,239.5,29853.1228229552,258.274190936027,1.32240036530265e+308,0.0451214778993156,1095.71716142411,57.7853062952477,7
4,431,318.066352910127,0.000513537738423755,0.0202370528298119,98.0567320783504,1.92115282400913,0,231.273826053623,0,0.133412317900898,0,9.39510893226129,9
4,606.992717491182,318.026586335756,0.0333668189060841,0.0205837458302012,1.77450096856142,1.84578756098627,0,231.195765699334,0,0.102213051361042,0,9.77925764883683,8
